Education,Income,Own_Home,Debt,Car,Loan
Primary,71207.03,Yes,467149.49,18052.23,No
College,134426.89,Yes,485547.19,33249.39,Yes
Primary,176872.33,No,379330.38,12117.01,Yes
College,101403.75,Yes,411226.91,19878.21,Yes
Vocational,177661.46,No,158967.91,49550.68,No
Primary,162043.44,No,248105.78,6734.14,Yes
Primary,183500.99,Yes,265463.38,15929.26,Yes
Vocational,82465.61,No,31980.91,48989.05,No
College,46042.72,No,105688.92,21121.86,No
Vocational,169875.19,No,369026.10,13824.74,Yes
Primary,170173.41,Yes,216331.48,20571.76,Yes
Vocational,95981.67,Yes,410255.54,11432.25,No
Primary,67460.65,No,214338.05,1112.27,No
Vocational,30966.72,Yes,214694.40,48663.12,Yes
Vocational,108885.15,No,63073.09,38690.73,Yes
College,197247.47,Yes,97425.27,31513.50,Yes
Vocational,146671.94,Yes,216914.51,41736.19,Yes
Vocational,176765.93,Yes,232561.81,42610.16,Yes
Vocational,148941.98,Yes,269698.99,41055.25,Yes
College,175709.74,Yes,344135.90,23407.12,Yes
College,115299.14,No,485338.75,35988.57,Yes
Primary,52224.61,No,404326.82,28031.82,No
College,175517.35,No,326241.67,32799.84,Yes
Vocational,171916.91,No,417280.89,2674.36,Yes
Vocational,42370.84,Yes,69220.75,24199.63,Yes
Primary,59785.15,No,324244.41,40970.20,No
Primary,37119.55,Yes,197098.02,42940.55,Yes
Vocational,56817.47,No,382993.29,38163.49,No
Vocational,67327.90,Yes,58834.20,5619.28,No
Primary,183858.50,Yes,482038.92,40414.95,Yes
College,36681.91,No,256200.46,41283.51,No
Vocational,57665.05,No,427279.02,35068.94,No
Primary,91741.50,Yes,364540.10,30166.41,No
College,183309.91,No,421333.53,7066.31,Yes
Primary,53987.13,Yes,324023.23,35194.03,Yes
Primary,109996.21,Yes,94521.60,42083.18,Yes
College,134906.90,Yes,454175.79,22010.80,Yes
Primary,162498.25,No,149709.49,38129.60,No
College,82375.96,No,267185.23,18048.81,No
Primary,139059.29,Yes,339137.64,46023.51,Yes
Primary,55379.22,Yes,352609.85,33260.69,No
College,143300.58,Yes,279124.98,36298.75,Yes
College,176406.33,No,102068.09,2519.00,No
Primary,55625.00,Yes,194955.79,201.31,Yes
Vocational,146439.53,No,73216.69,12422.41,Yes
Primary,95951.73,Yes,95162.42,20451.86,No
Primary,179866.49,No,342232.38,24660.67,Yes
Primary,145547.25,Yes,304450.96,31789.33,Yes
Vocational,161855.69,Yes,417839.53,39913.59,Yes
College,85278.33,No,214252.29,18842.27,No
Primary,133590.21,No,469805.45,29698.80,Yes
College,154255.09,Yes,430515.31,34270.53,Yes
Vocational,174413.67,Yes,189688.60,36245.00,Yes
College,154980.70,Yes,334878.16,31053.39,Yes
College,170611.98,No,80987.29,8753.96,Yes
Primary,80238.11,Yes,280273.36,8349.85,Yes
Primary,53787.73,No,251164.08,42232.47,No
Vocational,198680.68,Yes,197032.49,31136.62,Yes
Primary,154861.67,Yes,498564.07,42694.60,Yes
Vocational,40848.52,Yes,272540.37,27456.44,Yes
Vocational,50955.13,Yes,21755.05,18819.47,No
Vocational,140109.72,Yes,427329.27,12990.92,Yes
Primary,134048.88,Yes,415104.64,2041.31,Yes
Primary,30959.04,No,201830.62,42426.82,No
College,190240.35,Yes,17676.80,13422.34,No
Vocational,120318.77,Yes,118297.16,38680.68,Yes
Vocational,75748.11,Yes,317268.19,5893.35,Yes
Vocational,88883.16,No,79050.28,5424.00,No
Vocational,92015.36,No,280990.25,29872.57,No
Primary,105205.33,No,470560.10,26555.29,Yes
Primary,114002.88,Yes,499284.62,9241.86,Yes
College,35150.93,No,399169.63,48459.15,Yes
College,65234.44,No,151639.10,9313.69,No
College,67885.65,Yes,77924.34,9889.51,Yes
Primary,52327.23,Yes,319108.07,11222.95,No
Vocational,191147.25,Yes,443433.31,8705.54,Yes
Vocational,115672.82,Yes,261027.78,13501.31,Yes
Primary,133213.52,No,420602.61,37196.16,Yes
Primary,130192.73,No,166231.18,7454.54,Yes
Primary,196914.21,Yes,27615.23,5990.11,Yes
Primary,172120.30,No,350823.28,47194.09,Yes
Vocational,55471.31,Yes,335177.42,36829.84,Yes
College,197594.42,Yes,385163.56,45754.89,Yes
College,118290.21,Yes,338196.88,1021.81,Yes
College,163113.74,No,392440.20,44921.41,Yes
Vocational,54279.00,No,56059.41,11290.07,Yes
College,193361.95,No,224851.99,19175.64,Yes
Vocational,134038.34,Yes,273847.22,24910.63,Yes
Vocational,43913.80,Yes,487266.23,23446.22,Yes
College,177117.20,Yes,115014.67,44123.00,Yes
Vocational,168122.61,Yes,155525.78,26725.26,Yes
Vocational,158480.10,Yes,378994.06,44056.95,Yes
Vocational,118391.35,Yes,417935.32,36036.71,Yes
Primary,166406.05,Yes,115719.08,2314.63,Yes
Vocational,75361.35,No,236570.89,37866.23,No
Primary,129939.72,Yes,484265.89,34124.40,Yes
College,134614.15,No,266398.41,22229.66,Yes
Vocational,100313.60,No,234120.59,34449.26,Yes
Primary,79639.94,Yes,164326.26,22736.50,Yes
Primary,198524.32,Yes,136179.91,9365.40,Yes
Vocational,102009.26,No,113374.63,37730.87,Yes
Vocational,36616.85,No,119200.34,19789.25,No
College,48638.27,No,179855.46,47411.53,No
Vocational,41583.95,No,122799.97,31703.68,No
Primary,100865.93,No,59739.46,21825.12,Yes
College,135939.13,No,360784.99,47570.44,Yes
Vocational,166874.22,Yes,52907.63,23383.41,Yes
Primary,49131.08,Yes,448714.72,37095.18,No
Vocational,118357.48,No,91664.81,33434.46,Yes
College,171332.33,Yes,464191.34,39205.73,Yes
College,73293.03,No,133575.91,49152.98,No
College,120240.58,Yes,168003.53,33197.74,Yes
College,91224.17,No,359136.41,22955.43,No
College,147306.05,No,273802.86,45314.23,Yes
Vocational,195729.55,Yes,294125.74,33036.79,Yes
Primary,92455.34,Yes,337355.71,43369.45,Yes
College,158567.34,Yes,478740.24,48002.58,Yes
College,57381.37,Yes,327114.82,5805.04,Yes
College,68277.99,Yes,488807.73,41677.20,No
Vocational,129666.99,Yes,156999.88,47527.25,Yes
College,163741.20,No,372628.73,23875.15,Yes
Vocational,48217.94,No,399134.76,4781.05,No
College,63663.50,Yes,350343.38,13244.74,No
Vocational,139062.04,Yes,40418.72,89.46,Yes
Primary,54699.32,Yes,143071.91,16826.55,Yes
Primary,174989.68,No,445417.22,36357.41,Yes
Vocational,71838.85,No,855.60,42880.35,Yes
Vocational,170333.81,Yes,373857.50,28922.71,Yes
Primary,140960.62,Yes,463599.94,7413.88,Yes
Primary,195164.00,Yes,290967.30,19490.07,Yes
Vocational,144123.51,Yes,494364.64,1789.15,Yes
Primary,69347.61,Yes,179648.64,46994.26,Yes
College,172504.38,No,119094.50,17881.71,No
College,36137.70,Yes,462955.27,25525.02,Yes
Vocational,130141.21,No,63067.86,29350.22,Yes
Vocational,104811.05,Yes,11433.85,23273.00,Yes
Vocational,83929.02,Yes,493802.83,21927.59,No
Primary,108976.54,No,128305.25,15224.09,Yes
College,196908.47,Yes,137601.47,18214.01,Yes
College,104867.18,Yes,79157.43,5313.49,Yes
Primary,90404.34,Yes,454824.49,38447.68,No
Primary,169524.94,Yes,46350.36,31271.01,Yes
College,66889.61,Yes,439103.76,10072.31,No
College,156113.90,Yes,78209.33,27524.57,Yes
College,140830.04,No,474895.71,9905.56,Yes
Vocational,50792.73,Yes,99118.06,13070.88,Yes
College,57325.27,Yes,339612.34,2906.72,No
Vocational,85424.56,Yes,357531.00,39808.44,Yes
College,33768.05,Yes,132805.60,6065.78,Yes
College,145830.86,No,313625.85,26394.61,Yes
Primary,125646.81,Yes,117625.35,8.88,Yes
College,74792.95,Yes,209544.14,34351.93,Yes
College,79314.36,No,481060.63,28730.39,No
College,62150.17,Yes,357508.47,19364.63,No
Primary,75729.22,No,397827.53,39829.21,No
Primary,158189.79,No,48003.82,3530.52,Yes
Vocational,119655.39,Yes,460260.33,33159.93,Yes
Vocational,87265.79,No,466244.23,18560.68,No
Vocational,31729.45,Yes,258631.46,30397.14,Yes
Vocational,188818.19,No,383100.20,5837.05,Yes
College,50356.57,No,310285.71,17051.76,No
Primary,168417.54,No,264712.27,39356.36,Yes
College,179590.39,No,106005.52,4509.64,No
College,199689.33,Yes,226740.94,42303.09,Yes
Vocational,86862.55,Yes,317224.84,43162.09,Yes
Primary,75806.22,No,169362.58,25024.85,No
Primary,89642.11,No,90039.60,22835.78,Yes
College,105400.79,No,365529.90,39679.20,Yes
Primary,115216.46,Yes,49003.17,19217.34,Yes
Vocational,175842.57,Yes,191455.54,35871.07,Yes
College,181044.76,Yes,281321.47,9148.66,Yes
College,181576.97,Yes,91543.41,17299.81,Yes
College,98242.38,Yes,481577.45,255.00,No
Vocational,93024.70,No,91493.77,31489.30,No
Primary,119651.28,No,102716.76,11257.12,No
Vocational,58011.79,No,245462.46,11540.81,No
Vocational,180576.25,No,495812.99,24045.40,Yes
Vocational,148732.65,Yes,302366.09,12923.10,Yes
College,115535.59,No,51691.65,13818.55,Yes
Vocational,80592.48,Yes,335842.65,19302.10,No
College,160828.39,No,146594.47,38178.52,No
Vocational,56690.52,No,373599.72,21718.15,No
Vocational,91137.73,No,207132.08,31034.99,No
Primary,94865.55,No,185390.09,40157.84,No
Vocational,61070.24,No,219810.35,23384.10,No
College,53243.40,No,245001.12,25842.16,No
Vocational,50965.68,No,345187.01,46395.67,No
College,73816.43,No,65381.92,18656.46,No
Primary,149430.10,No,109749.99,33504.13,No
Vocational,131421.92,No,488333.03,5185.00,Yes
Primary,190770.89,Yes,114495.26,1874.24,Yes
Vocational,87618.44,No,313652.95,24621.45,No
Primary,183800.86,Yes,331239.54,49288.60,Yes
College,36702.07,Yes,342210.20,20314.10,No
College,35192.85,No,380683.43,17503.53,Yes
College,95101.75,No,201920.27,36604.12,No
College,173909.57,No,210676.56,10558.13,Yes
Primary,76084.68,No,353437.01,16338.43,No
Primary,56575.61,No,420163.10,27900.17,No
College,32218.12,No,168413.14,42808.82,No
Primary,77412.94,No,105623.23,45295.24,No
Vocational,153809.69,Yes,40102.53,21517.97,Yes
Primary,121412.42,Yes,411764.82,46690.65,Yes
Primary,135027.97,No,225146.18,1988.68,Yes
Primary,91743.61,No,232674.45,27094.55,No
Vocational,64905.67,No,459011.33,35466.06,No
College,88946.76,Yes,66158.74,14877.26,No
College,169624.74,Yes,373420.85,45328.51,Yes
Primary,57814.90,Yes,249010.69,18824.69,No
College,93426.68,No,221274.00,3665.01,No
Primary,72981.69,No,268906.74,38273.67,No
Vocational,95682.61,Yes,216039.51,957.24,Yes
Primary,199874.72,Yes,419166.46,36936.04,Yes
College,46693.75,Yes,177470.15,8185.92,Yes
Primary,111907.76,Yes,199671.87,20584.66,Yes
College,172394.75,Yes,459209.62,15424.33,Yes
Vocational,69158.73,No,98270.52,39183.59,Yes
Primary,49383.99,No,150645.79,27788.11,No
College,188971.94,No,286251.00,41193.08,Yes
Primary,166021.44,Yes,268454.93,28735.92,Yes
College,144535.66,Yes,207141.32,4692.05,Yes
Vocational,196189.64,Yes,30578.54,7971.69,Yes
Vocational,88652.79,No,68117.42,7834.42,No
Primary,125799.55,No,218263.71,48970.01,Yes
College,169336.32,Yes,418526.73,31703.80,Yes
Vocational,198777.14,No,73245.79,33087.94,Yes
Vocational,57963.14,Yes,78307.88,10444.11,Yes
Vocational,120058.10,No,263276.20,35558.39,Yes
Primary,48191.19,No,30645.65,32759.59,No
Primary,38072.65,Yes,110043.42,34366.20,Yes
Vocational,160365.46,Yes,264618.83,47210.18,Yes
College,141974.76,Yes,340425.73,45878.04,Yes
Primary,124865.62,No,425937.40,42775.21,Yes
College,67760.45,Yes,191664.53,49705.02,Yes
Primary,190277.81,No,18572.99,9492.40,No
Primary,98468.52,Yes,296021.32,18392.70,No
Vocational,174597.91,Yes,375878.53,26458.56,Yes
Vocational,62853.21,Yes,451229.39,42924.16,No
College,154453.14,No,401821.48,754.69,Yes
College,56143.17,No,77601.24,36367.81,Yes
Primary,67046.68,Yes,155078.37,38196.09,Yes
College,191619.76,Yes,464959.50,31624.28,Yes
Vocational,193644.01,No,237602.14,2458.70,Yes
Vocational,172256.89,No,200816.40,881.31,Yes
Vocational,34032.08,No,9204.01,32524.48,Yes
Vocational,93092.84,Yes,352612.17,44112.86,Yes
College,53257.34,Yes,363321.58,41877.37,Yes
Primary,186030.61,Yes,56143.45,14999.98,Yes
College,53788.93,Yes,491493.04,8339.21,Yes
Vocational,37162.48,No,210044.37,18929.82,No
Vocational,122345.84,Yes,93382.53,30722.00,Yes
Primary,146676.49,Yes,470770.98,12720.93,Yes
Vocational,63741.36,No,383825.79,38623.89,No
Vocational,127958.76,No,293928.02,36209.43,Yes
College,85091.77,No,384588.25,27985.55,No
Vocational,163402.97,Yes,31883.46,735.45,Yes
College,33655.23,No,490429.30,30276.47,Yes
Primary,50888.42,No,201605.97,43584.42,No
Vocational,188123.49,Yes,435891.76,2536.76,Yes
Primary,165118.95,No,320746.47,41362.45,Yes
College,41786.12,Yes,298758.19,48854.98,Yes
Vocational,131780.50,Yes,22666.20,18399.95,Yes
College,138375.50,No,362757.30,17423.72,Yes
Vocational,74857.54,Yes,225746.10,44642.22,Yes
Vocational,65157.16,No,269666.69,34182.99,No
Primary,149741.40,Yes,128169.18,18297.87,Yes
Primary,155414.71,Yes,490556.24,36586.62,Yes
College,164098.10,Yes,379242.37,1482.93,Yes
College,148647.63,No,405136.88,41677.82,Yes
College,163521.13,No,279592.31,35614.68,Yes
Primary,93270.61,No,458921.99,46663.44,No
Primary,118809.20,Yes,211717.17,47506.98,Yes
College,176733.22,No,304724.92,32784.27,Yes
College,157690.67,Yes,312610.52,16835.75,Yes
College,121891.64,No,49762.87,27641.50,Yes
Vocational,88273.90,Yes,261146.18,40010.81,Yes
Vocational,56185.20,No,480096.35,31352.89,No
College,89338.77,Yes,208020.24,16774.50,No
Primary,119037.25,Yes,470634.95,28418.63,Yes
Primary,132176.29,Yes,303222.60,9136.04,Yes
Primary,161375.19,No,353810.05,7398.32,Yes
Vocational,59394.01,Yes,159253.08,22769.81,Yes
Vocational,95898.72,Yes,275250.66,33392.55,Yes
Vocational,77856.61,Yes,44528.69,20222.00,No
College,61016.33,No,246909.41,15744.70,No
Primary,125413.44,Yes,46979.36,42128.97,Yes
Vocational,137120.94,Yes,419061.37,31313.71,Yes
College,99881.56,No,247449.37,19208.37,No
Vocational,119977.94,No,260678.16,13801.05,Yes
Primary,123044.83,Yes,251234.84,7030.22,Yes
Primary,156191.95,Yes,458462.98,17788.63,Yes
Primary,176573.31,No,182141.27,47046.13,Yes
College,174252.58,No,82204.00,32963.06,Yes
Vocational,69996.14,No,411455.58,25870.59,No
College,165298.23,No,165977.01,42559.46,Yes
Vocational,56886.98,No,257577.01,44953.76,No
College,145134.53,No,63824.71,19055.76,Yes
College,153847.57,Yes,32106.10,46111.59,Yes
Primary,103918.08,No,138021.63,20201.08,Yes
College,118747.16,Yes,133200.98,9876.26,Yes
College,192976.90,No,84065.52,9454.28,Yes
College,162199.75,Yes,441689.68,4142.29,Yes
College,138678.87,Yes,337355.27,46700.79,Yes
College,70959.16,Yes,359096.75,35920.62,Yes
Primary,176806.82,No,477299.24,26650.28,Yes
College,195150.10,No,184543.26,2644.61,No
Vocational,95617.95,Yes,431310.28,12686.97,No
College,45453.47,Yes,429427.60,35750.30,No
Primary,136023.93,Yes,92352.43,45654.61,Yes
Vocational,114521.60,Yes,126286.59,30447.23,Yes
Vocational,170468.00,No,93127.80,41837.20,Yes
Vocational,51040.29,No,137106.10,29478.98,No
Vocational,78145.10,No,186790.52,28169.62,No
College,120267.83,No,310793.43,28052.51,Yes
Primary,85961.92,No,353888.76,8492.78,No
Vocational,99914.27,Yes,308774.15,34120.31,Yes
College,111800.87,No,116112.02,40787.94,Yes
College,164586.21,No,206964.08,17566.03,Yes
College,171819.48,No,134967.39,29861.26,No
Primary,126048.55,No,186443.34,33799.33,Yes
Vocational,70632.90,Yes,422309.68,44373.74,Yes
Vocational,98486.37,No,425344.84,44198.37,No
Primary,196647.26,Yes,90081.68,28544.75,Yes
College,62644.72,No,20349.79,16126.93,No
Vocational,48594.35,No,154363.90,35642.51,No
Primary,195843.66,Yes,145879.07,49997.01,Yes
Vocational,54759.19,Yes,294963.63,5951.21,Yes
Vocational,95312.97,Yes,141683.71,13379.82,No
College,153502.46,Yes,372842.46,20312.59,Yes
College,117248.42,No,354319.62,42074.32,Yes
Primary,61720.00,Yes,352717.55,34262.68,No
Primary,114190.76,Yes,482200.47,25162.94,Yes
Primary,175176.77,No,83256.63,2726.80,Yes
Vocational,66152.60,Yes,384571.17,14232.43,No
Primary,181342.22,No,73321.54,15462.46,Yes
College,65860.90,No,415322.86,42852.49,No
Primary,86812.77,Yes,440203.30,8168.03,Yes
College,185247.10,Yes,201410.95,23206.90,Yes
Vocational,59408.04,Yes,368326.42,26129.91,No
Vocational,74623.14,Yes,50385.85,24546.49,No
Primary,84681.27,No,419786.71,623.92,No
Vocational,162233.91,No,245768.74,5161.42,Yes
Primary,186600.52,No,491300.04,37678.11,Yes
College,164440.79,Yes,89834.39,8395.27,Yes
Primary,112569.83,Yes,430235.66,33740.40,Yes
Primary,90309.65,Yes,403327.45,13634.79,No
College,136317.39,Yes,276667.54,10704.04,Yes
Vocational,102034.19,No,31414.37,46354.50,Yes
College,43649.69,No,179226.07,28868.46,No
Vocational,37244.11,No,450207.78,40145.62,Yes
Primary,170690.67,No,362180.63,30008.23,Yes
Primary,34730.62,Yes,195480.48,24229.10,Yes
Primary,167084.32,Yes,131678.39,21129.46,Yes
Primary,147191.90,Yes,459608.86,47857.12,Yes
Vocational,150950.99,No,494646.48,10197.82,Yes
College,118054.03,No,20621.08,14734.73,Yes
Primary,190813.06,No,100047.24,16799.83,No
Primary,52457.80,No,329529.54,23047.84,No
College,55911.85,Yes,296710.94,36347.32,Yes
Vocational,37630.04,No,23419.31,3463.64,No
Vocational,103897.59,Yes,419100.93,3643.54,Yes
Primary,42258.19,No,230759.24,36363.43,No
College,113037.04,No,351423.09,31720.73,Yes
College,187447.37,No,458064.83,37436.65,Yes
College,79429.26,No,44479.70,40235.07,No
Primary,127179.18,No,26096.59,49664.82,Yes
Vocational,157764.71,Yes,44399.95,45693.19,Yes
Vocational,67306.96,Yes,184422.51,2214.33,Yes
Vocational,166704.27,Yes,311082.27,45628.27,Yes
College,43239.79,Yes,271116.67,12187.28,No
Primary,40216.55,Yes,209127.91,41811.70,Yes
Vocational,140744.85,Yes,164710.40,25576.59,Yes
Vocational,39553.19,No,91619.01,42661.98,Yes
Primary,48506.48,No,310223.60,14474.02,No
Vocational,127319.05,No,497241.29,32160.38,Yes
Primary,70764.52,Yes,222373.97,31635.21,Yes
Primary,45015.48,Yes,317557.45,28296.07,No
Vocational,140641.03,Yes,271253.96,43742.56,Yes
Primary,118999.05,Yes,21335.16,43579.53,Yes
Vocational,137384.10,Yes,170514.26,5410.46,Yes
Vocational,96223.27,Yes,10910.22,4545.83,Yes
Primary,180324.33,Yes,422110.15,41636.27,Yes
College,146204.86,No,466762.77,23738.01,Yes
Vocational,150457.91,No,164636.10,40978.56,Yes
Primary,134222.77,No,21398.31,23859.36,Yes
Primary,155144.34,No,81525.18,1428.51,Yes
Vocational,173395.61,Yes,48305.08,27575.09,Yes
Primary,65984.25,No,243895.52,40815.37,No
Vocational,131864.00,No,37826.79,26199.60,Yes
Primary,96363.10,Yes,48053.28,18547.65,No
Vocational,142584.05,No,173064.80,26423.27,Yes
Primary,157375.51,No,269701.41,17399.60,Yes
Vocational,125539.44,Yes,54437.55,13347.31,Yes
Primary,42792.55,Yes,69463.74,40444.01,Yes
College,157051.68,No,108516.48,39906.73,No
College,151913.64,Yes,168936.11,6903.04,Yes
Vocational,88602.24,Yes,11356.84,43560.95,Yes
College,155276.31,Yes,208218.33,39785.75,Yes
Primary,122992.63,No,35377.27,1920.88,Yes
Primary,192795.57,Yes,468590.99,25412.66,Yes
College,90507.99,No,82813.49,2079.59,No
College,82884.41,Yes,158657.92,22042.19,Yes
College,172439.22,No,373620.48,2720.12,Yes
Vocational,82206.03,Yes,203096.65,13661.35,No
Vocational,197586.24,No,116840.90,37391.29,No
Vocational,95507.20,No,363567.55,8787.94,No
College,114266.87,Yes,267743.70,30548.16,Yes
College,151171.14,Yes,444500.87,32772.72,Yes
Primary,191898.38,Yes,385594.75,3694.02,Yes
College,133225.42,Yes,71147.77,44654.45,Yes
Primary,94789.19,No,489585.67,33929.89,No
Vocational,160334.68,Yes,60161.04,34983.11,Yes
Vocational,179955.89,Yes,251593.60,7003.24,Yes
Vocational,73755.30,Yes,361445.76,12272.01,No
College,132272.53,Yes,93852.50,14799.42,Yes
College,163092.70,Yes,91293.33,21986.87,Yes
College,58803.46,No,199976.12,30612.64,No
Primary,183485.93,Yes,470691.50,40857.92,Yes
Vocational,103539.08,No,386201.34,11612.00,Yes
Primary,45868.17,Yes,419496.16,10408.63,No
Primary,115278.76,Yes,113348.10,14347.79,Yes
College,59080.60,Yes,494628.47,39643.84,No
Primary,140181.51,Yes,300793.19,20723.84,Yes
College,105242.91,Yes,406196.95,28505.03,Yes
Primary,63254.16,Yes,163258.27,2507.33,Yes
Primary,175040.81,No,488398.49,37862.96,Yes
College,164025.58,Yes,346817.03,7284.04,Yes
College,199401.40,Yes,323248.34,37024.01,Yes
Vocational,196882.68,No,190476.03,43894.93,No
Vocational,47189.81,Yes,311687.39,31138.90,No
Primary,132731.26,Yes,378436.33,48342.74,Yes
Vocational,192095.03,No,377370.83,18056.86,Yes
Vocational,79702.15,No,171046.60,46782.78,No
College,168095.09,No,214024.92,6953.23,Yes
Primary,151133.25,Yes,102225.47,3857.55,Yes
College,146524.66,Yes,172365.52,29535.96,Yes
Primary,182041.09,Yes,393852.23,31014.90,Yes
Primary,58844.15,No,7634.04,1747.95,Yes
College,161604.79,No,498972.94,20496.23,Yes
Primary,145546.81,No,386413.33,1373.97,Yes
College,86195.45,Yes,259268.44,3730.51,Yes
College,117372.32,No,405189.04,8634.59,Yes
Primary,48997.13,Yes,324515.49,18145.67,No
Vocational,93786.78,No,30683.44,5860.16,No
College,195889.49,Yes,389160.36,40929.52,Yes
College,199352.87,Yes,343114.32,12238.05,Yes
College,48911.25,Yes,409424.64,41638.19,Yes
College,127878.16,Yes,403955.36,18739.69,Yes
College,109136.11,No,107003.19,31603.88,No
College,117054.90,Yes,171438.39,19689.00,Yes
Primary,142468.39,No,231293.86,41848.17,Yes
Vocational,35819.31,Yes,127653.03,41168.20,Yes
Vocational,81919.85,No,399276.81,7746.14,No
Vocational,49838.74,No,320275.85,45792.68,No
Vocational,114771.72,No,384425.77,7055.13,Yes
Primary,162790.73,Yes,335535.31,36462.52,Yes
College,162181.58,Yes,180322.46,27419.35,Yes
Primary,41386.15,No,102282.34,24273.38,No
College,64557.53,No,481565.49,6163.00,No
Primary,75336.89,No,22580.31,22878.36,No
Vocational,196920.97,Yes,118312.88,19233.37,Yes
Vocational,191776.70,No,127990.79,39004.14,No
Vocational,62994.61,Yes,466337.30,16315.79,No
College,165291.38,Yes,198861.16,31387.07,Yes
College,92430.81,Yes,66229.96,49635.89,No
College,140948.90,No,234808.64,17528.27,Yes
College,60699.12,No,55549.60,26112.49,No
Vocational,92823.74,Yes,200292.83,19578.01,No
Primary,133109.83,No,265092.31,28610.03,Yes
College,191510.63,No,314394.58,42961.96,Yes
Primary,120095.69,Yes,32041.12,30241.19,Yes
College,67794.06,Yes,194835.78,28817.41,Yes
Vocational,38758.81,Yes,38584.91,45838.01,Yes
Vocational,94561.20,Yes,34654.15,32658.37,No
Vocational,88494.42,Yes,410894.37,8667.39,Yes
Vocational,49267.00,No,253897.25,24594.30,No
Primary,173919.37,Yes,302541.52,21516.85,Yes
Primary,138639.08,No,87760.17,38947.11,Yes
Primary,75331.83,Yes,179316.40,33877.24,Yes
College,49232.52,Yes,137437.24,9403.65,Yes
College,51147.63,Yes,96397.76,48365.49,Yes
Vocational,179120.81,Yes,161631.22,15227.86,No
Vocational,184295.54,Yes,333366.93,35066.27,Yes
College,170039.16,No,314207.37,34974.27,Yes
Vocational,73591.16,Yes,74895.59,2109.77,Yes
Primary,46507.38,No,81061.04,13374.76,Yes
Primary,190485.68,No,341914.34,4814.41,Yes
Primary,46308.25,No,240748.64,38358.59,No
College,33820.33,Yes,110414.89,26270.74,Yes
Primary,87185.22,Yes,219432.72,11450.05,No
Vocational,176375.20,Yes,407229.21,5576.42,Yes
Primary,149646.67,Yes,233764.34,24727.26,Yes
Vocational,56003.74,Yes,400319.61,29351.89,No
College,196788.63,Yes,247902.44,47092.65,Yes
College,50122.25,No,130640.78,37656.83,No
Vocational,191792.81,No,11951.00,15904.03,No
Vocational,65453.53,No,181816.61,23829.58,No
Vocational,162581.15,No,231693.57,14521.83,Yes
College,30024.27,Yes,304859.79,7220.39,Yes
College,193870.65,No,32933.91,28177.98,Yes
Vocational,36223.73,Yes,386406.18,17461.11,Yes
Primary,147127.07,No,219302.36,29278.78,Yes
College,48374.41,Yes,139645.89,23779.85,Yes
Vocational,180945.55,No,362233.68,46796.49,Yes
College,72620.34,Yes,340353.90,9971.35,Yes
Vocational,174892.89,No,301386.39,11729.17,Yes
Vocational,118163.92,Yes,409624.24,27780.34,Yes
Primary,116848.71,No,174943.47,3017.68,Yes
Primary,138309.68,Yes,139.16,3144.53,Yes
Vocational,88274.56,No,300720.47,40626.44,No
College,34520.43,Yes,23665.15,10739.75,No
College,76887.94,Yes,210885.84,40332.91,Yes
Primary,52111.92,Yes,243452.22,43790.05,Yes
Vocational,83228.92,Yes,187920.52,16567.02,No
Primary,75776.69,Yes,21176.00,15863.46,No
Vocational,153709.98,No,489611.07,46065.76,Yes
Primary,40827.60,No,415646.68,22347.77,Yes
Primary,107078.70,No,443872.10,3158.94,Yes
College,81233.60,Yes,382612.17,13076.17,No
Primary,144986.01,No,456540.69,11940.15,Yes
Vocational,150864.49,No,260084.44,49891.81,Yes
College,59896.24,Yes,196978.10,24539.94,Yes
Primary,177820.59,No,476777.13,31564.28,Yes
Vocational,73168.34,No,346839.74,43975.78,No
Vocational,106468.72,Yes,16161.64,32159.52,Yes
Primary,88393.13,Yes,41430.03,13059.95,No
College,143803.31,No,362644.43,22778.79,Yes
Vocational,178837.02,Yes,449952.80,36221.05,Yes
Vocational,148471.56,No,105149.35,1974.53,No
Vocational,58439.92,Yes,489602.98,13040.99,No
College,51623.28,No,302402.69,46643.68,No
Vocational,151932.53,No,51517.92,14760.95,Yes
College,97973.81,Yes,487493.33,40679.76,No
Vocational,103160.93,No,319612.34,32514.69,Yes
Primary,179945.25,Yes,6164.06,1914.54,Yes
College,104785.25,Yes,171530.39,37384.59,Yes
Vocational,59944.78,No,333814.22,41.21,No
College,169625.84,Yes,16702.76,25308.90,Yes
College,71523.12,No,322130.81,34851.96,No
College,59838.78,No,207275.92,4313.80,No
Vocational,159883.52,Yes,427451.04,14978.43,Yes
College,49559.46,Yes,239204.61,5394.71,Yes
Vocational,167459.32,Yes,127542.44,46803.13,Yes
College,69279.27,Yes,464429.77,39604.77,No
Vocational,135519.35,Yes,195576.61,23937.75,Yes
College,71689.86,No,464850.85,19846.63,No
College,65037.84,No,317318.65,17252.70,No
Vocational,95443.50,No,347857.84,27431.53,No
Vocational,165027.75,Yes,177300.03,35098.39,Yes
Primary,168182.48,Yes,438310.40,2516.92,Yes
Vocational,175619.07,No,286346.66,32569.30,Yes
College,178241.88,Yes,496078.76,35188.26,Yes
Vocational,169496.32,No,375759.82,28029.66,Yes
Primary,165881.26,No,55844.38,48619.66,Yes
Vocational,199370.45,No,406047.98,7283.97,Yes
College,152348.96,Yes,47544.94,27967.27,Yes
College,185646.16,Yes,70937.45,27647.71,Yes
