GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ESFJ,ENFJ,55245.11,50229.46,Success
INFJ,INTP,96489.39,60166.54,Failure
ENTP,INFP,55023.08,69626.94,Failure
ESTP,ENTP,92348.84,47901.47,Success
ISFJ,ENFP,34355.59,93556.5,Failure
ENFP,ESTP,65789.65,88706.03,Failure
ISTJ,ENTP,55866.02,33848.45,Success
ENFJ,INTJ,80306.51,73036.1,Success
INFP,ESTJ,83395.22,68638.55,Success
ENTP,ENTJ,54846.74,81618.56,Failure
INFP,ESTP,32068.73,49695.63,Success
ESFP,ENFJ,45892.58,94113.81,Failure
ISTP,ENTJ,72688.57,99062.91,Failure
ISTJ,ENFP,84566.87,30300.59,Success
ISTJ,ENFP,60307.48,62059.76,Failure
ISTJ,INTJ,83308.18,98788.18,Failure
ISTP,INFJ,34519.31,68950.64,Failure
ENTJ,INFP,94938.48,73565.27,Success
ESFP,ISFP,61310.94,87765.87,Success
ENFP,ISTP,58724.8,69347.18,Failure
ESFP,ESFJ,37654.16,72273.26,Failure
ENTP,ENTJ,61718.02,87387.06,Failure
INFP,ISFJ,79232.73,38049.21,Failure
ISFJ,ENTJ,39870.89,81983.29,Failure
ISTJ,ENTJ,85283.97,63965.77,Success
ESTP,INTJ,86492.92,67642.58,Success
INTP,ENTJ,40156.07,42468.63,Success
ISFJ,ENFJ,45222.43,45867.36,Success
ENTP,INFP,78972.83,32263.62,Failure
ISTP,ISFJ,66039.21,84181.4,Success
ISTJ,ENFP,34493.3,43440.86,Success
ISFP,ENTP,61123.1,50786.5,Success
ENTJ,INFP,91679.11,34515.45,Success
ENTP,INFP,79211.11,39354.08,Success
INFP,ENTJ,84154.3,96424.62,Success
ENFJ,ISTJ,73593.05,55851.66,Failure
ENFJ,ESFP,81411.66,44502.94,Success
ENFP,ISTJ,44589.83,89506.16,Failure
ESTP,INTP,95659.25,67673,Success
ISTP,INFJ,64804.42,36455.69,Success
ISFJ,ESFP,73505.14,63760.65,Failure
INTJ,ENTP,52151.79,96088.4,Failure
ESTJ,ENFJ,30533.67,79356.97,Failure
ISTP,ISTP,43292.65,94370.02,Success
ISFP,ISTP,76212.39,94984.2,Failure
INTJ,ENTJ,62053.46,74437.17,Success
ENTJ,ISFP,63177.31,35192,Failure
INFJ,ESFJ,51795.31,39641.44,Success
ENTP,INTJ,80768.85,89177.91,Failure
ISTJ,ISTJ,82186.28,91319.53,Failure
ENTJ,ENFP,33372.23,39569.74,Success
ESTJ,ENTP,30822.01,34495.59,Success
ESFP,INFJ,81031.86,75329.82,Failure
ISFJ,ENTJ,89466.72,94409.93,Failure
INFP,INTJ,96619.46,48285.12,Success
ISFJ,ESTJ,58968.83,74107.5,Failure
ISFP,ISFJ,36291.03,94330.26,Failure
ISFP,ESFP,99748.17,33248.29,Failure
ISFP,ISTP,72034.04,37429.13,Success
ENTP,ENFP,32908.16,72647.45,Failure
ISTP,ESTP,82070.68,89540.88,Success
ESFJ,INTP,33828.17,88019.19,Failure
INTP,ISTP,78497.24,37775.63,Failure
ESFP,ESTJ,83325.07,43607.72,Success
ENTJ,ENTJ,86742.94,57535.36,Failure
ESFJ,ENTP,51177.04,83742.04,Success
INFJ,ISFP,73680.74,51888.72,Success
ISFJ,INFJ,88264.43,73657.86,Success
ESFP,INFP,53743.78,67828.06,Success
ENTJ,ESFP,79393.66,71573.24,Success
ENFJ,INFJ,76484.87,84843.25,Success
INTP,ESTP,81386.85,78123.46,Failure
ENFJ,ISFP,83192.34,66633.75,Failure
ISTJ,ESTP,75219.77,54455.45,Failure
ISTJ,ENFJ,98059.13,84838.26,Success
INTJ,ISFJ,43851,63902.69,Success
ISFJ,ISFP,95936.07,85857.63,Failure
INFJ,ENFP,36469.75,90917,Success
ESTJ,ISFP,78753.04,45326.33,Success
ENTJ,ENFP,50512.25,39726.86,Failure
ESFJ,ESFP,58381.13,94640.99,Failure
INTP,INFP,64005.24,73087.15,Success
ESTP,INTP,80808.78,49653.86,Failure
ISTP,INTP,57433.6,36113.87,Success
ISTJ,ESTP,56757.89,87298.82,Failure
ISTJ,ESTP,62404.35,39635.7,Success
ESTJ,ESFJ,86510.76,94428.6,Success
ESTJ,ISTJ,98293.38,86714.54,Failure
ESTJ,INTP,41289.29,75819.81,Failure
ISFP,INFJ,73443.37,41847.27,Failure
ISFJ,INTP,55220.27,62017.48,Success
ESTP,ENFJ,80722.78,98642.95,Failure
ESTJ,ENTJ,97863.52,68820.54,Success
INTJ,ESTP,83153.79,86930.11,Failure
ISFJ,INFP,31704.92,52090.07,Success
ENTJ,INFP,79852.94,96860.17,Success
ESTP,ISTJ,63042.21,67521.51,Failure
ISTP,ISTJ,38346.15,53505.77,Failure
INFP,ISTJ,79976.21,36675.33,Failure
INTJ,ENFP,65595.12,51016.74,Failure
ISTJ,INTJ,71501.55,53150.44,Success
ISFJ,ISTJ,86470.27,37013.33,Failure
ENFP,INFP,92791.74,30642.21,Success
ENFP,ESFJ,30546.36,77789.02,Failure
ENTP,INFP,97764.98,36473.53,Success
ENTP,ENFP,79332.53,93541.41,Success
ESTP,ESTP,89010.24,52387.94,Failure
INFJ,ESFP,77855.19,39290.03,Failure
ENFP,ISFJ,93241.39,53920.3,Failure
ISTP,ESFP,44122.11,90214.61,Failure
ISFP,ESFP,65995.83,48705.31,Success
INTJ,ISFP,59881.56,32550.09,Failure
INTP,ISFP,59883.96,65520.24,Success
INFJ,ENTJ,64805.53,85124.74,Success
ENTJ,ISFP,98678.33,64718.36,Success
ISTP,ESTJ,92162.81,76689,Failure
ISTJ,INFJ,47236.76,49532.32,Failure
INTP,ENTJ,58096.32,63495.04,Success
ISFP,ISTJ,66756.25,98648.64,Success
ENTJ,INTP,94046.29,75900.38,Success
INFJ,ISTJ,84314.27,34412.37,Failure
ESFP,INTP,50586.01,89404.51,Success
INFP,ESTJ,97728.99,76559.68,Success
ENTP,INTJ,34206.59,36586.8,Success
ESTP,ENFJ,49914.76,67882.89,Success
ENFP,INFP,51048.31,57158.62,Failure
ESTJ,INFJ,99594.13,78792.64,Failure
ISFJ,ISTP,80793.75,78095.23,Failure
ENFP,ESTJ,48349.68,93934.97,Success
INTP,ENFJ,67677.22,74399.48,Failure
INTP,ISFJ,87803.59,39267.48,Failure
ESTJ,ISTP,67415.28,73562.05,Success
ESFP,ISTP,49198.75,35240.69,Success
ENFP,ENFP,45911.11,67533.62,Failure
ESTJ,INTP,32268.9,97027.53,Failure
ISFP,INTJ,78394.84,97973.4,Failure
INTP,ISFJ,62216.13,79398.59,Success
INFJ,ISTP,88160.99,72739.17,Success
ESFJ,ISTJ,45723.34,85190.16,Failure
ESFJ,ESFJ,94564.94,95292.05,Success
INFJ,ESTJ,34931.43,55063.38,Success
ENTP,ISTP,42988.14,30481.5,Success
ENTJ,ISTJ,51793.32,34164.46,Failure
ESTP,ENFP,76081.32,87666.75,Success
INFJ,ESTJ,99833.45,90446.15,Success
ENTJ,INTP,39788.86,99574.95,Failure
ISTP,INTP,95680.79,80531.24,Success
ISTJ,ESTJ,60064.86,75796.63,Failure
ISFP,ENFP,96190.58,32186.54,Failure
ESTJ,ISTP,69542.34,30404.74,Success
ESTJ,ISTP,33925.34,94900.4,Success
INFP,ISTP,73219.14,98928.33,Failure
INFP,ISFP,74632.19,92463.62,Failure
ESFP,ENFJ,91458.13,54518.38,Success
ISFJ,ESFJ,96061.82,86270.93,Success
ISFJ,ISTJ,60020.32,85717.59,Failure
INFJ,INTJ,71699.61,71691.62,Failure
ESTJ,INFP,61075.76,93056.8,Success
ENTJ,INTJ,78407.38,86906.15,Success
ISTJ,ENTP,40131.99,33468.84,Success
ENFP,ISTJ,60038.43,89429.04,Success
ESFJ,ENFP,90442.48,32597.08,Success
INTJ,INFJ,83431.43,93061.21,Failure
INFJ,ISTJ,74212.19,75023.57,Failure
ESTJ,ESTJ,63203.06,42620.93,Failure
ENFP,INTP,64664.58,55952.39,Success
ESTP,ENFJ,92327.03,73035.71,Failure
ESTP,ENTP,90744.63,87544.31,Success
ISTP,INTJ,43294.97,85966.64,Success
INFJ,ISFJ,61095.69,74543.9,Failure
INTP,ESTJ,71586.69,52693.54,Failure
ISTJ,ESTP,56428.93,83816.09,Success
INFP,ENTP,41157.51,34404.91,Success
INFP,ESFJ,89850.33,71955.24,Failure
INTJ,ENFJ,37436.98,45798.47,Failure
INFP,INFJ,42378.52,37094.31,Success
ENTJ,INFJ,76050.05,77560.35,Success
ENTP,ESFP,45950.54,95823.79,Success
ISFJ,ESFP,51130.6,83884.12,Failure
ENFJ,ISFJ,76020.15,83762.62,Success
INFJ,ESFJ,84151.27,51638.06,Success
INFJ,ESTP,61491.52,43735.73,Success
ISFP,INFJ,60502.33,87694.85,Success
ENTP,ENTP,78717.68,44991.62,Success
ENFJ,ISTP,36317.39,87588.3,Failure
ESFJ,INTP,65354.48,78187.89,Success
ESTJ,ENTJ,77207.93,38252.53,Success
ESFP,ESFJ,34108.23,48119.06,Failure
ESFJ,ISFJ,80348.49,67107.26,Success
INFJ,ENTP,47451.11,95871.94,Success
ISFJ,INFP,54470.91,98274.48,Success
ESTJ,ENTP,49118.95,60421.42,Failure
ESTP,ESTJ,54947.55,46456.56,Success
INTP,ENTP,60075.5,87474.12,Failure
INTJ,ESFJ,66647.8,82583.85,Failure
ENFJ,INTJ,93618.31,82687.24,Success
ISTP,ESTJ,83322.73,98024.31,Failure
ESTJ,INFJ,35840.94,76717.67,Success
ESTP,ENFP,61814.97,53647.24,Failure
ENFP,ISFP,98703.17,35194.54,Success
ESFP,ESTJ,57222.22,57662.89,Success
INTP,ISFP,58936.98,31555.55,Failure
ESTJ,ENTP,57134.55,44114.74,Success
ESTP,ESFP,86413.03,47725.93,Success
ISTJ,ISFJ,63558.73,70566.11,Success
INTJ,ISTP,91807.57,41582.12,Failure
ESFJ,INFP,60964.29,84185.95,Failure
ISTP,ESTJ,91452.02,47575.1,Success
ESFJ,ISTJ,84887.67,77303.91,Failure
ISFP,ISFJ,37719.77,58321.02,Failure
ESTJ,ISFP,48063.75,60555.93,Failure
ENFJ,ESTP,52926.17,95279.48,Failure
ESFP,ISTJ,50174.67,66921.3,Failure
ESFJ,INFP,92325.39,90301.66,Success
INTP,ESFP,87445.76,80959.88,Failure
ISFJ,INFP,41017.64,43557.61,Success
ESTP,ISFP,84942.21,60515.97,Failure
INFP,ESFJ,88726.48,96523.08,Success
ISTP,ISFP,75871.01,38141.05,Success
ISFP,ESFP,99744.74,72595.7,Success
INFJ,ESTP,89986.93,54186.13,Failure
ESTP,INFP,64020.72,97710.24,Success
ESFP,ENTJ,54567.03,95478.82,Success
ESFJ,INFP,56643.78,99738.45,Success
ENTJ,INTJ,42851.85,78844.31,Failure
ENFJ,INFP,67510.81,49676.64,Failure
ENTP,ENTP,93456.98,53484.52,Failure
ENTP,INTJ,30361.31,70908.26,Failure
INTP,INFP,58614.97,35429.44,Success
ENTJ,INTJ,86739.1,49750.24,Success
ENTP,ISTJ,38238.68,85446.71,Success
ESTP,ISTJ,69286.09,53732.62,Success
ISTJ,ISFJ,40308.19,30977.08,Success
ESTP,ENTP,43023.47,59486.66,Failure
ENFP,ENFP,62332.1,58861.34,Failure
ENFP,ISTP,61580.16,37436.61,Success
ENTP,INTJ,73036.68,97055.83,Failure
INFJ,ISTP,82889.93,37848.95,Failure
ENTJ,ESFP,56247.26,64690.9,Success
ENTJ,ESTJ,85108.5,52215.8,Success
ENFP,ENTP,51555.6,38571.91,Failure
ESTJ,ISTJ,39427.1,76286.94,Success
ISTJ,ENFJ,84915.58,83071.08,Success
ISTJ,ISFP,39781.13,53858.9,Success
INFP,INTJ,81705.69,64757.64,Failure
ENFJ,ISTJ,73014.07,49421.91,Success
INTJ,ESTJ,72938.8,36939.14,Success
ESTP,ISFJ,92280.76,55337.54,Failure
ENTP,ESFJ,77376.64,56957.36,Success
ISTJ,INFJ,56148.65,38433.83,Success
ENTJ,ENTJ,30683.86,39571.53,Failure
ENTJ,INTJ,47182.63,76082.62,Failure
INTP,ENTJ,54648.27,90406.65,Failure
ESTP,INTP,43320.1,90901.56,Failure
ENFJ,INFJ,86687.06,51898.39,Failure
INFJ,ESTP,57493.19,32021.59,Success
ISFP,ISFP,58763.22,40731.79,Success
ISFJ,INFP,84804.18,97516.73,Success
ENTJ,ESFJ,41446.05,53574.81,Failure
ESFP,ISTP,55548.62,31054.38,Failure
ENTJ,ISTP,36703.95,76753.12,Success
ENFP,INTJ,33787.41,64209.47,Success
ISFJ,ISTJ,72286,99074.67,Success
ESFP,ESFP,63227.97,73767.26,Success
ENTJ,ISTJ,44986.37,35957.51,Success
ESTP,ENFJ,80071.62,84092.24,Failure
ISFJ,ISTJ,59929.58,61625.72,Failure
ISFP,ISTP,35714.18,67575.46,Failure
ENTP,ENFJ,80822.65,82664.43,Success
INTP,ESTP,44198.59,64407.35,Success
INTJ,ISTP,78740.04,53675.2,Success
INTP,ISTJ,46039.61,35150.23,Failure
ISFJ,INTJ,38608.57,32636.74,Success
ESTJ,ESTJ,31887.84,58908.8,Failure
INFP,ISTJ,45890.91,32795.72,Success
ESFP,ESTJ,64393.46,61325.42,Success
ENFJ,ENFJ,90001.15,48064.9,Failure
INFP,ENTP,48569.87,61027.86,Success
ESFP,ISFJ,48230.15,90541.5,Failure
ESTJ,INTJ,32831.52,59798.22,Success
ISFP,ESFP,95234.86,87392.21,Success
ENFJ,ESTP,61147.99,88022.79,Success
ENTP,INFJ,39528.63,89963.74,Failure
ENFJ,ESFJ,98115.76,61025.95,Failure
ISTJ,INFJ,45146.71,94578.69,Success
ISFP,ISTJ,98071.33,98861.27,Failure
ESFP,ESTJ,87477.33,62390.89,Success
INTJ,ENTJ,63810.48,37463.33,Failure
INTP,ENFP,45545.71,52024.29,Success
INTJ,ESTJ,65718.44,71445.65,Failure
ENFJ,ISTP,33829.01,79665.49,Success
ENFJ,ISFJ,65731.85,40200.97,Failure
INFJ,ESTP,63770.74,78758.5,Failure
ISTP,ESFJ,86741.05,81865.35,Success
ESTJ,ESFJ,54652.2,42353.39,Failure
INTJ,ENTP,44745.24,33287.52,Success
ESTJ,INTJ,73345.21,64313.31,Failure
ESFP,INTP,45667.86,89805.9,Failure
ESTP,INFP,96975.95,52872.59,Failure
ESTJ,ENFP,43956.67,72635.86,Failure
INFP,INFP,97236.95,35579.91,Success
ESFJ,ESFJ,48968.27,70563.85,Success
INTJ,ISFP,77848.7,94167.07,Failure
ISFJ,INFJ,48026.6,67271.94,Success
ESFJ,INTJ,49602.09,61292.27,Failure
ENFJ,INFJ,56177.28,63982.87,Success
ESFP,ENTJ,62041.69,42042.95,Failure
ENFP,ISFJ,57338.8,47877.45,Success
ISTP,ENTJ,40295.21,84362.99,Success
ISTP,INFP,54049.3,38525.95,Success
ESFP,ESFJ,76734.98,47969.44,Success
ENFP,ENTJ,73390.07,49728.72,Success
ENTP,ENFJ,68053.05,57298.65,Success
ISFJ,INFJ,61908.64,81939.84,Success
ESFJ,ESTP,36675.88,46508.51,Failure
ISTP,INFP,47533.52,54565.73,Failure
ISFJ,ENFP,95369.69,45718.46,Success
ENTJ,ENTP,35813.84,52195.76,Success
ISTJ,ESTP,82757.27,72800.09,Success
ISTJ,ISFP,96971.92,67403.14,Success
ENTP,INTP,56785.61,66247.51,Failure
ENTJ,ESTJ,82174.23,97998,Success
INTJ,ISTP,66594.47,37048.51,Success
ISFP,ESFP,82636.25,37325.85,Failure
INTP,ENFJ,73928.44,33442.83,Success
ENFJ,ESFJ,36726.9,45018.69,Failure
ENFP,INTJ,46362.75,67914.21,Success
ENFJ,INTP,55178.21,74624.23,Failure
INFP,ISTP,34795.48,74468.44,Failure
ISTP,ESFP,31208.11,36496.74,Success
ESFP,ISTJ,36157.7,40634.63,Success
ISFP,ESFP,60550.13,54684.87,Success
ISTJ,ENFP,35448.35,46556.79,Success
ESTP,ISFJ,99315.82,94674.04,Failure
INFP,ENFJ,55659.64,92276.32,Failure
ESFP,INFJ,90474.07,60866.18,Failure
ESTP,ISFJ,58108.45,30833.42,Failure
INTJ,ENTP,66827.09,35332.15,Failure
ENTJ,ESTP,44965.52,45796.14,Failure
ISTJ,ESTJ,96831.92,52464.87,Failure
INTP,ENTJ,52521.38,41974.52,Failure
ESFJ,ENTJ,32828.66,88424.25,Success
ESFJ,ESFP,36978.08,67129.34,Failure
ISFP,INFP,96455.94,61977.04,Success
INFJ,INTP,85928.63,53738.8,Success
ISTP,INTP,99120.3,62998.02,Success
ISFJ,ISTP,53595.75,76241.64,Success
ESFP,INFP,75295.83,40562.08,Failure
ISTJ,ENTJ,42430.88,40453.87,Failure
ENTJ,ISTP,78135.24,60304.38,Success
ENTJ,ESTJ,80934.07,74806.96,Success
INFP,INTP,59699.99,53180.87,Success
INFP,ISTJ,71676.57,35730.25,Failure
INFP,ISTP,71258.87,92252.65,Success
ESFJ,ISTP,76316.28,65431.24,Failure
ESFP,INTP,55210.61,79772.19,Success
ESFJ,ISFJ,48627.67,95545.57,Failure
ESFP,ENTP,76856.58,42670.68,Success
INTJ,ENFP,34536.61,33161.43,Success
INFP,ENFP,47437.75,42731.78,Failure
ESFP,ESFP,69057.74,44739.45,Success
ISFP,ESTJ,95515.85,72229.38,Failure
ISTJ,ISTP,66693.76,73760.07,Failure
ENFJ,ISTP,40709.29,54285.21,Success
ENTJ,INFP,39100.32,47580.31,Failure
ISTP,ISTJ,55380.15,59307.44,Success
INTJ,ISFJ,45987.54,82769.48,Failure
INTJ,ESTP,34998.39,59267.34,Failure
ENFJ,ISFJ,97932.65,42354.59,Success
INTP,INTP,79391.42,83045.34,Success
INTP,ESTP,34243.58,83470.09,Failure
ENFP,ISTJ,68025.26,68065.09,Failure
INFJ,ESFP,76637.83,92800.04,Success
ISFJ,INFJ,39510.71,93697.93,Failure
ESFP,ISFP,36048.72,83880.23,Failure
INTJ,ENFP,69344.34,69887.95,Success
ESTP,INFJ,62437.79,31606.41,Success
INFJ,ESTJ,78587.81,37171.46,Failure
ENFJ,ENTP,38913.84,45119.98,Success
ESFJ,ISFJ,61411.67,46937.94,Success
INTP,INTP,57789.47,49458.11,Success
ESTJ,ISTJ,36699.77,75198.74,Failure
ESTP,INFJ,49386.1,92521.97,Success
ESFP,ENFP,39509.82,32449.9,Failure
INTP,ESFP,84523.1,96315.43,Success
ESTJ,INTJ,85454.23,61437.81,Failure
ESTJ,INFP,73165.54,34053.85,Success
ISFJ,ENFP,42578.13,65663.38,Failure
ESTJ,ESFJ,60232.21,87775.27,Failure
ESTP,ISFP,63465.61,76982.2,Failure
ENFP,INTJ,51947.36,31603.84,Success
ESFP,INFJ,76842.15,75597.32,Failure
ESFJ,INTP,45831.66,97064.95,Failure
ENTJ,ISTJ,92386.83,42259.31,Failure
ISTP,INFJ,63710.89,61264.71,Success
ESTP,INTJ,70189.91,92248.62,Success
ISTJ,INFP,91039.16,78955.19,Success
ENFJ,ISFJ,92217.94,63278.33,Success
ISTP,ESFP,67883.79,66503.62,Failure
INTP,INTP,55458.6,94090.89,Failure
INFP,ENTJ,62553.35,95027.52,Success
ENTJ,ENFP,37523.07,64787.28,Failure
ISTJ,ISFP,91683.24,70464.2,Failure
ISTJ,ESFJ,71626.52,72063.44,Failure
ISTJ,ISFP,80241.71,45602.17,Failure
ESFJ,INTJ,56403.96,41453.94,Failure
INFP,ESFP,62247.71,75200.55,Success
ESTJ,ENFP,61682.84,58385.02,Failure
ESTJ,ENTJ,54091.85,63519.88,Success
ENTP,ISFJ,67683.74,92392.69,Success
ENFJ,INFJ,34015.74,58242.86,Failure
ENTP,INFP,79629.66,72149.88,Success
ESFP,ESTJ,58910.35,43277.76,Failure
ESTJ,ESFJ,92468.81,62028.84,Failure
ESTP,ESFJ,57576.63,37110.15,Failure
ISFP,ESTJ,47705.13,50526.43,Failure
INTP,ESTP,55246.74,87560,Success
ESFJ,ENFJ,70794.99,52496.48,Failure
ESFJ,ESFP,34477.82,72304.42,Failure
INFP,ESTJ,92068.93,59683.64,Success
ESTJ,ENTP,58792.29,62597.67,Success
INFP,ESTJ,58569.62,43402.67,Failure
ESTJ,ISTJ,78274.19,51040.03,Success
ENFP,INTP,37301.74,66206.99,Success
ENFP,INFP,66935.35,77303.27,Success
ESTJ,INFJ,81222.55,76149.34,Success
INTP,ISFP,78435.9,35821.41,Success
INFJ,ESFJ,92160.44,50991.13,Success
ISFJ,ENFP,53083.15,42382.82,Failure
ESFJ,ESTJ,73387.55,56724.58,Failure
ENFJ,INFJ,40038.81,35878.13,Failure
ISTJ,ISTP,72335.43,58517.93,Failure
INFP,ESFP,90775.74,36882.61,Success
ESFJ,INFJ,88942.78,65578.34,Failure
ENFP,ENFP,45646.82,35717.69,Failure
ESTP,ISTP,60962.3,63461.72,Success
ESFP,ENTJ,47180.55,48508.72,Failure
ISTJ,INFJ,92445.91,39419.54,Success
ISFP,ENTP,35109.53,85540.51,Failure
ESFP,ISTP,35433.77,43941.63,Success
INTJ,INFP,77204.22,64804.36,Success
INFJ,INTP,78456.75,78656.27,Success
INFP,INTJ,72067.43,53287.01,Success
ESFP,ESTJ,82614.34,76981.72,Failure
INFP,ENTJ,89751.01,35753.79,Success
INTJ,ENTJ,85642.4,82165.46,Failure
INFJ,ISTJ,50748.54,72471.83,Success
INTP,INTP,78511.49,64820.98,Success
ISTP,ENTJ,86014.21,48590.38,Success
INFP,ENFP,60418.26,63232.99,Failure
INTJ,ESFP,33906.42,36285.58,Success
INFJ,INFP,78363.06,87175.73,Failure
ISTJ,ENFJ,86500.27,89936.9,Failure
ISFJ,ISFJ,52054.25,86154.38,Success
ISTP,ENTJ,81126.48,95889,Success
INFJ,INTP,36689.98,48331.12,Success
ISFP,ESTJ,46585.32,33598.28,Failure
ISFP,INFJ,63788.41,48931.67,Failure
INTP,INFP,36532.26,56391.57,Success
ISTJ,INTP,74370.88,35661.36,Failure
ENFP,ISTP,33507,32539.15,Failure
ENFJ,INTJ,46762.46,72080.94,Success
ISTJ,ISTJ,99331.83,31057.83,Success
ISFP,INTJ,71190.59,73372.86,Success
ENFP,ISFP,83723.92,81435.29,Failure
ISTJ,ESTJ,38977.05,80987.66,Failure
ISTJ,ISFP,83289.87,96839.37,Failure
ISFP,INFP,65607.39,66017.44,Success
ESFP,ENFJ,53813.1,80818.91,Success
INTP,ENFP,33357.03,34369.42,Failure
ENFP,ISFJ,37180.22,77530.22,Success
ESFP,INFJ,38473.42,86626.11,Success
INTP,ISTP,82914.58,86219.39,Failure
ISTP,ENTJ,85970.29,96488.81,Failure
ENFJ,ESFP,75033.14,88319.37,Success
INTJ,INTP,81322.41,52517.36,Failure
ISFP,ESFP,68870.27,67964.07,Success
ESTP,ESTJ,74783.16,53254.98,Failure
ENTP,ENTJ,38397.31,93842.12,Success
INFP,ISFP,59656.64,47604.62,Failure
ENFP,ENFP,66167.04,41248.48,Failure
ESTP,ESFJ,58827.76,52817.87,Success
ESTJ,INTP,93302.18,55637.81,Success
ESTP,ESTP,81433.76,69638.86,Failure
INTP,ENFJ,85159.99,55157.29,Success
ISTJ,INTP,77453.94,73847.95,Failure
ENTP,ENFJ,96945.92,56491.86,Failure
ENTJ,ENFP,61814.84,77114.26,Failure
ENFJ,ISTP,90341.32,76184.97,Success
INFP,ESTP,50469.72,46704.98,Failure
ENFJ,ENFJ,57376.81,97523.28,Success
INTP,ENFJ,67367.4,61000.36,Success
ESFJ,ESFP,38813.8,66807.89,Failure
ISTJ,ENTP,57167.92,31940.4,Success
ESTJ,INFJ,45899.46,31398.63,Failure
ISFP,ESTJ,70742.96,81024.17,Success
ISFP,ENTJ,57970.23,54164.8,Failure
ESFP,INFJ,75478.79,99599.67,Success
ESTJ,ISTP,65868.65,78659.48,Success
ISFJ,ENTJ,48841.93,35138.7,Success
ENFP,ISTJ,83947.26,93029.26,Failure
ISTP,ESTP,68696.86,75107.4,Success
ISTP,ESFP,53766.36,39674.05,Success
INFP,ENTP,58703.59,44358.24,Failure
INTP,ENTJ,64255.27,73192.02,Failure
ESFJ,ISTP,44607.72,80690.58,Failure
INTP,ENFP,37737.04,97516.27,Failure
ENFJ,ESTJ,47073.92,76730.19,Success
ISFJ,ISTJ,85922.41,56930.91,Failure
ENFP,INFJ,72919.66,87223.21,Failure
INFJ,ISTP,90958.98,83504.44,Failure
INTJ,ENFJ,93524.19,30446.72,Success
INFP,INFJ,57266.78,47113.39,Success
INTJ,INTP,62330.96,82609.85,Success
ENFP,ISFP,32243.8,40292.14,Success
ISTJ,INTP,30321.77,44156.17,Failure
INTJ,ESTP,78836.01,94397.12,Failure
ENTP,ENTP,57672.51,51500.33,Success
ESFJ,ISFP,85627.53,39959.87,Failure
INFJ,ISFJ,92134.36,71567.73,Failure
ENFP,ESFP,85420.71,92476.53,Failure
ENFP,ISTJ,38550.54,67823.11,Failure
ISFJ,ESTP,78579,98740.12,Success
ESFP,INTJ,31746.05,87936.43,Success
ESFJ,ISTP,45913.13,40129.82,Success
ENTJ,INFP,87254.32,45399.99,Success
ESTP,ENFP,64099.37,66718.01,Failure
ESFP,ESFP,35454.11,72866.33,Success
ENFJ,INTP,41300.32,62380.45,Failure
INFP,ISTJ,87980.53,49898.95,Success
ENTP,INFJ,71890.86,92280.06,Success
ENFP,ENTJ,86733.53,62799.22,Success
ISFP,INFP,42275.88,42447.2,Success
ISTP,INTJ,73255.85,88805.55,Failure
ESTJ,INFP,56221.6,55144.83,Success
ISTJ,ESTP,89205.35,32316.36,Success
ESTJ,INTJ,58286.92,40390.37,Failure
ESTJ,ENFP,44667.09,89363.64,Failure
ENTP,ENTJ,83965.39,56883.04,Failure
INFP,INFP,61162.9,92744.59,Success
ENFP,ISTP,95570.23,41280.35,Failure
ESFJ,ESTJ,34416.27,48383.29,Failure
ISTJ,INTJ,52437.05,30501.55,Success
ESTJ,ENTP,67957.55,80723.62,Failure
ENTP,ISTJ,59543.11,47822.8,Success
ISFJ,ENTJ,95601.39,43079.96,Success
INTJ,INFP,96257.73,31706.16,Success
ISTJ,INTJ,76532.25,65182.22,Success
INFP,ENTJ,50938.53,92834.59,Failure
ISTP,ISTJ,90886.96,50937.91,Success
ESTJ,INFP,73075.28,72483.52,Failure
ISTP,ISFP,71380.06,70848.16,Success
ISFP,INFJ,73878.47,42829.06,Success
INFP,ISFP,40028.7,57811.42,Success
ISFJ,INFJ,95427.38,59838.54,Failure
ESFJ,ESTP,30466.82,80594.95,Failure
ISTJ,ENFJ,96193.66,32885.06,Success
ESTJ,ISTJ,94743.42,32910.8,Failure
ISTJ,INFP,89817.95,52263.76,Failure
ENFJ,ENTJ,45826.68,31143.02,Failure
ESFP,ISTJ,71355.88,56662.25,Success
ESTJ,INTJ,39421.73,46861.11,Failure
ISTJ,ENFJ,63907.44,41514.35,Failure
ENFP,ESFJ,65828.97,54170.78,Failure
ISTP,ESFP,35261.81,55142.76,Failure
ENTP,ISTP,80612.08,84263.45,Success
INFJ,INFJ,94170.93,65184.13,Success
INTJ,ENTP,80133.87,91976.78,Success
INFJ,INTP,61512.95,61486.63,Success
ESFJ,ENFJ,38957.32,73337.21,Failure
ENTJ,ISTJ,62639.62,42515.54,Failure
ESFP,INFP,91194.67,43716.59,Failure
ESTJ,INFP,50749.7,46023.32,Success
ESFP,INFP,72775.27,50086.55,Success
ESFP,ISTP,65395.79,74325.31,Failure
ENFP,ISFJ,32222.93,82359.76,Failure
ESTJ,ISFJ,32984.8,86278.36,Success
ISTJ,INTJ,74554.66,58855.18,Success
ENFP,ESFJ,40666.46,51861.48,Failure
ESFP,ENFP,50209.81,93771.09,Failure
ENFJ,ENFJ,42969.37,45348.66,Success
ESTP,ISTJ,67476.96,72698.42,Success
ISTP,ESTP,67187.58,58415.01,Failure
