"Genre","Content","Audience","Income","RATING","ID"
"Documentary","PG13",36038.55,28665.42,"Average",10012
"Documentary","PG13",23721.7,19752.83,"Average",10013
"Comedy","PG13",11203.63,49857.18,"Great",10014
"Action","PG",11460.18,30005.04,"Great",10015
"Documentary","R",8374.37,30979.31,"Great",10016
"Drama","PG13",21724.57,9433.94,"Average",10017
"Drama","R",2633.15,34239.4,"Average",10018
"Comedy","R",36522.1,7137.88,"Average",10019
"Drama","PG13",18716.33,18674.36,"Average",10020
"Drama","PG",24877.02,37369.8,"Average",10021
"Drama","PG",37151.02,8240.98,"Average",10022
"Documentary","R",21971.71,49037.73,"Great",10023
"Documentary","R",32873.83,29887.7,"Average",10024
"Action","PG13",7960.97,29114.05,"Great",10025
"Comedy","R",3655.43,11792.21,"Great",10026
"Comedy","PG13",33104.18,31095.22,"Average",10027
"Action","R",29580.18,40033.98,"Average",10028
"Drama","PG",35471.25,5836.47,"Average",10029
"Documentary","PG13",6997.24,24008.11,"Great",10030
"Drama","PG13",6452.7,12742.87,"Great",10031
"Documentary","R",11382.59,15674.08,"Average",10032
"Action","PG",15728.54,29820.8,"Average",10033
"Documentary","R",29090.7,9897.26,"Great",10034
"Action","PG13",13710.87,1675.79,"Average",10035
"Documentary","PG",22682.8,5665.48,"Average",10036
"Documentary","PG13",7746.81,20554.23,"Great",10037
"Documentary","R",5346.15,31334.19,"Average",10038
"Documentary","R",34822.05,959.09,"Great",10039
"Action","PG",23030.32,37048.84,"Average",10040
"Documentary","PG13",36172.95,47442.28,"Average",10041
"Documentary","PG",19130.41,44001.3,"Great",10042
"Comedy","PG13",32879.05,15878.97,"Average",10043
"Drama","R",515.08,12191.54,"Great",10044
"Documentary","PG",36308.41,26869.04,"Average",10045
"Documentary","PG13",20795.29,24771.04,"Average",10046
"Documentary","PG",1197.27,30751.46,"Average",10047
"Comedy","PG",3106.83,47816.04,"Great",10048
"Drama","PG",13795.64,8010.27,"Average",10049
"Documentary","PG",31515.88,34449.58,"Average",10050
"Documentary","PG",4497.72,14631.23,"Great",10051
"Comedy","PG13",32879.41,32845.02,"Average",10052
"Documentary","PG13",25114.47,4158.46,"Average",10053
"Documentary","R",25516.86,32864.53,"Average",10054
"Comedy","PG",39671.78,42482.14,"Average",10055
"Comedy","R",13766.04,32632.73,"Great",10056
"Action","R",9077.36,49441.89,"Great",10057
"Drama","PG",11554.65,3577.61,"Average",10058
"Documentary","R",1226,36027.98,"Great",10059
"Action","R",4780.14,27658.52,"Great",10060
"Drama","PG13",29560.69,41715.34,"Average",10061
"Documentary","R",28072.23,6214.48,"Average",10062
"Comedy","PG",39539.79,12579.01,"Average",10063
"Comedy","PG13",26051.22,23550.52,"Average",10064
"Documentary","PG13",30446.7,2575.38,"Average",10065
"Comedy","R",36470.19,41160.53,"Average",10066
"Documentary","R",37270.8,46520.67,"Great",10067
"Comedy","R",1448.36,23077.8,"Great",10068
"Documentary","PG",39190.46,1111.96,"Average",10069
"Documentary","PG13",30292.5,34936.57,"Average",10070
"Drama","PG13",39941.69,48127.2,"Average",10071
"Documentary","R",2423.57,1749.91,"Average",10072
"Comedy","R",6196.9,24357.17,"Great",10073
"Documentary","PG",22272.12,26209.58,"Average",10074
"Drama","PG",22151.32,22779.7,"Average",10075
"Drama","PG",28229.29,22336.74,"Average",10076
"Comedy","PG13",33158.03,47241.2,"Average",10077
"Documentary","PG",34106.48,19797.28,"Average",10078
"Comedy","PG",28732.34,21375.29,"Average",10079
"Comedy","PG13",27306.22,22063.61,"Great",10080
"Action","PG",12424.19,3441.74,"Average",10081
"Drama","PG13",13271.7,28453.11,"Great",10082
"Comedy","PG",12677.65,11589.7,"Great",10083
"Comedy","R",14682.83,23190.34,"Average",10084
"Action","PG13",20018.76,2411.45,"Average",10085
"Comedy","PG",25612.27,28978.29,"Average",10086
"Documentary","PG",37561.95,32933.18,"Average",10087
"Drama","PG",8080.99,24453.81,"Great",10088
"Documentary","PG",7192.05,38481.08,"Great",10089
"Drama","R",32673.93,913.53,"Great",10090
"Action","PG",15746.76,12177.02,"Average",10091
"Comedy","PG",31939.74,27750.34,"Average",10092
"Comedy","PG",12539.37,27549.38,"Great",10093
"Comedy","R",10677.28,36703.8,"Average",10094
"Drama","R",26065.27,45976.31,"Average",10095
"Documentary","PG",37409.8,19136.8,"Average",10096
"Action","PG",38741.69,30170.26,"Average",10097
"Documentary","PG",26734.39,33354.06,"Average",10098
"Comedy","R",14337.88,13459.11,"Average",10099
"Drama","PG13",39712.59,174.64,"Average",10100
"Documentary","PG13",27150.2,49606.64,"Average",10101
"Drama","PG13",35444.55,25062.22,"Average",10102
"Comedy","PG13",13134,35640.92,"Great",10103
"Action","PG",36178.34,43351.49,"Average",10104
"Drama","R",32740.27,48256.27,"Great",10105
"Action","PG",919.99,38810.44,"Great",10106
"Documentary","PG13",29143.9,35279.67,"Average",10107
"Drama","PG",30056.93,21939.88,"Average",10108
"Action","PG",31332.82,47633.38,"Average",10109
"Action","R",19866.61,11411.03,"Average",10110
"Action","PG",13042.88,13628.19,"Average",10111
"Comedy","PG",23285.78,5145.15,"Average",10112
"Documentary","PG",37168,32809.31,"Average",10113
"Documentary","R",13523.15,7274.83,"Average",10114
"Action","R",22511.41,44529.7,"Average",10115
"Comedy","PG",16510.49,19997.47,"Average",10116
"Comedy","PG",23028.49,30865.16,"Average",10117
"Action","PG",14739.54,14406.61,"Average",10118
"Comedy","PG13",39033.38,667.09,"Average",10119
"Comedy","PG",22065.44,4216.78,"Average",10120
"Comedy","PG",11452.21,14505.4,"Average",10121
"Action","PG13",9245.21,42157.09,"Great",10122
"Comedy","R",28450.28,5995.65,"Average",10123
"Documentary","PG",37462.5,25895.46,"Average",10124
"Comedy","PG",19577.82,12897.75,"Average",10125
"Documentary","PG",35689.54,7737.86,"Average",10126
"Documentary","PG13",39968.11,35898.55,"Average",10127
"Comedy","PG",10991.68,34974.15,"Great",10128
"Drama","R",33694.58,5960.99,"Great",10129
"Action","PG13",30186.67,41842.23,"Average",10130
"Action","PG13",649.31,33283.37,"Great",10131
"Action","R",31522.59,3407.63,"Average",10132
"Comedy","PG13",7876.44,9170.86,"Average",10133
"Action","R",6153.31,32703.45,"Great",10134
"Comedy","R",37830.93,22538.01,"Average",10135
"Drama","PG13",4172.5,36982.33,"Great",10136
"Documentary","PG13",629.46,36986.87,"Great",10137
"Comedy","PG",31890.09,15232.7,"Average",10138
"Documentary","PG13",10736.65,18900.08,"Average",10139
"Comedy","PG",36881.95,19525.68,"Average",10140
"Comedy","PG",3671.2,45086.18,"Great",10141
"Drama","PG13",26202.72,24300.83,"Average",10142
"Documentary","R",22462.89,24546.3,"Average",10143
"Action","PG13",4279.72,28854.49,"Great",10144
"Comedy","PG13",4322.57,18556.95,"Great",10145
"Documentary","PG",5590.68,45842.97,"Great",10146
"Action","PG13",28489.68,46791.33,"Average",10147
"Action","PG",15575.8,17737.18,"Great",10148
"Drama","PG",30815.1,11147.51,"Average",10149
"Comedy","R",10912.77,23660.36,"Great",10150
"Comedy","PG13",18377.47,22161.84,"Average",10151
"Action","PG13",13452.23,12142.17,"Average",10152
"Action","PG",28249.51,46514.49,"Average",10153
"Documentary","PG13",38085.34,12380.22,"Average",10154
"Drama","PG",20482.86,34575.65,"Great",10155
"Documentary","PG13",39629.41,25079.53,"Average",10156
"Documentary","R",6076.91,26940.56,"Great",10157
"Drama","PG",24335.82,27510.15,"Average",10158
"Documentary","R",26547.39,5192.18,"Average",10159
"Drama","PG",16717.6,2062.63,"Average",10160
"Drama","PG13",35678.2,42289.1,"Average",10161
"Comedy","PG13",36483.78,31183.02,"Average",10162
"Drama","PG",25844.01,27845.27,"Average",10163
"Documentary","PG",11292.21,1040.82,"Average",10164
"Drama","PG",4326.48,28889.61,"Great",10165
"Drama","PG13",2788.9,19135.72,"Great",10166
"Drama","R",9519.6,14076.68,"Great",10167
"Documentary","PG",33536.11,13119.61,"Average",10168
"Action","PG13",19178.97,47700.27,"Great",10169
"Action","R",1488.15,11748.45,"Great",10170
"Comedy","PG13",24348.58,40228.43,"Average",10171
"Drama","PG",16741.93,6068.64,"Average",10172
"Drama","PG13",11262.69,26472.59,"Great",10173
"Documentary","R",29095.36,29195.34,"Average",10174
"Drama","R",24806.59,48206.55,"Great",10175
"Action","R",2531.76,34561.39,"Great",10176
"Action","R",5046.69,47827.22,"Great",10177
"Documentary","PG13",10471.11,11015.18,"Great",10178
"Comedy","PG",1089.88,2886.16,"Great",10179
"Drama","R",34179.52,23001.79,"Great",10180
"Comedy","PG",24369.55,25465.35,"Average",10181
"Action","PG13",35966.3,33073.22,"Average",10182
"Documentary","R",11692.96,32362.05,"Great",10183
"Action","R",15356.47,305.92,"Average",10184
"Action","PG13",17217.34,14818.12,"Average",10185
"Documentary","PG",3963.92,44829.72,"Great",10186
"Comedy","R",31978.14,31142.1,"Average",10187
"Comedy","PG",4610.23,3095.12,"Average",10188
"Action","R",11831.26,2473.64,"Average",10189
"Comedy","R",16830.18,37527.56,"Great",10190
"Comedy","PG",19410.05,3606.46,"Average",10191
"Documentary","R",24645.34,29520.36,"Average",10192
"Drama","R",8864.64,7727.31,"Great",10193
"Drama","PG13",11331.23,6626.2,"Average",10194
"Drama","PG13",31246.5,49262.1,"Average",10195
"Drama","R",12670.87,14909.36,"Great",10196
"Documentary","PG13",25027.71,16238.13,"Great",10197
"Documentary","PG13",18591.71,39440.56,"Great",10198
"Action","PG",35407.97,25071.27,"Average",10199
"Action","PG13",2930.17,6740.96,"Great",10200
"Comedy","PG13",18499.24,25273.15,"Average",10201
"Comedy","PG",34730.18,48189.62,"Average",10202
"Documentary","R",5712.08,4713.96,"Average",10203
"Documentary","PG13",34040.3,49546.76,"Average",10204
"Drama","R",26933.09,45323.87,"Great",10205
"Documentary","PG",6427.69,40088.41,"Great",10206
"Comedy","PG13",19956.97,1087.97,"Average",10207
"Documentary","R",8135.98,28836.84,"Great",10208
"Action","R",35223.58,14227.35,"Average",10209
"Documentary","R",23768.5,28210.29,"Average",10210
"Drama","PG13",17725.27,308.83,"Average",10211
"Comedy","R",1340.17,46396.35,"Great",10212
"Comedy","R",24554.26,16490.4,"Average",10213
"Documentary","PG13",39857.23,22651.82,"Average",10214
"Comedy","R",31156.36,24276.89,"Average",10215
"Action","R",34232.5,14140.51,"Average",10216
"Comedy","R",11065.03,28784.36,"Great",10217
"Documentary","PG13",2236.13,40474.29,"Great",10218
"Action","PG",6043.38,3718.08,"Average",10219
"Documentary","PG13",30637.09,29175.01,"Average",10220
"Drama","R",24610.84,31152.17,"Great",10221
"Drama","PG",12972.56,490.55,"Average",10222
"Documentary","R",218.97,19449.72,"Great",10223
"Documentary","PG13",10704.64,38430.49,"Great",10224
"Action","PG",11186.15,16052.88,"Average",10225
"Action","R",36737.82,13381.63,"Average",10226
"Action","PG13",2990.06,19089.21,"Great",10227
"Drama","R",11055.45,40669.53,"Great",10228
"Comedy","PG13",12180.86,46404.91,"Great",10229
"Action","PG13",29994.97,32840.04,"Average",10230
"Documentary","R",33937.39,42570.67,"Average",10231
"Documentary","PG13",26970.55,18023.66,"Average",10232
"Documentary","PG13",34548.09,9211.52,"Average",10233
"Documentary","R",29632.78,24061.61,"Average",10234
"Drama","PG13",34778.74,14516.48,"Average",10235
"Action","R",33815.19,37706.49,"Average",10236
"Drama","R",39645.23,16547.32,"Great",10237
"Action","PG13",35946.99,26699.38,"Average",10238
"Drama","R",22391.66,20935.28,"Great",10239
"Documentary","PG",28147.79,10931.48,"Average",10240
"Comedy","PG13",21000.45,31057.95,"Average",10241
"Action","PG13",12146.7,24295.28,"Great",10242
"Comedy","R",34293.67,12163.32,"Average",10243
"Comedy","PG",37618.41,2454.76,"Average",10244
"Action","R",21221.75,894.65,"Average",10245
"Action","PG13",14323.39,36254.53,"Great",10246
"Action","PG",2911.66,17385.6,"Great",10247
"Documentary","R",12274.62,16590.42,"Average",10248
"Action","PG13",25364.15,38290.01,"Great",10249
"Drama","PG",36764.91,26202.09,"Average",10250
"Documentary","PG13",30071.71,27579.06,"Average",10251
"Drama","PG",19714.7,30410.28,"Average",10252
"Documentary","PG13",33118.7,28152.26,"Average",10253
"Drama","PG",12110.49,2792.69,"Average",10254
"Drama","R",10726.42,25256,"Great",10255
"Action","PG13",30220.48,47716.71,"Average",10256
"Documentary","PG13",36694.82,22145.86,"Average",10257
"Comedy","R",22454.33,7872.4,"Average",10258
"Documentary","PG",23271.18,28911.64,"Average",10259
"Comedy","R",39372.83,20439.67,"Average",10260
"Action","PG",15298.89,11737.13,"Average",10261
"Comedy","PG13",36810.26,28341.33,"Average",10262
"Documentary","PG13",11611.19,48627.85,"Great",10263
"Drama","R",8322.09,3939.42,"Great",10264
"Drama","R",18449.41,28815.91,"Great",10265
"Drama","PG13",32772.25,42042.91,"Average",10266
"Documentary","PG",25568.13,33467.45,"Average",10267
"Drama","PG",36699.38,29861.71,"Average",10268
"Action","PG",10150.23,30463.65,"Great",10269
"Drama","R",19166.41,31964.67,"Great",10270
"Comedy","R",12401.2,18672.88,"Average",10271
"Comedy","R",14116.44,10879.04,"Average",10272
"Action","PG13",37038.67,25183.37,"Average",10273
"Comedy","PG",19661.75,13485.66,"Average",10274
"Documentary","PG",19139.83,31271.67,"Average",10275
"Drama","PG13",19086.17,8535.9,"Average",10276
"Drama","PG13",9671.64,16004.6,"Average",10277
"Action","R",21382.58,34335.68,"Average",10278
"Comedy","R",23086.31,33383.24,"Average",10279
"Comedy","PG13",33629.05,22745.61,"Great",10280
"Drama","PG",4070.26,1875.07,"Average",10281
"Action","PG13",14964.38,44305.99,"Average",10282
"Drama","PG13",15407.28,40192.14,"Great",10283
"Drama","PG13",17706.99,29848.1,"Average",10284
"Action","R",8753.08,27159.35,"Great",10285
"Action","PG13",5757.61,19017,"Great",10286
"Drama","PG",7567.62,36050.27,"Great",10287
"Action","PG",29208.69,15538.82,"Average",10288
"Drama","PG",15451.13,8844.62,"Average",10289
"Action","PG13",30413.21,4905.02,"Average",10290
"Comedy","R",23302.02,5323.14,"Average",10291
"Comedy","R",34051.66,28720.55,"Average",10292
"Action","R",26824.57,45891.28,"Average",10293
"Comedy","PG13",20538.97,21354.78,"Average",10294
"Drama","R",9999.41,34516.58,"Great",10295
"Documentary","PG13",26997.92,17525.21,"Average",10296
"Drama","R",12924.54,22335.96,"Average",10297
"Action","PG",18852.04,8905.53,"Average",10298
"Action","R",39050.33,31867.37,"Average",10299
"Documentary","PG13",13430.07,40558.32,"Great",10300
"Documentary","PG",12226.85,33908.05,"Great",10301
"Comedy","PG",1658.79,26311.17,"Great",10302
"Action","PG",4773.68,13287.4,"Great",10303
"Drama","PG",30864.05,14660.52,"Average",10304
"Comedy","PG",31862.53,4310.58,"Great",10305
"Drama","PG",31438.08,14744.32,"Average",10306
"Action","PG",26513.46,38539.05,"Average",10307
"Drama","R",11164.96,40504.17,"Great",10308
"Documentary","R",22757.69,2093.25,"Average",10309
"Comedy","PG13",33258.61,2001.51,"Average",10310
"Drama","PG13",29906.43,34332.06,"Average",10311
"Comedy","PG",5783.91,36907.23,"Great",10312
"Drama","R",26412.44,31374.6,"Great",10313
"Documentary","R",7283.89,29694.38,"Great",10314
"Documentary","PG13",7930.13,31788.61,"Great",10315
"Action","PG13",18917.47,36441.56,"Average",10316
"Action","R",36965.09,25350.32,"Average",10317
"Comedy","PG",23060.97,9529.39,"Average",10318
"Comedy","PG",9497.26,20165.22,"Great",10319
"Documentary","PG",12479.53,36945.89,"Great",10320
"Drama","PG",3258.28,47621.2,"Great",10321
"Action","R",37144.45,25476.95,"Average",10322
"Documentary","R",35592.89,46546.07,"Average",10323
"Documentary","PG",10029.61,15641.94,"Average",10324
"Documentary","PG13",30085.17,13570.73,"Average",10325
"Action","PG",26121.64,7424.03,"Average",10326
"Documentary","PG",28006.94,40192.7,"Average",10327
"Drama","R",3136.03,36832.42,"Great",10328
"Documentary","PG",11857.97,21677.13,"Average",10329
"Documentary","PG",13481.14,22649.98,"Average",10330
"Comedy","R",23169.02,18701.26,"Average",10331
"Drama","PG13",34114.04,22093.82,"Average",10332
"Drama","R",32205.33,41154.11,"Great",10333
"Drama","R",29658.27,23996.44,"Great",10334
"Action","PG13",10542.17,9892.02,"Average",10335
"Documentary","PG",21787.71,10572.65,"Average",10336
"Drama","PG13",3242.74,38690.7,"Great",10337
"Action","PG",9004.77,16398.71,"Average",10338
"Drama","PG",24710.19,13231.33,"Average",10339
"Comedy","PG13",4865.81,6767.24,"Average",10340
"Comedy","PG",3324.28,22368.76,"Great",10341
"Documentary","PG13",28756.38,32661.71,"Average",10342
"Documentary","PG",891.9,26570.24,"Great",10343
"Documentary","R",3392.93,36456.39,"Great",10344
"Documentary","R",2283.72,25157.42,"Average",10345
"Documentary","PG",22994.06,18211.95,"Average",10346
"Comedy","R",37936.72,26254.15,"Average",10347
"Action","PG13",14360.98,16501.11,"Average",10348
"Documentary","R",12267.12,19439.71,"Average",10349
"Action","R",4459.63,46148.16,"Great",10350
"Documentary","R",28663.89,40666.3,"Average",10351
"Comedy","PG",31475.71,37241.09,"Average",10352
"Drama","R",8603.73,13778.45,"Great",10353
"Action","R",6729.26,21598.57,"Great",10354
"Drama","R",12568.4,20756.8,"Great",10355
"Comedy","PG",36752.62,10360.55,"Average",10356
"Action","PG",22355.19,20251.71,"Average",10357
"Drama","R",27560.02,30744.95,"Great",10358
"Comedy","PG13",34732.24,35642.9,"Average",10359
"Drama","PG13",39958.07,22856.39,"Average",10360
"Documentary","PG",31317.3,41051.6,"Average",10361
"Documentary","PG13",7412.93,7852.08,"Average",10362
"Drama","PG13",17761.52,46627.85,"Great",10363
"Action","PG13",38669.45,48599.35,"Great",10364
"Comedy","R",14242.47,11638.94,"Average",10365
"Comedy","PG",23629.36,26779.43,"Average",10366
"Action","PG13",26998.64,40277.94,"Average",10367
"Drama","PG",13224.79,35542.97,"Great",10368
"Drama","R",9506.8,22575.55,"Great",10369
"Documentary","R",22480.51,10276.19,"Average",10370
"Documentary","PG",32565.58,37014.62,"Average",10371
"Drama","PG13",37321.05,45420.03,"Average",10372
"Comedy","PG",28735.5,32879.22,"Average",10373
"Documentary","PG13",11932.96,40706.69,"Great",10374
"Drama","PG13",27790.44,35342.86,"Average",10375
"Documentary","PG13",13257.16,10833.31,"Average",10376
"Documentary","PG",1313.13,44747.61,"Great",10377
"Documentary","R",26585.08,41774.31,"Average",10378
"Comedy","PG",37650.29,44078.9,"Average",10379
"Drama","PG",37631.34,14434.86,"Average",10380
"Action","R",11944.57,49414.18,"Great",10381
"Drama","PG13",8335.83,18144.85,"Great",10382
"Comedy","PG",34713.82,16051.42,"Average",10383
"Documentary","PG",14301.8,214.1,"Average",10384
"Documentary","PG",28067.62,31865.7,"Average",10385
"Comedy","R",13185.35,49270.44,"Great",10386
"Documentary","PG13",610.75,16616.7,"Great",10387
"Drama","PG13",36889.4,15599.34,"Average",10388
"Documentary","R",20126.5,5296.87,"Average",10389
"Action","PG13",30241.32,15958.8,"Average",10390
"Action","PG",21371.75,18026.06,"Average",10391
"Drama","PG",37223.15,30325.16,"Average",10392
"Drama","R",14737.21,11004.62,"Average",10393
"Comedy","PG",11270.79,12087.89,"Average",10394
"Action","PG",35567.01,26521.27,"Average",10395
"Drama","R",17441.89,15607.54,"Great",10396
"Documentary","PG",4695.72,32028.26,"Great",10397
"Drama","R",18016.54,42218.59,"Great",10398
"Action","R",4557.21,42586.64,"Great",10399
"Comedy","R",16036.65,22270.13,"Average",10400
"Drama","R",2054.68,20382.1,"Great",10401
"Documentary","R",39135.65,26486.57,"Average",10402
"Comedy","PG13",33227.03,10738.99,"Average",10403
"Action","PG",1847.61,422.69,"Average",10404
"Comedy","PG13",39586.1,16163.06,"Average",10405
"Documentary","PG",13575.66,47269.9,"Great",10406
"Documentary","PG13",15222.47,1441.49,"Average",10407
"Comedy","PG",36322.17,9409.01,"Average",10408
"Action","R",9519.34,49863.51,"Great",10409
"Drama","R",34461.29,30719.79,"Great",10410
"Comedy","R",625.21,39943.95,"Great",10411
"Comedy","PG13",14841.97,4075.49,"Average",10412
"Comedy","PG",6384.22,6247.42,"Average",10413
"Drama","PG",15955.47,33896.74,"Great",10414
"Comedy","PG13",24762.17,4441.78,"Average",10415
"Action","R",32915.16,12701.98,"Average",10416
"Comedy","R",37377.94,14856.89,"Average",10417
"Action","PG",13948.82,20828.86,"Average",10418
"Comedy","PG",18301.31,41638.14,"Great",10419
"Documentary","PG",35022.85,35944.45,"Average",10420
"Drama","R",31193.33,33939.49,"Great",10421
"Action","PG13",38696.62,36732,"Great",10422
"Drama","PG",2540.88,3446.07,"Average",10423
"Action","R",2998.25,18720.73,"Great",10424
"Action","PG",35634.78,2492.8,"Average",10425
"Documentary","PG13",13739.81,36473.73,"Great",10426
"Drama","PG13",24787.35,4199.14,"Average",10427
"Comedy","PG13",33886.79,48498.82,"Average",10428
"Documentary","PG13",5839.18,34023.48,"Great",10429
"Drama","PG",1098.39,38157.96,"Great",10430
"Drama","PG",11651.64,14776.89,"Average",10431
"Action","PG",1375.53,15658.45,"Great",10432
"Action","PG13",4157.51,35513.64,"Great",10433
"Documentary","PG",18217.14,33763.33,"Average",10434
"Comedy","PG",38370.47,1678.47,"Average",10435
"Drama","R",10702.23,16680.67,"Great",10436
"Documentary","PG",7836.39,20196.85,"Great",10437
"Action","R",36793.75,9982.65,"Average",10438
"Drama","PG13",15784.79,1556.98,"Average",10439
"Drama","PG",27662.52,2602.13,"Great",10440
"Drama","R",1793.86,7019.86,"Great",10441
"Comedy","PG",14204.21,10600.06,"Average",10442
"Drama","PG",14012.56,13364.08,"Average",10443
"Drama","PG13",23205.87,39315.91,"Average",10444
"Drama","PG13",37122.08,16882.02,"Average",10445
"Documentary","PG13",17684.4,953.7,"Average",10446
"Comedy","PG",34852.03,45031.04,"Average",10447
"Documentary","PG",24075.99,20433.36,"Average",10448
"Action","PG13",31289.31,3032.73,"Average",10449
"Action","PG13",31428.19,2280.62,"Average",10450
"Action","R",29196.51,29679.54,"Average",10451
"Action","R",23940.44,33113.38,"Average",10452
"Comedy","PG13",32168.19,25090.9,"Average",10453
"Documentary","PG",26366.79,26978.23,"Average",10454
"Drama","R",11238.1,22096.24,"Great",10455
"Drama","R",33883.83,12527.06,"Great",10456
"Action","R",18397.33,4192.03,"Average",10457
"Documentary","R",35777.53,3707.46,"Average",10458
"Comedy","PG13",22326.46,46904.88,"Great",10459
"Action","PG",14005.82,21711.22,"Average",10460
"Documentary","R",10454.2,40993.19,"Great",10461
"Action","R",27007.73,20537.07,"Average",10462
"Drama","PG13",22125.11,15857.75,"Average",10463
"Action","PG",26671.99,6033.59,"Average",10464
"Action","R",351.97,36684.91,"Great",10465
"Comedy","R",20347.78,35039.55,"Average",10466
"Action","PG13",15649.51,6588.68,"Average",10467
"Comedy","R",8662.94,18280.08,"Great",10468
"Drama","PG",20248.06,17199.4,"Great",10469
"Drama","PG13",28249.92,24367.09,"Average",10470
"Action","PG13",26709.06,47886.14,"Average",10471
"Documentary","PG",1988.24,20425.99,"Great",10472
"Comedy","PG13",2066.28,33157.41,"Great",10473
"Action","PG",37411.51,28918.84,"Average",10474
"Action","R",15972.35,47777.62,"Great",10475
"Drama","PG13",13580.48,46932.94,"Great",10476
"Drama","R",24075.88,33896.26,"Great",10477
"Documentary","PG",14626.14,5037.74,"Average",10478
"Documentary","PG13",21763.13,38636.36,"Average",10479
"Action","R",25409.14,40917.71,"Average",10480
"Drama","PG",29907.21,28962.73,"Average",10481
"Comedy","PG13",24853.92,34391.75,"Average",10482
"Drama","PG",16719.37,10392.52,"Average",10483
"Drama","PG13",18327.95,2655.75,"Average",10484
"Action","PG13",5447.45,12018.42,"Average",10485
"Documentary","PG13",14797.76,28230.06,"Average",10486
"Comedy","PG13",21722.03,45323.97,"Great",10487
"Action","PG13",2634.98,12230.48,"Great",10488
"Drama","PG13",21405.91,19978.88,"Average",10489
"Action","PG",21336.08,42256.75,"Average",10490
"Documentary","R",7192.9,15884.71,"Great",10491
"Comedy","R",20913.13,20482.99,"Average",10492
"Action","PG",17962.08,36256.6,"Great",10493
"Action","R",37082.43,27669.21,"Average",10494
"Action","PG",24559.42,37406.36,"Average",10495
"Action","R",19412.25,18288.03,"Average",10496
"Action","R",9427.63,32663.79,"Average",10497
"Drama","PG13",35210.24,22202.01,"Average",10498
"Documentary","PG",28835.21,29202.52,"Average",10499
"Comedy","PG",19098.06,30089.79,"Average",10500
"Action","PG13",33631.9,43720.85,"Great",10501
"Documentary","R",23008.85,28092.32,"Average",10502
"Action","R",30661.65,14856.73,"Average",10503
"Documentary","R",8647.92,5118.23,"Average",10504
"Comedy","R",3045.11,11385.59,"Great",10505
"Drama","PG13",11235.06,10001.43,"Average",10506
"Drama","R",29743.85,5761.29,"Great",10507
"Drama","PG13",16701.49,35984.3,"Average",10508
"Documentary","PG",17093.86,41555.03,"Great",10509
"Action","PG13",16475.64,14700.76,"Average",10510
"Drama","PG13",22749.72,36063.58,"Average",10511
"Action","R",26531.72,29624.27,"Average",10512
"Drama","PG",7591.11,21976.81,"Great",10513
"Action","PG",14992.75,48958.26,"Great",10514
"Comedy","PG13",29502.17,6734.15,"Average",10515
"Documentary","PG",11257.27,19475.11,"Average",10516
"Action","PG13",26731.61,13022.61,"Average",10517
"Drama","PG",38276.31,4019.33,"Average",10518
"Comedy","R",35354.76,27601.78,"Average",10519
"Documentary","R",38035.72,16667.1,"Average",10520
"Drama","PG",28351.18,43448.36,"Average",10521
"Drama","R",10150.12,33925.76,"Great",10522
"Comedy","PG",17169.61,19481.37,"Average",10523
"Comedy","PG13",22688.46,48590.63,"Great",10524
"Action","R",2193.51,16883.54,"Great",10525
"Documentary","PG13",13709.79,2570.35,"Average",10526
"Action","PG",31624.87,3121.91,"Average",10527
"Documentary","PG13",7783.89,20578.64,"Great",10528
"Drama","PG13",22995.68,8194.79,"Average",10529
"Drama","PG",12432.39,34439.92,"Great",10530
"Comedy","PG13",29139.7,31393.26,"Average",10531
"Documentary","R",12661.99,20773.86,"Average",10532
"Documentary","PG",11931.24,46587.76,"Great",10533
"Action","PG",561.63,28650.97,"Great",10534
"Drama","R",24451.93,1087.85,"Great",10535
"Drama","R",19322.28,38428.8,"Great",10536
"Documentary","R",36908.64,33871.33,"Average",10537
"Comedy","R",23497.97,28151.19,"Average",10538
"Drama","PG",31452.69,34508.22,"Average",10539
"Action","PG",18717.45,41457.15,"Great",10540
"Drama","PG13",4819.49,24883.62,"Great",10541
"Documentary","PG",35371.55,7691.97,"Average",10542
"Action","PG",311.5,21124.91,"Great",10543
"Documentary","PG",15862.54,17227.58,"Average",10544
"Documentary","R",8678.52,1001.15,"Average",10545
"Action","PG13",33509.18,8912.31,"Average",10546
"Comedy","R",6364.62,6368.5,"Average",10547
"Documentary","PG13",18757.08,24629.04,"Average",10548
"Comedy","PG13",21604.62,41935.36,"Average",10549
"Documentary","PG13",14830,43498.5,"Great",10550
"Drama","PG",1916.1,1498.77,"Average",10551
"Documentary","PG13",8022.71,6381.72,"Average",10552
"Comedy","R",1276.8,149.55,"Average",10553
"Action","PG13",22815.03,23395.92,"Average",10554
"Drama","PG13",15602.4,32513.57,"Great",10555
"Drama","R",20613.3,15002.39,"Great",10556
"Drama","PG13",7578.12,11060.15,"Average",10557
"Comedy","R",25408.57,21006.12,"Average",10558
"Drama","PG",13236.09,31034.03,"Great",10559
"Documentary","PG",38149.17,37387.3,"Average",10560
"Action","PG",2913.93,27339.46,"Great",10561
"Comedy","PG13",7070.22,4244.03,"Average",10562
"Action","PG13",24539.86,8824.53,"Average",10563
"Action","PG",3306.45,12343.38,"Great",10564
"Comedy","R",34573.88,23186.64,"Average",10565
