GrromMB,BrideMB,GroomInc,BrideInc,Outcome
ESFJ,ENTJ,68965.37,31028.49,Failure
ISTJ,INFP,51432.66,61216.3,Failure
ENFJ,INTP,59006.7,90967.59,Success
ESTP,INFJ,82208.88,41985.88,Success
INTJ,INFJ,95175.47,89124.29,Failure
ENFP,ENTP,50906.26,81873.35,Failure
ENTP,ISFJ,99312.91,59963.8,Failure
INTP,ENTJ,50646.65,98112.58,Failure
INTP,ISFJ,32213.94,57252.09,Success
ENTP,ENTJ,57968.78,67596.05,Failure
ISFP,ESFJ,33987.98,89626.09,Success
ISFJ,ESFP,58141.16,30135.72,Failure
ISFP,ENTJ,31338.64,71187.59,Failure
ESTP,INFP,44578.36,95685.44,Failure
INFJ,INFJ,39418.68,33926.86,Failure
ESFJ,ESFP,77946.6,37598.86,Failure
INTJ,ENFJ,56234.1,45901.44,Failure
ESTJ,INFJ,79455.69,97611.12,Success
INTP,ENFJ,96261.9,53706.18,Failure
INFP,ENFP,76778.76,96294.09,Failure
ESFP,ISFP,98025.38,78537.63,Success
ENTP,ISTP,46004.6,76070.88,Success
ESFJ,INTP,37138.49,39096.83,Success
ENTJ,ESTP,83255.41,43205.62,Success
ISFP,ESTJ,60592.8,61060.48,Success
ENTP,ESFJ,31164.06,75170.42,Success
ENFP,ISTP,61414.04,62914.66,Failure
ESFJ,ESTP,30960.67,77018.68,Success
ISFP,ISFP,57319.98,53883.35,Success
ESTP,INFP,53782.63,84399.51,Failure
ESFJ,INFJ,50512.31,75187.23,Failure
ENTJ,INFJ,56417.98,43294.02,Success
ISFJ,ESTP,66751.16,66284.15,Success
ISTP,ISFP,81202.56,86618.07,Failure
ISTP,ISTJ,78271.38,86116.48,Success
ESTP,ESFP,73986.87,72860.94,Success
ESFP,INFP,68438.46,37641.48,Failure
ENFP,ESFP,70592.7,74209.29,Failure
INFJ,ENFP,52852.87,99397.5,Success
ESFJ,ISFJ,86362.06,35432.48,Failure
INTP,INFP,90786.44,54409.89,Success
INTJ,ESTP,40465.88,40053.1,Failure
ENTP,ISTP,43149.88,36998.62,Success
ENTJ,ENTJ,94544.38,75027.45,Failure
INFP,INTJ,87343.08,40787.03,Success
INTJ,ESTP,42049.33,85248.75,Failure
ESFJ,ENTJ,42592.49,90385.39,Success
INFP,ENFJ,90877.77,87934.04,Failure
ENFJ,ISTP,43257.63,47277.49,Success
INTP,ENTP,86581.15,81062.24,Success
INTJ,ENTJ,65083.78,44887.99,Success
ISTP,ESFJ,46136.94,92909.12,Success
ESTJ,ISFJ,76354.32,73138.86,Failure
INFJ,INTJ,50081.79,67421.19,Failure
ISTJ,ESFP,65935.8,34428.69,Failure
INFP,ENTJ,48970.48,63184.91,Failure
ENFP,ESFP,39614.21,84508.86,Failure
ENFP,ESFJ,75348.55,86739.39,Success
ESTP,ISFP,84599.58,49469.39,Failure
INFJ,ISFP,58322.2,67024.64,Success
ENFP,INFP,32238.77,91262.21,Failure
ENFP,ESFP,75109.98,77054.6,Success
INTP,ENFP,38616.09,81463.91,Failure
ESFJ,INTP,47538.23,59101.79,Failure
ISTJ,ESTP,47437.05,88237.74,Failure
INTP,ESTJ,50044.87,59215.51,Failure
ISTP,INTP,84413.13,73429.44,Success
ISFP,INFP,96374.3,80190.96,Failure
ESFJ,ISTP,55407.73,40092.99,Failure
ENFJ,ESTJ,54482.14,90215.04,Success
ISTJ,INTJ,38481.05,51242.33,Failure
ENFJ,ESTJ,79446.86,76236.38,Failure
ISFP,ENTP,91122.17,87447.73,Failure
INTJ,INTP,83874.89,36729.59,Failure
ENTJ,ISTJ,72743.29,60376.59,Success
ISTJ,ESFP,49619.89,48209.1,Failure
ESFJ,ESTP,44862.11,34085.73,Failure
ESTJ,ISFP,66335.95,64585.71,Failure
ESFP,ESFP,93129.86,47595.34,Success
INFP,ESFP,59599.26,66401.73,Failure
INTP,ENFJ,98602.31,44996.21,Success
ISTP,INFJ,72396.77,94138.15,Success
ENTP,ESFP,66116.78,83045.24,Success
ISTJ,ENTP,40466.17,75252.58,Success
INFJ,INFP,49887.72,64922.39,Failure
INTP,ENTP,90545.02,49217.91,Failure
INTP,ENFJ,87809.29,99786.88,Success
ENTJ,ISTJ,98896.21,76300.27,Success
ISFP,ESFJ,93291.26,53637.88,Failure
ESTJ,ISTP,51635.19,67105.46,Failure
ISFJ,INTP,66646.05,72937.31,Success
ESFJ,INTP,41301.4,86622.7,Failure
ESTP,ESTJ,58155.99,92087.88,Failure
INTP,INTJ,58538.01,55782.72,Failure
ESTJ,ESFJ,31897.99,81457.06,Failure
INFP,ESTJ,57795.35,59945.76,Failure
ENFP,ESTJ,63616.72,89530.61,Success
ESTJ,ENTP,60601.63,36252.15,Failure
ESTP,ISFP,54565.17,81856.13,Success
ENTP,ENTP,89943.74,85751.28,Failure
ENFP,ENTJ,59862,72316.69,Success
ISTJ,ISTP,31657.77,77340.65,Success
ISTJ,INTJ,36218.85,71526.12,Success
ENTP,ISTJ,60298.76,71076.97,Success
ENTJ,ESTJ,51691.08,39154.21,Success
INTP,ENTP,85485.25,96335.27,Success
ENTJ,ISFP,62601.47,41029.87,Failure
INTJ,ISTJ,52682.56,77451.58,Failure
ESFJ,ISTJ,49924.26,35998.9,Success
ENTJ,ESFP,66203.01,49313.58,Success
INTP,ENFJ,62152.64,72307.38,Success
INTJ,INFP,65169.6,34841.16,Success
INTJ,ESTP,56507.5,34599.95,Failure
INFJ,ISFP,48751.39,55965.4,Failure
ESFJ,ESTP,37734.55,61012.71,Failure
INTP,ISFP,83818.4,69828.87,Failure
INFP,ESFJ,89771.35,46677.58,Failure
ISTP,ESTJ,62949.69,30672.36,Failure
ISFJ,INFJ,63342.34,82658.82,Failure
ENTP,ISFJ,85436.62,74343.67,Success
ENFJ,INFJ,93829.52,33370.52,Success
ISTJ,ISTJ,41079.59,85813.12,Success
ISTJ,ENFP,81335.04,52136.17,Success
INTP,ESTP,96189.12,80796.48,Success
ESTP,ENFJ,41333.4,55709.51,Success
ISFJ,ISFJ,42899.81,95622.2,Success
ENFJ,ISFJ,67161.45,68133.9,Failure
ESFP,ENFP,89182.93,97576.71,Failure
ESFP,ESFP,40977.8,94818.76,Success
ISFJ,ISFP,43889.35,67880.14,Failure
ENTP,ISFJ,93401.53,50291.07,Failure
ENTJ,ENFJ,61358.16,61386.61,Success
ISTP,ESTP,88882.3,80370.33,Failure
ESFJ,ISTP,85536.08,30852.44,Success
ENFJ,ESFJ,33642.15,49267.86,Success
ENTP,ISFJ,49017.99,61386.33,Failure
ESFJ,INFJ,61841.16,31633.02,Success
ENFP,INFP,72041.16,60934.03,Failure
ENTP,INFP,56076.06,50134.91,Success
INFP,ISTJ,87736.04,52246.21,Failure
ISTJ,INFJ,75838.22,64215.34,Failure
ISFJ,ESTP,78937,35763.58,Failure
ENTP,ENFP,42181.88,54701.09,Failure
ESTJ,ENFP,58798.82,74736.96,Success
ESTJ,ISFJ,98612.05,65927.8,Failure
INFP,INFJ,88816.36,65185.56,Success
ENFP,ESFJ,56871.08,47729.79,Success
ISTP,ENFJ,42440.05,97840.96,Failure
INTJ,ESFJ,33546.48,64510.68,Failure
ENFP,ENTJ,49148.56,33154.49,Failure
ESTJ,INTJ,42044.13,54401.78,Success
ESFJ,ISTP,37032.2,73447.26,Success
INTP,INTP,76082.12,90703.29,Success
INFJ,ESFJ,61963.11,65263.51,Failure
ESFJ,ISTP,66526.06,32916.32,Failure
ENTP,ESFP,85606.89,63940.22,Success
ENFP,ISFJ,49208.72,81045.22,Failure
INTP,ENFP,55532.02,35155.65,Failure
ISFJ,ISTP,76808.98,98481.14,Success
INFP,ESFJ,51483.46,98127.63,Failure
ENTP,ENFJ,81406.78,91301.38,Failure
ENFJ,ISFJ,92621.5,49380.2,Failure
ENFJ,ENTJ,43420.73,49735.9,Failure
ENTJ,ENTP,78361.71,34390.31,Failure
ISFP,INFJ,84392.68,41109.81,Success
INFJ,INTJ,58342.12,59636.74,Success
ENFP,ENTP,32429.29,42719.77,Failure
INTP,INFP,77565.75,62491.14,Success
ESFJ,ISFP,95252.46,35015.31,Success
INFJ,INFP,58364.15,78877.34,Success
INFJ,ENFP,59391.68,71401.86,Failure
ISTJ,ENFP,70608,73952.5,Failure
ESTJ,ESFP,31440.81,44957.49,Success
ESFP,ESTJ,96723.9,93756.67,Failure
ENFP,ENTP,47019.4,93707.22,Success
INFP,ENTP,40751.04,76809.39,Success
ISTJ,ESFP,77717.11,84169.1,Failure
ISTJ,ESTP,66348.2,71830.51,Success
ISFP,INFJ,91697.1,36022.1,Failure
ENTJ,ISTJ,60364.8,36973.17,Success
ISFP,INFP,66361.77,75801.07,Success
INFJ,ESFJ,81925.36,87682.2,Failure
ESFP,ISTP,36384.98,71789.92,Success
ENTP,INFJ,78218.28,44648.25,Failure
INFP,INTP,63871.69,78423.89,Success
ESFP,INTJ,60377.44,85986.91,Success
ESFP,ESTJ,72040.4,55337.16,Failure
INTJ,ESFJ,85491.78,55851.43,Failure
ISTJ,INTJ,83220.61,81040.17,Success
ESTJ,INTJ,50376.47,81880.43,Success
ISFJ,ENTJ,40927.4,58815.63,Success
ISTJ,ENTJ,86917.13,91323.96,Success
ESFJ,ENFJ,99971.94,84359.75,Success
ISTJ,ENTJ,47705.95,95955.59,Success
ENTP,ISFJ,85398.21,60885.23,Failure
ESTJ,ESTJ,93047.25,31028.55,Success
INTP,INTP,85581.95,52919.63,Failure
INTJ,ESTP,78268.8,43822.63,Success
ENTP,INFP,77789.45,48194.35,Failure
ISFJ,INFJ,84000.4,35296.32,Success
ISTP,ISFP,72758.65,51018.96,Failure
INTP,ESTP,50499.44,98639.39,Success
ESTP,ENFP,39982.18,32330.47,Failure
ESTP,ISTP,52875.85,79914.88,Success
INTJ,ISTP,55241.52,44416.81,Failure
INFP,ESTP,68298.38,49502.48,Failure
INFP,ISTP,96087.57,42926.37,Success
ENTJ,ESFJ,48126.32,35598.73,Failure
ISTP,ISTP,64029.07,71837.09,Failure
ISTJ,INFP,98263.19,94614.87,Failure
INTP,INTJ,57434.83,67071.66,Success
ISTJ,ISFJ,85519.84,33621.84,Success
ESFJ,ENTJ,73289.08,98074.4,Failure
INFP,ENTJ,89721.38,71368.88,Success
ESTP,INFP,56256.51,73745.47,Success
INFP,ISFJ,65433.5,67306.83,Success
ENTP,INTJ,57198.19,48714.23,Success
INFP,ISTJ,68681.6,73055.58,Failure
ISTJ,ENFP,82281.37,46564.13,Success
ISFJ,ENFP,51049.89,61994.88,Failure
INFJ,INTJ,49220.86,33726.05,Failure
INFJ,ISTP,89935.17,44556.22,Failure
ENTP,ENFJ,93985.83,43041.65,Success
ISTJ,ISFJ,70521.97,75533.09,Failure
ISFP,ESTP,32148.25,95212.52,Success
INTJ,ENFP,50762.43,69199.44,Failure
ENTJ,INFP,54881.32,64172.62,Failure
INTJ,ISTJ,70717.71,83851.42,Success
INTP,ESTP,40609.69,68623.22,Failure
INFJ,ENTP,40082.14,47635.91,Failure
INFJ,ENFP,79092.71,94453.13,Success
ENFJ,ISTJ,55783.81,72119.75,Failure
INFP,ISFP,87578.09,86804.83,Failure
ENTJ,ENTJ,34213.51,43383.96,Failure
ESFJ,ESTP,86460.58,81659.45,Failure
ESFP,INTP,62334.38,67952.29,Success
ESTP,ENTJ,86926.13,48851.01,Success
ISTJ,ESTJ,43742.62,86698.6,Success
ESTJ,ISFP,71395.65,34184.6,Failure
ENTP,ISTJ,35756.69,91473.74,Failure
INFJ,INTP,52068.55,47466.69,Failure
ESFJ,INFP,39939.48,41594.59,Success
ENTJ,ESFJ,97560.25,61476.19,Failure
ESTP,ESFJ,92953.44,60393.25,Failure
ENFJ,ESFP,87545.97,98604.42,Failure
ENTJ,ESFP,89711.27,32214.12,Success
INFJ,INTP,34987.89,98146.17,Success
INFJ,ESFJ,50864.56,62092.44,Success
INTP,ISFJ,48710.1,67449.4,Success
ESFP,ENFJ,49095.72,60292.82,Success
ISTP,INFP,32118.88,37586.79,Success
INTJ,INTJ,50915.15,75187.02,Success
ESTJ,INTJ,70096.22,61975.46,Success
ENTP,INTJ,94637.82,60357.91,Success
ESTP,ESFP,34940.58,41471.9,Failure
ESFJ,ESFJ,75002.66,64704.8,Success
INFJ,ENFP,37143.42,69749.74,Failure
ISTJ,ESFP,52662.34,95005.87,Success
ENTP,ESFJ,93701.63,43959.94,Success
ISTJ,ENTP,64784.7,86796.91,Success
ENTJ,ENTP,83093.48,30777.03,Success
INTJ,ENTJ,56843.65,82007.61,Success
ESTJ,ENFJ,57560.26,91268.59,Success
ESTJ,ENFJ,51009.54,99390.28,Failure
ENFP,ISFJ,63566.97,68908.12,Success
INFJ,INTP,87278.47,73113.44,Success
ENFJ,ESTP,38550.15,44978.68,Failure
ESTJ,ESFP,43206.32,33973.97,Failure
ISTP,ISFJ,75224.01,39430.12,Success
INTP,ESFP,55068.82,69685.22,Success
INTP,ESFJ,90341.27,60844.14,Success
ESTJ,ENFJ,34466.18,72222.41,Success
INTP,ENTP,85082.38,44591.49,Failure
ESTJ,ENFJ,97587.45,78155.71,Success
ENTJ,ISTJ,73757.6,86169.67,Failure
ENFJ,INTP,45107.87,36025.04,Success
ISFJ,ESFP,96267.98,81546.06,Success
INFJ,ENTJ,66630.73,49933.99,Success
INTJ,INTJ,32840.14,47073.03,Failure
ISTP,ESFP,46634.88,85471.61,Failure
ISTJ,ESFJ,57278.9,81728.11,Success
ENTJ,ISFJ,42439.93,31427.17,Success
INTP,INTP,34550.73,91586.56,Failure
ESFP,INFP,78529.81,78811.23,Failure
INTP,ESFJ,44382.45,57472.78,Success
INTP,INTJ,61778.29,46509.85,Success
ESFP,ENTP,93416.3,52468.99,Failure
INTJ,ISFP,41620.87,38791.61,Success
ESTP,ISTJ,40661.09,71444.37,Failure
INTJ,ESFJ,49571.92,59798.13,Failure
ESFP,ESFJ,39712.16,97169.26,Success
ISFJ,INTP,91303.38,31299.7,Failure
ENFP,INTP,87728.57,32615.06,Failure
ENFP,ISTJ,31846.94,57741.41,Failure
ISTJ,ESFJ,54168.1,55380.55,Success
ISFJ,ESFP,68327.33,48556.3,Failure
ESTJ,ESFJ,72220.02,43867.23,Failure
ESFJ,ENTJ,55762.97,37302.82,Failure
ISTJ,ISTP,90508.38,62018.57,Success
INFJ,INTJ,83848.28,49796.28,Failure
ENTJ,INTP,63292.18,94832.87,Failure
ISTJ,ENFP,44219.1,81560.24,Success
INTP,INFP,83679.81,98428.15,Failure
INFP,INTJ,31062.53,92120.89,Failure
ISTP,ENTP,94401.73,65359.17,Success
ESFP,ISFP,76315.24,98489.42,Success
INFP,ENFP,36885.12,35058.75,Failure
ESTJ,ENTP,59426.98,71732.64,Failure
INTP,ENTJ,92559.91,67539.24,Failure
ESFP,ISTJ,73895.6,83614.46,Success
ESFJ,INFJ,58048.07,88078.44,Failure
ESFP,ENTP,46285.26,86052.45,Failure
ISTJ,ISFP,67956.87,70021.24,Success
ESFJ,ISTJ,91833.21,46831.02,Success
INFJ,ESTP,36251.56,50917.26,Failure
ISTP,ENTP,83346.28,78654.36,Failure
ISFJ,ISFJ,74737.79,31777.28,Success
ESTP,ISTP,63775.41,83154,Success
INFP,ISTP,72757.58,60100.09,Failure
ISFJ,INTJ,58758.11,46763.68,Failure
ESTJ,INTJ,59672.17,67373.58,Failure
ENFP,INFP,78468.75,93901.36,Success
ENFJ,INFJ,75663.46,64639.35,Failure
ISTP,ISTP,75736.9,76017.49,Failure
INTP,INFJ,30085.72,82200.54,Success
INFJ,INFP,73368,43338.11,Failure
INTP,ENTJ,51752.36,44957.61,Failure
ESTJ,ISTJ,99978.16,76261.81,Success
INTP,INTP,31307.81,74455.96,Success
INFJ,ISFJ,82472.98,78649.08,Failure
ENTJ,ISTP,61611.2,69264.75,Failure
ESFJ,INTJ,92404.68,72847.84,Failure
ENFJ,ESTP,40903.95,71795.22,Failure
ISTP,ISTJ,94624.06,43844.86,Failure
ISFP,INTJ,57679.28,72510.41,Success
INTJ,ISTJ,74770.54,52275.24,Failure
ESFP,INFP,79045.68,55036.01,Failure
ENFP,ENFJ,41503.99,93994.55,Success
ENTJ,INTJ,58064.81,67118.17,Failure
ESTP,ISFJ,67785.31,48170.12,Failure
ESFJ,ISTP,85344.54,83276.54,Success
ENFJ,ISFJ,40051.85,60022.9,Failure
ISFP,INFJ,95361.16,55230.8,Success
ISFJ,ISTJ,66613.05,85445.4,Failure
ISFJ,INTJ,84662.8,92857.51,Failure
ISFP,ESFP,92665.88,71803.91,Success
INTJ,ESFJ,74662.6,36666.02,Success
ISTJ,ISFP,47651.16,90815.63,Success
ISTJ,ENFJ,94520.05,82206.08,Failure
ISTJ,ISTP,69865.93,96373.64,Success
ENFJ,ISFP,57264.97,46659.76,Success
ENFP,ENFJ,48042.89,51725.3,Failure
ISFP,ISTJ,77076.65,78550.24,Success
ENFP,ESTJ,49615.63,57593.62,Failure
ENFJ,INTP,84793.9,84570.08,Success
ESFJ,INFJ,79754.8,63580.85,Success
ISTJ,ENTJ,79080.42,47257.63,Success
ESFJ,INFP,75262.04,47428.37,Success
ISFJ,ENFP,90924.69,34075.22,Success
ENTP,INFJ,31080.74,96272.83,Failure
ENFP,ENTJ,70217.61,42944.22,Failure
ESTP,INTJ,87899.67,54848.24,Success
ISTJ,ESFP,62993.89,82936.29,Failure
ENFJ,ISFJ,67599.81,63365.98,Success
ISTJ,ENTJ,64660.78,67568.65,Failure
ENFP,ENTP,54486.49,43075.67,Success
ESTP,ISFP,80244.52,57531.13,Success
INFP,ISFP,67870.58,85140.85,Failure
ESFP,ENFJ,86783.04,96961.35,Success
ENTP,ISTJ,82168.11,85155.29,Failure
INFP,ISFP,36805.99,84940.12,Failure
INTJ,ENFP,38436.13,56028.8,Success
INTJ,ESTP,73710.02,36014.06,Failure
ISTJ,ENFJ,82931.77,65588.69,Failure
ESFP,ESTP,65207.72,37030.83,Success
INFJ,INFP,75627.54,93173.56,Failure
ESTP,ENFJ,79398.31,75364.08,Failure
ESTP,ESTP,72639.88,90450.24,Success
ESTP,ISFP,30674.45,51146.91,Failure
ESFJ,ENFJ,95283.86,84730.88,Failure
INFP,ESFP,95624.79,58840.66,Failure
ESTP,ENFJ,40565.49,32072.84,Success
ESTP,ESFP,80687.71,41638.29,Failure
ENFP,INTJ,32266.3,86515.89,Failure
ESFP,ISTP,80292.84,87805.95,Failure
INFP,INFP,81515.45,76225.58,Success
ESTP,ESFJ,37259.08,41101.38,Failure
ENTP,ENFP,54475.08,85352.54,Success
ESFP,ISFJ,98771.51,53174.7,Success
INFP,ISTJ,87106.12,64300.83,Failure
ENFP,ISTP,77765.8,95824.86,Success
INFP,ESTJ,73188.19,72360.71,Success
ENFP,ESFJ,81854.5,44795.41,Success
INFP,ISFJ,49804.6,50123.98,Success
ESTP,INFP,72603.24,34582.71,Success
ESFP,ESFP,52004.24,51004.66,Failure
INFP,ENTJ,49220.65,90946.46,Failure
ISTP,INFP,92903.46,59442.41,Success
ESFJ,ENFJ,67287.68,74150.79,Success
ISFJ,ENTJ,49392.58,96900.53,Success
INFP,ENFJ,58768.31,89010.79,Failure
INFJ,ISFP,68593.3,91680.27,Failure
ENTP,INTP,41164,95966.56,Failure
INFJ,INTJ,83464.75,71031.59,Failure
ENFP,ENFP,67444.44,77434.76,Failure
ISFP,ESFJ,83571.08,83369.84,Failure
INTJ,ENFP,92542.42,60352.45,Success
ISFP,ISFP,94248.69,65898.06,Failure
ESFP,ISFJ,93744.92,75577.33,Success
ISFJ,ENFP,87999.26,74842.26,Failure
ESTJ,ESTP,59925.47,33231.84,Success
ENTJ,ISFP,81686.63,97216.78,Success
ISFP,ESTJ,82894.1,61458.68,Success
ESTP,INTP,79962.48,68668.29,Success
ESTJ,INFP,40344.55,75860.39,Failure
ISFP,ESTP,36852.76,52013.16,Success
ENFJ,INTP,61385.21,51034.55,Failure
ESFP,INTP,32613.48,43333.84,Failure
ESTJ,ISTP,87963.47,89012.7,Success
INTJ,ENTJ,50029.98,95036.39,Failure
INTJ,ESFP,78123.21,74922.24,Failure
ENTJ,INFP,76777.52,32749.09,Success
ENFJ,INFJ,93891.25,41018.96,Success
ISTJ,ESTJ,56435.48,58344.15,Success
ISFP,ENFP,56706.4,80131.4,Success
ESTJ,ISFJ,78080.46,81838.6,Success
INTP,INFP,60295.77,92660.58,Failure
ISFP,ESTJ,93974.76,43449.01,Success
ISTJ,INFP,33219.18,79758.62,Failure
ESTJ,ESTJ,99031.19,67352.64,Success
ESFJ,ESTP,48652.16,41345.47,Failure
ENFJ,ESFP,66865.61,47754.39,Success
INTJ,ISTJ,56470.6,84540.66,Success
ENTJ,ENTP,34659.45,88280.02,Success
ESFP,ISFP,38011.8,70585.4,Failure
ESTP,ENFJ,84909.54,47987.93,Failure
ESTP,ESTJ,48997.48,56123.95,Success
ISTJ,ENFJ,46318.07,81599.78,Success
INTJ,ENTP,96262.38,81134.4,Failure
ENFP,ENFP,72038.28,62611.35,Success
ENFP,ENFJ,57610.77,71459.14,Success
ESTJ,INTP,95762.2,41520,Success
ENFJ,ISTP,40626.57,99989.11,Success
ESFP,ENTP,91446.77,96027.81,Failure
ISFJ,ENTP,59989.42,61998.83,Failure
INTP,ENTP,51751.01,47877.52,Failure
ESFJ,ENTJ,54253.36,85516.52,Success
ESFP,INTP,81563.35,56668.88,Failure
ESTJ,ISFJ,77151.28,60804.82,Success
ENTP,ESFJ,58220.87,88410.46,Failure
ESTP,INFP,82482.62,72884.6,Success
ISFP,INTJ,37925.18,44541.11,Failure
ENTJ,INFP,74825.78,92455.18,Success
ENFJ,INFP,48705.78,88926.56,Failure
ENFJ,ISFP,51046.72,89776.11,Failure
ISFP,ISTJ,94169.88,37119.49,Failure
ESFJ,ENFJ,88430.19,63211.53,Failure
ESTJ,ISFP,73829.41,88382.49,Failure
INFP,ISFP,39363.13,60443.23,Failure
ESFJ,ISFP,94742.02,85975.75,Failure
ISTJ,INFP,89415.84,56640.14,Failure
INFP,ISFP,43774.44,91403.09,Failure
ESFJ,ENFJ,97787.61,44384.1,Failure
ENTJ,ISFJ,68191.9,87641.88,Success
ISFJ,INFP,92587.79,69623.23,Success
ENTP,ENTP,80319.71,79374.03,Failure
ENTJ,ENTP,37838.01,96356.75,Failure
ENFP,INFP,37919.9,93292.28,Failure
ENFJ,ESTP,37263.85,91991.15,Success
ESTJ,INFJ,40381.38,85960.63,Success
ESTJ,INTP,52536.21,30091.72,Failure
INFP,ESTP,53453.7,50192.51,Success
ENTJ,ESFJ,59428.85,80703.98,Success
ENFP,INFJ,53969.63,90537.36,Failure
INTP,ENFP,39775.54,66101.32,Success
ESFP,ESTJ,41287.66,96006.34,Success
ENFP,ENTP,99137.78,40291.85,Failure
ENFP,INTJ,79202.65,83750.85,Success
INTJ,INTP,46732.26,68771.85,Success
ESTJ,ENFJ,64188.84,67557.77,Success
ISFP,ESTP,71263.15,36766.28,Failure
ENFJ,INFP,83369.82,67594.54,Success
ISTP,ISTJ,87979.92,54540.38,Success
ESTJ,ESTJ,72878.32,64069.95,Success
INFJ,ISFJ,38338.6,74744.4,Failure
ISTJ,INTP,81855.88,64166.45,Success
INFP,INFP,32318.64,92920.04,Failure
INFP,INFP,84913.01,92135.24,Failure
INTP,ENTP,61512.49,98671.64,Failure
INFJ,ESFJ,63937.46,39827.79,Failure
INFP,INFJ,75149.93,77621.59,Success
INFJ,INFP,77518.83,93711.26,Success
ESTJ,ENFJ,67616.2,91523.78,Failure
ISFP,ENTJ,70142.93,56969.62,Failure
ISFP,INFJ,78197.67,49263.46,Failure
ENFJ,ISTP,43206.9,57324.35,Failure
ISFJ,ESFJ,40141.53,62090.04,Failure
INTP,ESFP,32857.43,61054.11,Success
ISFP,ESFJ,57064.13,50216.69,Success
ESFJ,INTJ,61797.85,84614.21,Failure
INFJ,ESTJ,79947.42,37196.93,Success
ENTJ,ISTJ,55577.47,77523.84,Success
ENTP,ENFJ,55189.59,62611.57,Success
ENFP,ESTJ,94473.61,31332.89,Failure
ISTJ,ESTP,35355.81,77662.95,Failure
ENTP,ISTJ,62099.75,64453.82,Failure
ENFJ,ENFP,85648.5,91617.63,Failure
ENTJ,ISTP,62143.69,31042.28,Success
ISFP,ENTP,43854.28,78567.42,Failure
INTJ,ENFJ,85208.18,56772.11,Success
INTP,ENFP,73016.48,87912.77,Success
ISTP,ENFP,52518.16,46524.96,Failure
ENFJ,ESTP,54082.59,43485.44,Failure
ENTJ,ENFJ,58593.52,72862.26,Failure
INTJ,ISFJ,95451.34,96285.88,Failure
ISTJ,INFJ,41750.07,57686.57,Failure
ENTP,INFJ,70266.65,60251.45,Failure
ESFJ,INFP,57378.75,77817.63,Failure
INFP,ENFJ,63520.45,66550.4,Success
ENFJ,INTJ,91089.82,42788.97,Success
ISFJ,ISTJ,82550.43,42056.86,Success
ISTP,INTJ,78455.65,70791.54,Failure
ISFP,ESFJ,30979.31,38563.95,Failure
INTJ,ISTP,90524.06,40519.59,Success
ISTJ,ISTJ,31732.08,56100.48,Success
INFP,INFJ,78652.81,93284.63,Success
ESFP,ISFP,61004.12,99838.19,Success
ENFP,INTP,98594.21,49025.37,Success
ESFP,INTJ,70929.32,54922.16,Success
ENTP,ENFP,69163.62,96250.02,Success
ENFJ,ENTJ,92089.73,97180.99,Success
ENTP,ENFP,76967.53,46901.87,Failure
ESTJ,ESFJ,77654.73,34901.57,Failure
ENTJ,ESFJ,85351.98,63818.25,Success
ESFP,INFJ,48614.1,78489.14,Failure
ENTP,ISFJ,89661.01,31216.36,Failure
ISTP,ENFP,75405.08,67650.09,Success
ISFP,ENFP,83161.95,36493.89,Failure
ISFP,ESTP,54162.58,32415.26,Success
ISFP,ISFJ,31927.41,90123.77,Failure
ISTP,ISFP,37145.44,72056.87,Failure
ISFJ,ENFJ,51880.6,36194.52,Failure
ENFP,ISTJ,60229.83,39585.78,Success
ENFJ,ENTP,64609.14,80289.2,Success
INTJ,ISFJ,80229.97,69650.38,Failure
ISFP,ISTP,80123.83,33906.66,Success
ISTJ,ESFJ,73027.31,37885.49,Success
ENFJ,ESFP,73415.57,64018.18,Success
ESFP,INFP,65776.67,37362.23,Failure
ISTP,ISFJ,76529.56,82716.38,Failure
INFP,ESFJ,63836.3,46173.36,Failure
INFJ,INFP,65773.44,73152.33,Failure
ISTP,ENTJ,49169.27,81746.95,Success
INFP,ESTJ,42086.07,44775.28,Failure
ESFJ,ESFP,58180.11,38693.9,Success
ENTJ,INTJ,79167.8,67701.21,Failure
ISTP,ISFP,71493.54,85581.06,Success
ENFP,ISTP,56623.8,54947.5,Success
ISFP,ISTJ,76116.5,30391.22,Failure
ISFP,ISFJ,31322.87,81458.02,Failure
ESFP,ESFP,70008.8,36156.44,Success
ESTJ,ENFP,84618.73,67560.44,Success
INTJ,ISFP,93388.37,34045.8,Failure
ESTJ,ESFJ,38997.64,85896.98,Failure
ISTJ,INTJ,44632.58,67566.59,Success
ISFJ,INTP,77405.78,72908.97,Success
INFJ,ISFJ,30889.84,38001.37,Failure
INTJ,ISTP,86567.1,41827.39,Success
INTP,ESFP,57085.71,92572.95,Failure
ENFP,ENFP,49929.39,87344.55,Success
INFJ,ISTP,56461.69,35122.04,Failure
ESTP,ENTJ,91526.88,84886.98,Success
ISTP,INFJ,65007.15,79030.27,Failure
ISTJ,ENTJ,45981.72,74204.21,Success
INTJ,ISFP,31457.21,62607.81,Failure
ISFP,ENFJ,88737.43,71430.13,Success
ENTJ,ENTP,52687.25,38920.44,Success
ISTJ,INTJ,53219.83,97528.63,Success
ESFJ,INTP,77805.8,62532.37,Success
ENFP,ENFJ,59654.58,86764.12,Failure
ENTJ,ENTP,85544.54,83626.06,Success
ESFJ,INFJ,67044.35,48479.47,Success
