"ZIQ","Piv","Target","Zyrc","Xelco","Yulos","Pilms","WAC"
1.95,39,10190.94,"Solario",1995,22,10056.1578947368,"ET"
2.52,14,10257.1,"Solario",1982,55,2656.36363636364,"FB"
2.38,7,13243.01,"Vibranto",1983,46,5080.65957446809,"FB"
2.08,21,11786.88,"Esplen",1995,90,7232,"FC"
2.64,8,11740.17,"Esplen",1987,18,15912.1111111111,"EM"
2.5,10,13252.73,"Vibranto",2016,23,2360.7012987013,"FB"
2.97,21,11706.68,"Esplen",1985,55,8773,"FB"
2.08,10,13200.19,"Vibranto",1983,47,4018.65957446808,"FB"
2.77,29,9719.67,"Quilante",1989,85,2119.47619047619,"FB"
3.14,69,11703.02,"Esplen",2013,81,18192.6666666667,"FB"
1.89,3,10197.8,"Solario",1988,43,2520.22222222222,"FB"
2.74,8,9726,"Brillante",2019,38,13437,"EM"
2.21,10,11764.8,"Esplen",2015,66,14776,"FC"
2.47,12,11758.69,"Esplen",1987,49,4372.10101010101,"FB"
2.85,8,9698.98,"Quilante",1984,12,5813.90322580645,"FB"
2.33,38,9775.71,"Quilante",1972,29,12846.3333333333,"ET"
1.81,10,13181.89,"Vibranto",2009,70,4070,"FC"
2.06,1,9800.97,"Quilante",1977,97,4661.36363636364,"FB"
2.4,45,10235.8,"Solario",2008,69,6474.66666666667,"ET"
2.32,75,9766.73,"Quilante",2012,37,1596.82978723404,"FC"
2.48,9,13232.45,"Vibranto",1972,36,6905.91304347826,"ET"
2.35,26,9770.17,"Quilante",1973,75,4740.86301369863,"FC"
2.6,54,10269.84,"Solario",2002,59,5677.8064516129,"ET"
3.02,1,10312.2,"Solario",1977,16,4522,"EM"
2.6,9,11755,"Esplen",1995,68,1778.46153846154,"EM"
1.79,6,11831.3,"Esplen",1978,50,2550.34426229508,"FC"
2.99,42,9701,"Brillante",2013,55,4392.79245283019,"EM"
2.72,44,10277.87,"Solario",1974,43,5574.81927710843,"FB"
2.77,21,5440.71,"Ardent",2005,95,4905.47619047619,"EM"
2.77,6,10277,"Brillante",1978,78,3425.77777777778,"EM"
2.32,43,10224.67,"Solario",1983,14,5985.2688172043,"EM"
2.45,17,11774.02,"Esplen",1965,33,5001.30303030303,"ET"
1.5,12,11843.17,"Esplen",1978,35,8554.85714285714,"FB"
2.27,13,5165.07,"Ardent",1991,40,5974.91525423729,"FB"
1.74,10,10163.06,"Solario",1989,5,1751.47619047619,"EM"
2.92,66,9712.67,"Quilante",1991,93,8514.15789473684,"FB"
2.6,5,13239.86,"Vibranto",2009,77,100296,"EM"
2.76,61,10286.46,"Solario",1993,56,10587.3076923077,"ET"
2.09,49,9789.63,"Quilante",1994,61,3258.30303030303,"ET"
2.11,4,13215.5,"Vibranto",2002,89,7181,"EM"
1.4,43,13126.97,"Vibranto",1988,12,6210.34426229508,"FB"
2.77,23,13267.87,"Vibranto",2007,72,3341.0243902439,"ET"
2.23,9,5084.51,"Ardent",1999,29,5259.07692307692,"EM"
2.37,1,9748.65,"Quilante",1984,54,5131.82978723404,"ET"
2.4,27,5717.94,"Ardent",2006,82,3734.63157894737,"FC"
3.43,84,13341.53,"Vibranto",2005,9,5098.05128205128,"FB"
2.9,4,10296.18,"Solario",1967,14,8449.42857142857,"EM"
2.59,10,9741,"Brillante",1977,75,3086.58139534884,"EM"
2.75,6,10275,"Brillante",1992,93,4456.78431372549,"FB"
3.25,11,10321.48,"Solario",2009,8,2874.18181818182,"ET"
2.12,24,9788,"Brillante",1985,2,2922.9010989011,"ET"
2.49,12,9736.51,"Quilante",2015,88,3216.42528735632,"ET"
3,17,9687.65,"Quilante",2001,57,11679.3333333333,"FC"
1.88,53,10203.33,"Solario",1973,1,3808.07692307692,"FC"
2.21,2,13209.14,"Vibranto",1971,57,4840.71428571429,"EM"
2.06,13,10223.06,"Solario",1972,13,2982.34426229508,"EM"
2.2,13,10226.96,"Solario",2005,28,3595.14285714286,"FC"
2.71,31,11724.76,"Esplen",2004,13,2107.53731343284,"FC"
2.99,1,11693.27,"Esplen",2001,7,9480.33333333333,"ET"
2.58,5,9742,"Brillante",2017,7,2943.65957446808,"ET"
2.17,3,9778.44,"Quilante",1997,81,3357.91525423729,"ET"
2.6,5,10263.19,"Solario",1978,61,4266.13793103448,"FB"
2.82,23,13285.7,"Vibranto",1966,50,4893.8064516129,"FB"
2.48,7,5042.52,"Ardent",2019,35,1635.5,"EM"
2.3,2,9780.26,"Quilante",1994,56,5964.79069767442,"FB"
2.23,9,10225.36,"Solario",1974,28,5139.81632653061,"FB"
1.72,4,5011.2,"Ardent",1998,28,11211.3333333333,"ET"
1.56,15,13155.48,"Vibranto",1998,2,4632.5,"FB"
2.72,25,13268.73,"Vibranto",1995,72,5371.66666666667,"FC"
2.61,23,13278.39,"Vibranto",1971,95,20772,"FC"
2.46,11,5109.38,"Ardent",2015,16,20808,"ET"
2.89,44,10307.54,"Solario",2009,45,5127.92783505155,"EM"
2.76,4,10276,"Brillante",1996,7,5901.35294117647,"ET"
2.21,25,10226.7,"Solario",1975,85,8404.35294117647,"EM"
2.13,15,9786.71,"Quilante",1992,48,2848.15151515152,"ET"
2.25,9,9781.82,"Quilante",1982,97,4816.11111111111,"ET"
2.38,18,9771.04,"Quilante",2000,14,8362.27586206897,"FC"
1.93,22,9812.01,"Quilante",2006,78,8906.66666666667,"ET"
2.31,9,10240.69,"Solario",1969,6,11190.3333333333,"ET"
1.99,48,9801,"Brillante",2013,60,4958.2688172043,"FB"
2.59,8,13249.8,"Vibranto",1973,88,4461.27536231884,"ET"
2.13,20,10213.89,"Solario",2011,71,4573.2688172043,"ET"
3.01,20,11698.8,"Esplen",1987,15,1728.95652173913,"EM"
2.63,90,9737,"Brillante",2011,44,4617,"EM"
2.73,4,11722.7,"Esplen",1994,37,5828.90322580645,"EM"
2.69,30,9722.59,"Quilante",1999,67,5253.11111111111,"FC"
2.12,28,11807.87,"Esplen",1975,12,2554.36363636364,"FB"
3.11,23,11682.36,"Esplen",2005,72,3774,"FB"
3.14,13,5171.68,"Ardent",1981,69,13028.9090909091,"ET"
2.13,13,9776.96,"Quilante",1997,68,7404.77777777778,"FC"
2.76,19,13257.48,"Vibranto",2013,81,4808.22222222222,"ET"
2.81,3,10270.74,"Solario",1983,40,2741.79245283019,"ET"
2.83,35,10289.81,"Solario",1980,10,1982.10101010101,"ET"
2.35,47,9758.77,"Quilante",2010,65,101746,"FC"
1.93,2,9807,"Brillante",2005,87,5482.38596491228,"FB"
2.87,2,9713,"Brillante",1989,47,4001.56790123457,"FC"
3.74,40,6597.77,"Ardent",2014,60,7778,"ET"
2.48,62,13249.75,"Vibranto",2007,33,52468,"ET"
2.69,12,13272.8,"Vibranto",1998,99,4830.15151515152,"FC"
2.45,3,13250.93,"Vibranto",2009,35,7077.8064516129,"ET"
2.3,4,9760.17,"Quilante",2009,82,1530,"ET"
2.03,32,6018.77,"Ardent",2005,96,5620.2688172043,"FB"
2.75,4,13273.07,"Vibranto",2016,46,2219.91304347826,"FC"
2.76,4,9709.22,"Quilante",1991,99,3278,"FC"
2.68,0,9732,"Brillante",1971,66,1773,"FC"
2.64,30,5902.86,"Ardent",1983,28,8863.33333333333,"FC"
2.72,34,11727.15,"Esplen",1999,40,5755.47058823529,"EM"
2.22,30,11780.16,"Esplen",1988,49,10011.8571428571,"EM"
1.87,12,11820.81,"Esplen",1985,33,2129.58823529412,"FC"
1.94,41,9814.61,"Quilante",2005,55,3198.82278481013,"ET"
2.61,33,6077.37,"Ardent",2014,23,2006.86301369863,"EM"
3.29,10,11665.34,"Esplen",1969,27,3607.35135135135,"FC"
2.12,13,5186.8,"Ardent",1978,11,4359.45070422535,"FC"
3.24,28,9670.8,"Quilante",1999,36,3446.66666666667,"FB"
3.25,2,13326.07,"Vibranto",1986,87,4074.58823529412,"FB"
2.6,6,9750.42,"Quilante",1976,43,103785,"ET"
3.42,2,11665.78,"Esplen",2009,67,6520.91304347826,"ET"
2.5,1,9756.15,"Quilante",2005,87,52509,"ET"
2.22,29,13225,"Vibranto",1977,89,3690.82278481013,"FC"
2.43,10,5114.4,"Ardent",1977,15,53847,"FB"
2.77,23,9728.67,"Quilante",1965,24,7603,"EM"
2.64,12,9736,"Brillante",1993,48,2705.78431372549,"EM"
1.9,62,11816.36,"Esplen",1999,86,5829.90322580645,"FB"
2.16,9,9776.73,"Quilante",2017,94,2963.91304347826,"FC"
2.55,57,13238.41,"Vibranto",1988,45,4836.42857142857,"ET"
2.96,30,5892.49,"Ardent",1986,1,3884.57894736842,"ET"
2.37,2,10228.08,"Solario",1995,33,5762.30158730159,"ET"
3.21,27,13330.85,"Vibranto",1997,66,5180.57142857143,"FB"
2.58,22,10258,"Brillante",2014,25,5346.15384615385,"FB"
2.4,19,11767.86,"Esplen",1990,6,3729.91525423729,"ET"
3.5,16,11658.96,"Esplen",1990,31,9907.90909090909,"FB"
2.96,31,10312.59,"Solario",2006,95,4672.42528735632,"FB"
2.79,7,13279.29,"Vibranto",2017,79,2825.18181818182,"ET"
2.78,12,11715.89,"Esplen",1998,30,1447.79069767442,"ET"
2.39,3,9761,"Brillante",2009,60,9248.15789473684,"FC"
1.93,10,5094.45,"Ardent",1973,20,101715,"EM"
2.49,6,13265.75,"Vibranto",2019,59,2325.85185185185,"ET"
2.52,38,9748,"Brillante",2017,67,5208.78431372549,"FB"
2.18,7,11771.8,"Esplen",2008,69,4309.79245283019,"FC"
2.95,4,11703.63,"Esplen",2000,17,7385.14285714286,"FB"
2.61,21,10259.79,"Solario",1989,41,9829,"EM"
2.34,9,9778.47,"Quilante",1974,95,15616.7142857143,"FC"
2.3,31,13219.83,"Vibranto",1982,31,11357.9090909091,"EM"
2.33,110,13260.34,"Vibranto",1985,80,3575,"FC"
2.36,24,13234.14,"Vibranto",2019,23,3370.72727272727,"FC"
2.45,0,9755,"Brillante",1971,24,6106,"FC"
2.09,12,11783.04,"Esplen",1999,42,5185.05128205128,"FC"
2.72,40,11739.33,"Esplen",1977,41,6210,"FC"
2.83,9,13267.43,"Vibranto",1981,78,4722.33333333333,"FB"
1.44,0,10155.33,"Solario",1983,58,4106.13793103448,"FB"
1.91,6,9804.96,"Quilante",1973,32,14087.1111111111,"FC"
1.77,1,9823.24,"Quilante",2002,90,6791.45454545455,"EM"
2.87,7,13285.43,"Vibranto",1990,36,5197.10101010101,"FB"
2.74,18,9726.72,"Quilante",2017,56,7018.66666666667,"FC"
2.46,46,10249.44,"Solario",2005,74,7165.0243902439,"FC"
3.28,38,13319.89,"Vibranto",1997,96,14900,"EM"
2.38,27,11749.23,"Esplen",2011,51,5106.79245283019,"ET"
2.83,36,9705.09,"Quilante",2000,5,3535.91304347826,"FB"
2.36,1,10238.31,"Solario",2018,86,5583.15151515152,"FB"
2.48,1,10257.66,"Solario",1971,27,5940.66666666667,"ET"
2.11,20,11783.6,"Esplen",2013,10,7284.7027027027,"EM"
1.48,15,11863.56,"Esplen",1978,94,5166.79069767442,"FC"
2.83,106,10262.42,"Solario",1971,72,4114.10256410256,"ET"
3.05,9,10295.2,"Solario",1988,76,6025.45454545455,"EM"
1.84,7,9816,"Brillante",2017,91,2435.63157894737,"EM"
2.03,4,10204.92,"Solario",1972,52,1588.95652173913,"FB"
2.62,1,13258.85,"Vibranto",1991,21,5384.22222222222,"ET"
2.94,19,11709.1,"Esplen",1976,88,2785.33333333333,"ET"
2.97,20,10300.66,"Solario",1994,54,3153,"ET"
2.35,59,10235.95,"Solario",1998,66,4144.9010989011,"FC"
2.46,1,10233.41,"Solario",1972,99,3974.66666666667,"ET"
2.21,9,11776.61,"Esplen",1971,43,7974.55555555556,"FC"
2.74,35,9726,"Brillante",1995,29,5350,"FC"
1.98,57,13192.73,"Vibranto",1998,18,9718.35294117647,"EM"
3.07,56,11702.12,"Esplen",1972,7,1864.79069767442,"FC"
2.76,11,10281.71,"Solario",2004,31,4717.33333333333,"EM"
3.16,2,10319.96,"Solario",1987,31,7249.95238095238,"FC"
1.61,17,11844.78,"Esplen",1981,7,5129.78431372549,"FC"
2.78,0,4995.55,"Ardent",1988,94,6606.14285714286,"FC"
2.39,19,13231.46,"Vibranto",1991,54,3854.78431372549,"FB"
2.82,14,9720.58,"Quilante",1975,56,12984.9090909091,"FC"
2.66,14,11734.74,"Esplen",1996,53,6187.07692307692,"ET"
2.65,1,11752.57,"Esplen",1998,86,9404.35294117647,"FB"
2.18,37,13219.95,"Vibranto",2011,53,6349.22222222222,"FC"
2.47,8,9753.18,"Quilante",1987,99,3216.35135135135,"ET"
1.73,5,10192.1,"Solario",1971,25,2515.56790123457,"ET"
2.27,2,11774.87,"Esplen",1980,74,5794.14285714286,"FB"
2.37,57,9763,"Brillante",2001,19,9465.90909090909,"FC"
2.64,14,13261.19,"Vibranto",1981,27,3659.45070422535,"FC"
2.26,43,11771.74,"Esplen",2004,32,4979.42528735632,"ET"
2.29,1,5006.4,"Ardent",1972,81,2131.81927710843,"FB"
1.94,4,10193.59,"Solario",1966,69,3146.35135135135,"FC"
1.78,1,10190.32,"Solario",2015,21,3445,"ET"
2.27,1,11790.35,"Esplen",1969,93,2240.66666666667,"EM"
2.75,27,11716.25,"Esplen",1990,81,4457.86301369863,"FB"
3.28,4,9661.4,"Quilante",1989,63,7768.42857142857,"FB"
2.08,29,13201.3,"Vibranto",1982,48,5833.86301369863,"FB"
1.55,8,11838.14,"Esplen",2002,49,4605.30303030303,"FC"
2.88,47,9712,"Brillante",2007,39,2032.40816326531,"FC"
2.65,33,9735,"Brillante",1997,23,100212,"FB"
2.11,3,11776.16,"Esplen",1990,69,5948.14285714286,"ET"
2.92,2,9700.02,"Quilante",1970,73,6854.65957446809,"FB"
3.54,1,9650.05,"Quilante",2016,54,5939.88888888889,"EM"
2.65,10,10265,"Brillante",1996,50,2907.0243902439,"ET"
2.27,60,9773,"Brillante",1991,20,3047,"EM"
2.43,13,9760.42,"Quilante",1984,4,3004.7012987013,"FC"
2.27,59,9758.57,"Quilante",1973,90,4467.11111111111,"EM"
2.2,41,11760.62,"Esplen",2008,35,3604.42857142857,"FB"
1.89,0,13196.18,"Vibranto",1969,90,5591.77777777778,"EM"
2.26,13,5150.85,"Ardent",2005,78,5110.91304347826,"ET"
3.17,15,10310.14,"Solario",2010,39,3362.13793103448,"FC"
2.65,22,13268.53,"Vibranto",2000,72,2548.10101010101,"ET"
2.63,30,11725.92,"Esplen",1979,82,5805.33333333333,"FB"
2.37,6,11756.39,"Esplen",1996,88,2824.11111111111,"EM"
2.86,7,11724.48,"Esplen",2001,35,12693.3333333333,"FC"
3.07,5,11697.56,"Esplen",2004,57,3721.22222222222,"ET"
2.06,21,9794,"Brillante",1965,80,5374.47058823529,"FC"
3.35,40,9674.44,"Quilante",1972,5,5026.58823529412,"ET"
2.17,101,9786.98,"Quilante",1985,67,2069.79245283019,"ET"
2.55,26,9741.43,"Quilante",2008,24,7102.7037037037,"FC"
2.37,11,10237,"Brillante",1966,7,53508,"FB"
2.14,1,10221.86,"Solario",1992,44,7918.30303030303,"EM"
3.66,7,5049.79,"Ardent",1989,72,3939.34426229508,"FC"
2.85,8,11715.55,"Esplen",1988,80,2647.36363636364,"ET"
2.8,2,9716.9,"Quilante",1978,25,3927.56790123457,"FB"
2.6,68,13259.86,"Vibranto",1978,59,5298.72727272727,"FB"
2.75,27,10263.69,"Solario",2014,93,3916.7027027027,"ET"
2.74,1,13273.08,"Vibranto",2009,32,5994.85185185185,"FB"
2.23,58,11775.18,"Esplen",1975,61,36313.3333333333,"FC"
2.84,31,10283.69,"Solario",2016,19,2812.72727272727,"EM"
1.99,14,11799.58,"Esplen",1973,28,2649.78431372549,"ET"
2.76,29,11716.52,"Esplen",1993,59,1909.79245283019,"EM"
3.05,1,9696.64,"Quilante",1980,18,8608.45454545455,"FC"
2.17,2,10208.68,"Solario",1981,36,4011.47619047619,"FC"
2.79,13,10275.12,"Solario",2011,99,2775.59550561798,"EM"
2.26,38,10222.39,"Solario",2019,42,3487.38596491228,"ET"
2.9,26,13277.98,"Vibranto",1977,71,5119.58823529412,"EM"
2.37,3,10235.57,"Solario",1997,34,4983.85185185185,"ET"
2.06,48,7312.26,"Ardent",1975,82,6514.90322580645,"EM"
2.17,18,13217.38,"Vibranto",2016,21,5176.81927710843,"EM"
2.56,33,10256,"Brillante",1980,46,103105,"FC"
3.49,15,13337.08,"Vibranto",1990,29,10383,"EM"
2.43,44,6945.22,"Ardent",1972,85,1435.05128205128,"FC"
2.99,3,13302.21,"Vibranto",1971,6,3737.38596491228,"EM"
1.58,7,10155.06,"Solario",2003,79,4031.92783505155,"ET"
2.12,28,5789.07,"Ardent",1965,91,7162.91304347826,"ET"
1.69,50,10144.09,"Solario",2006,15,1898.66666666667,"ET"
2.86,11,11712.97,"Esplen",1974,49,1417.33333333333,"FC"
3.06,22,5483.17,"Ardent",2008,28,5608.15789473684,"ET"
2.2,16,5246.17,"Ardent",2009,25,8490,"FB"
2.19,57,9782.44,"Quilante",2003,31,6370.88888888889,"EM"
2.18,7,13216.64,"Vibranto",1969,28,5239.14285714286,"FC"
2.93,7,11701.51,"Esplen",1981,69,7747.42857142857,"EM"
1.89,86,12388.28,"Ardent",1972,75,6420.90322580645,"FB"
2.86,25,9721.39,"Quilante",2006,49,5273.2688172043,"ET"
2.56,48,9748.9,"Quilante",1988,56,6585.15384615385,"EM"
2.67,10,13268.14,"Vibranto",1983,39,6125.30158730159,"EM"
2.56,5,5025.67,"Ardent",2008,51,10452.3333333333,"FC"
2.93,24,10280.13,"Solario",2006,90,4036.81632653061,"FC"
2.59,10,13239.8,"Vibranto",1965,28,2764.82978723404,"FC"
2.83,3,9723.38,"Quilante",2012,84,4546.33333333333,"ET"
2.5,6,9750,"Brillante",1983,46,7177.45454545455,"ET"
3.44,19,5373.38,"Ardent",1979,54,24583,"EM"
2.53,4,9734.73,"Quilante",1983,81,4733.18181818182,"FC"
2.26,8,10220.66,"Solario",1988,56,6859.7037037037,"ET"
2.56,20,11730.25,"Esplen",2006,10,1293.40816326531,"FB"
1.91,33,11813.64,"Esplen",2012,1,3530.85185185185,"FC"
2.18,1,10212.17,"Solario",1995,90,2587.95238095238,"ET"
1.79,2,10194.58,"Solario",1978,73,3975.53731343284,"EM"
2.17,21,11778.17,"Esplen",1985,76,1893.13793103448,"FC"
1.75,6,5035.08,"Ardent",1987,63,5666.82608695652,"ET"
3.32,4,9666.2,"Quilante",1979,19,9464.30769230769,"FC"
2.9,40,11705.19,"Esplen",1975,70,6153,"FC"
2.67,25,11742.81,"Esplen",1987,20,4569.47619047619,"FB"
2.24,22,10224,"Brillante",1994,21,6660.77777777778,"FC"
1.94,11,5108.2,"Ardent",1993,94,3218.22222222222,"FC"
2.05,8,10204.84,"Solario",2004,72,5606.71428571429,"ET"
2.62,39,6505.51,"Ardent",2011,33,7176.0243902439,"EM"
1.57,10,9823.4,"Quilante",2018,68,5652,"ET"
2.55,10,5083.39,"Ardent",1967,76,1873.88888888889,"FC"
2.27,28,11768.49,"Esplen",1984,16,3064.51219512195,"FC"
2.94,24,10294,"Brillante",1976,6,8678.15789473684,"EM"
1.93,54,10197.6,"Solario",1986,47,2342.65957446808,"FB"
2.21,37,11784.13,"Esplen",1995,27,2398.22222222222,"FB"
2.69,4,11744,"Esplen",1984,56,4268,"FB"
1.64,20,9836,"Brillante",1987,78,6386.58823529412,"EM"
2.14,50,9775.77,"Quilante",2013,57,5716.11111111111,"ET"
2.77,67,13272.82,"Vibranto",1972,29,1941.63157894737,"FC"
2.52,1,4996.01,"Ardent",2007,17,2080.33333333333,"FB"
2.28,24,5558.3,"Ardent",1981,53,5333.72727272727,"ET"
2.31,63,8986.28,"Ardent",1977,13,3237.91304347826,"EM"
2.04,56,13200.28,"Vibranto",1965,2,9354.66666666667,"EM"
2.07,6,5024.65,"Ardent",1986,80,8267.30769230769,"FC"
2.89,102,11712.76,"Esplen",2011,10,12767,"ET"
2.03,3,9836.55,"Quilante",1981,90,5323.58823529412,"FC"
2.4,22,11761.89,"Esplen",1974,33,5041.91304347826,"FC"
2.52,27,13254.35,"Vibranto",1966,46,14872,"FC"
2.7,49,7409.82,"Ardent",2010,80,102867,"ET"
2.57,7,13271.64,"Vibranto",1988,14,7148.45454545455,"FC"
2.59,26,10247.53,"Solario",2004,70,2689.91525423729,"FC"
3.12,5,5007.51,"Ardent",1985,32,2486.56790123457,"ET"
2.51,35,9745.12,"Quilante",1996,95,103438,"FC"
1.66,16,13165.53,"Vibranto",1974,57,2864.95238095238,"EM"
2.15,22,10199.16,"Solario",2017,79,4557.33333333333,"FC"
2,11,9804.14,"Quilante",1966,69,2139.13793103448,"ET"
2.42,5,10242,"Brillante",2004,71,3770.34426229508,"FC"
2.29,6,10229,"Brillante",1970,48,6714.71428571429,"ET"
2.18,8,9777.6,"Quilante",1990,14,8883.55555555555,"FB"
2.41,14,11758.37,"Esplen",1981,82,5799.11111111111,"EM"
2.1,7,13214.09,"Vibranto",2001,86,5606.79069767442,"EM"
2.29,7,5054.98,"Ardent",2004,8,1632.51219512195,"FB"
2.4,0,9760,"Brillante",2015,9,18650.6666666667,"EM"
2.31,18,11749.32,"Esplen",1977,51,2316,"FC"
2.75,6,9725,"Brillante",1995,85,5755.42857142857,"EM"
2.89,2,10302.24,"Solario",2016,89,37738.3333333333,"FC"
2.95,38,13291.53,"Vibranto",1974,45,9519.33333333333,"FB"
1.41,32,11859.59,"Esplen",1975,45,7567.45454545455,"EM"
3.18,43,6844.98,"Ardent",1978,13,5238.10101010101,"ET"
2.24,11,9776,"Brillante",2003,36,10828,"EM"
2.45,21,13252.44,"Vibranto",2007,95,1705.46153846154,"FB"
2.5,15,11749.85,"Esplen",1979,49,3199.22222222222,"EM"
2.17,6,13222.33,"Vibranto",1966,90,5548.34426229508,"FB"
2.43,2,5008.27,"Ardent",1973,75,4928.17647058824,"EM"
2.38,15,13242.33,"Vibranto",2019,7,5471.22222222222,"ET"
2.61,13,13246.03,"Vibranto",2019,76,1455.56790123457,"FB"
2.92,28,13280.02,"Vibranto",2010,47,1925.07692307692,"FB"
2.22,36,10230.58,"Solario",2016,33,5040.38596491228,"EM"
2.68,31,9724.47,"Quilante",1987,30,16428.7142857143,"EM"
2.56,49,9744,"Brillante",2015,40,5571.57894736842,"ET"
2.41,13,11739.58,"Esplen",2003,6,4479.82978723404,"ET"
3.38,15,11670.24,"Esplen",2003,16,4206.33333333333,"ET"
2.86,1,13307.7,"Vibranto",1976,82,2221.47058823529,"FB"
1.82,14,5185.76,"Ardent",2016,52,3763,"FB"
2.49,23,9737.36,"Quilante",1970,72,15785,"EM"
2.62,66,9728.56,"Quilante",2006,22,9251,"EM"
2.52,22,9751.94,"Quilante",1965,31,103693,"ET"
2.79,2,10279,"Brillante",1996,55,8437.30769230769,"ET"
3.15,67,11688.86,"Esplen",1984,80,5299.30303030303,"FC"
2.49,16,11745.9,"Esplen",2000,13,7304.85714285714,"FB"
1.95,46,11816.75,"Esplen",2009,69,4440.63157894737,"ET"
3.06,12,9693.95,"Quilante",1976,9,2065.05128205128,"EM"
2.91,1,5011.31,"Ardent",1999,5,2523,"FC"
2.11,3,5009.22,"Ardent",2012,73,2397.79245283019,"FC"
2.7,7,9735.39,"Quilante",2017,58,5345,"FB"
2.69,20,5402,"Ardent",1988,19,13337,"ET"
2.39,9,13241.66,"Vibranto",1999,89,1411.47058823529,"FB"
2.54,22,10259.59,"Solario",2011,60,4409.91525423729,"FC"
2.18,16,10216.96,"Solario",2004,95,2050.86301369863,"ET"
1.92,11,5104.86,"Ardent",2009,22,5280.15151515152,"EM"
2.28,11,9779.78,"Quilante",1987,22,4233.15151515152,"EM"
1.94,34,13204.48,"Vibranto",1977,46,2579.51219512195,"FB"
3.12,25,11686.5,"Esplen",1981,81,6133.35135135135,"EM"
2.34,10,9756.59,"Quilante",2001,60,3612.9010989011,"EM"
1.97,14,10186.18,"Solario",2017,43,3935.07692307692,"FC"
2.57,21,11755.13,"Esplen",1973,35,5738.47058823529,"FB"
3.14,32,13323.65,"Vibranto",1981,44,1542.33333333333,"FC"
2.09,41,13208.44,"Vibranto",1997,55,3374.91304347826,"ET"
2.23,3,11785.71,"Esplen",1970,4,3080.47058823529,"ET"
2.99,9,10287.04,"Solario",2004,96,14222.1111111111,"FC"
2.45,12,13226.13,"Vibranto",1984,82,5971.2688172043,"ET"
3.52,14,10342.78,"Solario",1989,55,7558,"FB"
2.58,2,9724.65,"Quilante",1995,32,1439.79069767442,"EM"
2.19,9,11782.89,"Esplen",2001,54,6083.53731343284,"EM"
3.1,7,10299.72,"Solario",2019,52,6069.58139534884,"EM"
3.17,30,13318.39,"Vibranto",1966,63,4622.78947368421,"FC"
2.55,2,11748.83,"Esplen",2001,50,4020.13793103448,"EM"
2.64,4,11725.44,"Esplen",2012,62,3390.17647058824,"ET"
2.51,10,10271.46,"Solario",1997,20,10235.5555555556,"FB"
1.88,29,10188,"Brillante",1976,67,7693.66666666667,"FC"
2.19,29,13223.55,"Vibranto",1997,15,16093,"ET"
2.54,0,11744.73,"Esplen",1971,93,7553.90476190476,"EM"
1.52,37,9848,"Quilante",2016,87,6754.85185185185,"EM"
2.65,22,13269.95,"Vibranto",2005,96,2260,"EM"
2.98,34,11694.8,"Esplen",1995,58,6371.8064516129,"FB"
2.55,5,11724.36,"Esplen",2007,72,3163.72727272727,"ET"
2.82,1,11694.58,"Esplen",1970,51,8874,"FB"
3.17,26,11691.4,"Esplen",1995,37,1116.2688172043,"FB"
3.21,13,9674.43,"Quilante",1967,69,5619.30158730159,"ET"
1.96,1,11795.22,"Esplen",1997,96,51289,"ET"
2.01,20,10213.04,"Solario",1966,57,3389.63157894737,"EM"
2.46,15,10246,"Brillante",1984,24,4326.82278481013,"FC"
2.93,46,9716.29,"Quilante",1996,88,11427.6666666667,"ET"
3.31,1,9672.38,"Quilante",2008,33,7989.66666666667,"EM"
2.52,7,9748.5,"Quilante",1991,90,5215.91525423729,"ET"
2.73,16,9732.1,"Quilante",1971,13,5759.91525423729,"FC"
2.43,64,10252.04,"Solario",2002,28,3093.91304347826,"FB"
3.22,10,5112.11,"Ardent",1974,38,2332,"ET"
2.28,12,13222.85,"Vibranto",1992,32,3216.88888888889,"EM"
1.97,6,9816.89,"Quilante",1968,59,3244.81632653061,"FC"
2.6,4,9737.19,"Quilante",1996,8,3204.58823529412,"EM"
2.06,6,9779.99,"Quilante",1971,12,4038.30158730159,"ET"
2.67,28,9720.64,"Quilante",2008,96,5754.91304347826,"FC"
2.91,25,13313.13,"Vibranto",1993,73,6232.71428571429,"FC"
2.5,1,9749.58,"Quilante",1966,41,1622.30158730159,"FB"
2.36,46,11752.16,"Esplen",1968,27,4284.33333333333,"EM"
2.38,23,11763.4,"Esplen",1969,69,6807.72727272727,"EM"
2.94,25,10294.69,"Solario",1980,85,4177.58139534884,"FC"
1.9,104,15816.52,"Ardent",2005,48,2306.36363636364,"EM"
1.83,47,10172.6,"Solario",1986,32,12820.1111111111,"EM"
2.67,52,10263.28,"Solario",1982,64,4470.72727272727,"EM"
2.65,64,9736.93,"Quilante",2014,55,4360.58139534884,"FB"
2.92,49,10288.62,"Solario",2012,29,10507.8571428571,"FC"
2.75,3,5006.13,"Ardent",1974,63,3248.13793103448,"EM"
2.24,6,9791.98,"Quilante",2014,89,17261,"FC"
3.21,36,9687.1,"Quilante",2012,42,13236,"FC"
2.21,12,13210.67,"Vibranto",1978,14,1754.7012987013,"FC"
2.24,26,10238.59,"Solario",1996,72,5871.38596491228,"FC"
2.86,12,9736.11,"Quilante",1965,17,7463.57894736842,"FC"
2.73,5,9716.77,"Quilante",1965,45,1765.56790123457,"FC"
2.58,0,9742.72,"Quilante",1980,70,4093.34426229508,"FB"
