Genre,Content,Audience,Income,ID
Comedy,R,23748.76,33918.22,8165
Documentary,R,17694.43,45334.93,8166
Documentary,R,31860.66,31516.3,8167
Action,PG,13019.56,29575,8168
Action,PG13,1911.36,28853.46,8169
Drama,R,9170.98,20000.91,8170
Documentary,PG,24322.06,37051.83,8171
Drama,PG13,10913.62,19681.8,8172
Comedy,PG,9360.48,36130.45,8173
Action,R,23152.45,40843.89,8174
Drama,R,38924.67,12463.51,8175
Comedy,R,22973.14,23379.41,8176
Action,R,27233.42,41032.1,8177
Drama,R,32080.55,15156.89,8178
Action,R,3853.38,22877.97,8179
Documentary,PG13,36124.77,49984.46,8180
Comedy,R,27625,35860.77,8181
Comedy,R,29333.26,33716.08,8182
Documentary,PG,28352.07,1024.6,8183
Comedy,R,30476.08,4844.38,8184
Comedy,PG13,16555.34,49967.08,8185
Documentary,PG,26772.26,44644.11,8186
Documentary,PG13,19686.43,22442.38,8187
Drama,R,37827.58,4221.95,8188
Documentary,PG13,24177.85,32856.36,8189
Comedy,PG13,1009.94,33286.59,8190
Drama,R,4439.75,43284.77,8191
Documentary,R,14575.07,28048.02,8192
Comedy,PG13,13489.89,4870.76,8193
Comedy,PG,12371.74,17059.54,8194
Comedy,R,23911.57,26695.43,8195
Action,R,31069.75,39768.85,8196
Documentary,PG,14177.19,12000.71,8197
Comedy,PG13,4902.16,2250.46,8198
Documentary,PG13,3561.03,44260.88,8199
Drama,PG13,25678.11,23692.32,8200
Documentary,PG,16207.6,23034.83,8201
Drama,PG,37861.21,26751.48,8202
Documentary,PG13,21412.12,40028.26,8203
Action,PG,37871.7,29976.11,8204
Drama,R,26143.55,15252.88,8205
Documentary,PG,3754.52,3495.11,8206
Documentary,PG13,16217.19,3090.02,8207
Drama,PG13,30563.4,13719.7,8208
Action,R,4866.29,43377.3,8209
Action,PG,3052.67,6880.37,8210
Drama,PG,7678.87,45012.67,8211
Documentary,PG,21322.87,27856.92,8212
Documentary,PG13,14260.55,37399.69,8213
Documentary,PG,8093.97,13429.17,8214
Action,PG13,34988.95,41913.45,8215
Comedy,PG13,10947.03,42337.31,8216
Comedy,R,18051.55,37661.44,8217
Action,PG,21459.72,47882.1,8218
Documentary,PG13,21211.23,36707.24,8219
Comedy,PG13,33437.86,48959.18,8220
Drama,PG,21189.69,49053.3,8221
Action,PG,4142.74,8981.3,8222
Documentary,PG13,24573.55,4204.84,8223
Drama,PG13,23135.85,49543.64,8224
Action,R,856.5,23911.72,8225
Comedy,R,33623.58,20770.37,8226
Documentary,PG,37984.74,1902.82,8227
Drama,PG,36809.22,26840.73,8228
Action,PG13,25939.11,44960.58,8229
Comedy,PG13,11142.69,39238.5,8230
Documentary,PG13,29848.53,4098.04,8231
Documentary,PG13,32024.06,25510.26,8232
Comedy,R,19566.26,23623.27,8233
Comedy,PG13,39083.79,37668.91,8234
Drama,PG13,31408.1,5642.65,8235
Action,R,1968.68,45594.87,8236
Drama,PG13,7876.28,35567,8237
Comedy,R,34951.08,45928.65,8238
Action,PG,11962.63,36563.74,8239
Documentary,PG,13295.43,624.43,8240
Comedy,PG,5007.68,25703.57,8241
Drama,PG,10211.03,27142.65,8242
Documentary,PG,8828.78,28009.63,8243
Comedy,PG,23812.75,14595.04,8244
Documentary,PG13,15545.51,49576.55,8245
Action,R,34852.93,47657.06,8246
Comedy,R,34287.86,27406.3,8247
Documentary,PG,38349.77,41762.85,8248
Drama,PG,1003.77,45574.98,8249
Comedy,R,15704.67,22620.77,8250
Drama,R,5360.23,38906.52,8251
Comedy,PG13,20118.48,17365.73,8252
Documentary,PG13,2516.42,19490.65,8253
Comedy,R,21714.51,10169.91,8254
Drama,R,37484.12,7664.58,8255
Comedy,R,15741.96,20849.31,8256
Action,R,9885.67,35068.96,8257
Action,R,13787.18,25901.59,8258
Action,PG13,19296.83,9722.97,8259
Action,R,25243.79,48759.02,8260
Drama,R,10480.39,19572.49,8261
Action,PG,19077.76,6413.71,8262
Documentary,R,12133.03,40527.07,8263
Documentary,PG13,23506.35,41547.1,8264
Documentary,PG13,31022.7,2430.29,8265
Comedy,R,39631.82,27681.25,8266
Action,PG,26386.09,27772.95,8267
Drama,PG13,17145.91,13046.13,8268
Action,R,22878.84,6669.81,8269
Documentary,PG13,10752.75,36936.69,8270
Drama,PG13,26743.82,17113.6,8271
Action,R,3022.56,5687.08,8272
Comedy,PG,39453.28,30866.15,8273
Drama,R,34694.66,751.08,8274
Action,R,553.38,31370.82,8275
Documentary,R,30631.7,20704.96,8276
Documentary,PG13,32296.62,4587.93,8277
Action,PG,39865.19,28132.14,8278
Comedy,PG,38071.68,30848.38,8279
Documentary,PG13,10968.8,11932.32,8280
Documentary,PG,6267.41,25679.21,8281
Drama,PG,10448.82,49644.76,8282
Drama,R,35471.14,23053.9,8283
Drama,PG13,29140.36,38068.77,8284
Drama,R,17032.56,6923.78,8285
Action,PG13,33968.34,10981.24,8286
Drama,PG,31116.93,19915.74,8287
Documentary,PG13,39599.47,27343.3,8288
Documentary,PG,25675.29,24027.43,8289
Action,PG,14496.52,6460.22,8290
Documentary,PG13,12364.41,28928.64,8291
Drama,PG,21790.15,21564.53,8292
Drama,PG13,954.08,19111.68,8293
Drama,R,3171.21,35228.71,8294
Documentary,R,23467.64,42352.7,8295
Drama,PG,39784.93,30327.76,8296
Drama,PG13,8045.64,43123.92,8297
Comedy,PG,16509.53,13720.34,8298
Comedy,PG13,4602.53,32463.45,8299
Drama,PG,6301.05,45178.58,8300
Comedy,PG13,17386.72,22522.61,8301
Documentary,PG13,32540.3,29311.67,8302
Action,PG13,38096.25,1017.83,8303
Action,PG,573.47,49077.1,8304
Comedy,PG,33587.85,8460.41,8305
Action,PG13,36625.77,2022.54,8306
Drama,R,29606.83,16014.09,8307
Documentary,PG13,17242.03,4451.38,8308
Documentary,R,11688.93,11081.14,8309
Drama,PG13,32761.31,6014.62,8310
Drama,PG13,6113.16,33064.28,8311
Action,PG,31185.36,4770.77,8312
Action,PG13,19861.1,39802.46,8313
Comedy,PG,33577.84,18079.34,8314
Documentary,PG13,36507.96,35866.95,8315
Action,PG13,21404.59,12275.76,8316
Documentary,PG,16492.11,2932.66,8317
Comedy,PG13,13571.73,37855.55,8318
Comedy,PG,14888.37,48349.53,8319
Drama,PG13,17938.54,15855.25,8320
Action,R,250.61,21971.57,8321
Drama,R,26449.22,12075.14,8322
Comedy,PG,34712.21,41508.01,8323
Documentary,R,22815.15,7971.44,8324
Documentary,R,20761.03,13619.03,8325
Drama,R,29486.85,42417.66,8326
Drama,PG,17436.92,2067.62,8327
Comedy,PG13,36838.74,6613.38,8328
Action,R,15182.61,5418.08,8329
Drama,PG13,33157.48,19150.39,8330
Documentary,R,22834.09,14444.6,8331
Action,PG,27435.76,18488.32,8332
Action,PG13,18479.07,43993.21,8333
Action,PG,8089.99,10508.54,8334
Action,R,32061.35,2866.42,8335
Action,R,9723.77,18227.72,8336
Drama,R,3739.06,47405.13,8337
Comedy,R,24362.38,28704.14,8338
Action,PG13,3789.87,48159.11,8339
Drama,R,35670.12,18924.48,8340
Action,PG13,31825.76,28170.74,8341
Drama,PG13,16973.03,40562.8,8342
Action,PG,21388.31,1637.48,8343
Action,R,10093.95,243.14,8344
Documentary,PG,19644.22,10843.49,8345
Documentary,R,10910.18,15275.19,8346
Comedy,R,36780.85,49024.96,8347
Documentary,R,2777.31,4499.44,8348
Documentary,PG13,19295.06,5320.82,8349
Documentary,R,12618.69,18640.38,8350
Drama,PG,16939.93,48918.1,8351
Comedy,R,7224.91,21446.9,8352
Comedy,PG13,20849.95,47995.96,8353
Drama,R,11982.58,43722.95,8354
Action,R,32703.98,35889.39,8355
Comedy,PG,16859.21,29857.85,8356
Action,PG,35792.75,47297.84,8357
Comedy,PG,17730.07,46434.46,8358
Action,PG,4210.48,37085.31,8359
Comedy,PG,14797.56,41919.5,8360
Comedy,R,9895.66,42562.62,8361
Drama,PG13,3899.21,12045.8,8362
Documentary,PG13,21194.49,30661.29,8363
Drama,PG,38177.89,38308.12,8364
Drama,R,29836.72,43204.33,8365
Comedy,PG,1846.1,42471.92,8366
Documentary,PG,37974.48,14541.98,8367
Drama,PG13,31510.77,25386.16,8368
Comedy,PG,19891.81,40269.38,8369
Drama,R,3342.98,22293.06,8370
Drama,R,38077.63,1772.18,8371
Action,R,5184.66,47015.9,8372
Documentary,PG13,12769.24,45117.56,8373
Drama,R,10040.98,22734.03,8374
Documentary,PG,28782.63,49766.62,8375
Documentary,PG13,16749.59,34766.56,8376
Comedy,PG,23463.07,22529.49,8377
Action,PG13,36340.17,49942.92,8378
Action,PG13,35339.14,29278.68,8379
Comedy,PG13,7895.24,1369.8,8380
Documentary,PG,5311.12,43142.55,8381
Action,PG13,5276.78,8641.54,8382
Comedy,PG13,8056.05,24430.83,8383
Action,PG13,39751.12,19557.76,8384
Drama,PG13,13020.59,26539.48,8385
Documentary,R,37877.57,40043.3,8386
Documentary,PG13,25401.58,4373.47,8387
Comedy,PG13,20335.41,23578.77,8388
Comedy,R,15539.71,3301.62,8389
Comedy,R,3018.3,16143.44,8390
Documentary,R,3308.99,26557.6,8391
Documentary,PG,12744.07,27058.2,8392
Drama,R,32514.64,4203.53,8393
Comedy,PG,13992.18,29421.84,8394
Action,PG13,20966.73,9043.99,8395
Comedy,PG,39190.56,23870.71,8396
Action,PG13,13249.33,33488.68,8397
Action,PG13,988.41,8428.87,8398
Comedy,PG,15782.01,9630.65,8399
Documentary,PG13,4638.45,39855.66,8400
Comedy,PG,19331.66,13930.28,8401
Documentary,PG13,30042.41,25217.5,8402
Action,R,15102.76,42486.79,8403
Documentary,PG,18981.47,38651.1,8404
Comedy,PG,27276.37,25339.51,8405
Action,R,32162.58,11919.13,8406
Comedy,R,29941.06,36282.69,8407
Comedy,PG13,17633.57,4514.71,8408
Documentary,R,1760.99,30312.88,8409
Drama,PG,2160.71,43902.32,8410
Drama,PG,22399.17,31642.99,8411
Action,PG,31621.04,42298.24,8412
Comedy,PG13,37222.18,11587.5,8413
Action,PG13,19078.76,18046.33,8414
Drama,PG,14916.97,14177.55,8415
Drama,R,8435.89,28116.17,8416
Comedy,R,20575.17,3367.42,8417
Drama,PG13,10142.4,34163.42,8418
Action,R,13952.46,21829.88,8419
Action,PG13,15258.14,43444.82,8420
Comedy,PG,1867.98,33569.18,8421
Comedy,R,33635.8,22746.53,8422
Comedy,PG13,19646.46,194.83,8423
Drama,PG,31721.14,40618.16,8424
Action,PG,9195.31,43295.82,8425
Action,R,2931.75,9917.64,8426
Drama,PG13,23452.94,25124.82,8427
Documentary,PG13,9946.89,5442.55,8428
Drama,R,6118.95,7903.07,8429
Comedy,PG,2165.72,47842.63,8430
Documentary,PG,29314.99,16253.45,8431
Drama,PG,39851.51,5271.52,8432
Comedy,PG,38548.71,33363.15,8433
Documentary,R,31547.79,11876.68,8434
Documentary,PG13,12434.57,20765.31,8435
Action,R,27415.01,30993.78,8436
Comedy,PG13,12786.13,46120.66,8437
Comedy,PG13,29764.51,28665.83,8438
Comedy,PG,25482.46,7619.95,8439
Documentary,PG13,26550.52,18336.28,8440
Comedy,PG,29779.49,40965.01,8441
Documentary,R,26898.67,24085.83,8442
Action,PG13,31240.96,28278.67,8443
Documentary,PG13,8900.79,8105.3,8444
Documentary,PG13,5793.92,40246.9,8445
Documentary,PG13,18244.15,23639.32,8446
Documentary,PG,22007.18,28207.67,8447
Drama,R,31319.59,9442.74,8448
Comedy,PG13,39797.32,29518.72,8449
Drama,PG,32485.3,41201.58,8450
Action,PG,17757.29,29528.78,8451
Action,PG13,10504.35,20247.51,8452
Documentary,R,7526.82,24772.26,8453
Drama,R,19798.51,41455.55,8454
Comedy,PG13,38220.27,27321.59,8455
Drama,PG,384.38,28315.7,8456
Comedy,PG13,24134.07,22170.55,8457
Documentary,PG,5981.81,21246.69,8458
Documentary,R,31758.2,35957.78,8459
Comedy,PG13,36059.11,2077.26,8460
Comedy,PG13,27355.25,18007.52,8461
Comedy,PG,22970.65,24258.91,8462
Drama,R,5961.36,48095.83,8463
Action,PG13,5922.4,26553.18,8464
Drama,R,29366.19,15720.54,8465
Action,PG,30892.62,11207.66,8466
Drama,PG13,33170.53,41895.42,8467
Comedy,PG,28202.9,11480.64,8468
Comedy,PG,11945.64,5832.13,8469
Documentary,PG13,6007.04,16113.71,8470
Drama,R,39092.99,37709.48,8471
Documentary,R,5817.16,21840.7,8472
Comedy,PG13,3204.37,25881.48,8473
Documentary,R,21091.57,36263.31,8474
Comedy,PG,11908.42,14419.09,8475
Action,PG13,11442.24,33271.4,8476
Comedy,R,1742.66,28700.79,8477
Drama,R,39341.74,24813.56,8478
Drama,PG13,18628.36,1440.03,8479
Drama,PG,19407.57,23092.22,8480
Action,PG13,22829.06,3732.81,8481
Comedy,PG13,32416.41,27407.57,8482
Documentary,R,33773.58,48532.44,8483
Documentary,PG13,2595.95,4074.79,8484
Comedy,R,17421.83,20706.94,8485
Action,PG,9613.28,24755.73,8486
Drama,PG13,5234.26,4572.87,8487
Action,PG,39334.39,15494.98,8488
Comedy,R,32191.66,23085.29,8489
Comedy,PG,27364.78,2915.47,8490
Comedy,PG13,15167.89,13741.92,8491
Drama,PG,29169.11,7637.93,8492
Action,R,14835.43,31328.57,8493
Drama,PG,30674.85,32404.76,8494
Drama,R,32125.59,32863.22,8495
Action,R,6518.34,33059.91,8496
Documentary,PG13,9617.13,30772.77,8497
Action,R,25296.45,21239.34,8498
Drama,PG,14115.17,9979.81,8499
Documentary,PG,6713.33,24693.03,8500
Documentary,PG13,1326.22,32559.21,8501
Action,R,32054.76,1617.04,8502
Comedy,R,38682.2,9048.69,8503
Drama,PG,35190.37,29051.28,8504
Documentary,PG13,13024.36,27421.08,8505
Drama,R,31804.36,21630.67,8506
Documentary,R,17342.93,17195.95,8507
Action,R,13307.17,11554.06,8508
Drama,PG,22537.93,2502.36,8509
Comedy,PG,32637.68,48381.99,8510
Documentary,R,22008.85,44014.21,8511
Documentary,PG13,34285.38,44079.54,8512
Documentary,PG,3582.62,45301.83,8513
Drama,R,24156.56,19498.65,8514
Comedy,PG13,33849.24,46954.08,8515
Drama,PG13,15123.13,8781.74,8516
Action,R,23592.91,49919.74,8517
Documentary,PG13,39875.31,35876.87,8518
Comedy,R,27701.49,49680.57,8519
Drama,R,23945.39,45922.15,8520
Documentary,PG,32710.4,35988.43,8521
Action,PG,16565.86,48533.94,8522
Drama,PG,20200.16,29420.25,8523
Drama,PG,8675.44,16819.53,8524
Comedy,PG13,25528.35,14491.35,8525
Action,PG13,29150.83,17034.94,8526
Drama,R,9416.19,29433.29,8527
Action,PG13,35777.65,6673.17,8528
Documentary,PG,27838.88,20654.08,8529
Documentary,PG13,4254.55,44522.5,8530
Action,PG,21804.51,20812.53,8531
Action,R,3623.73,26891.99,8532
Documentary,PG,12479.31,750.65,8533
Action,PG,36230.97,20878.67,8534
Comedy,R,34373.17,49520.48,8535
Drama,PG13,1108.41,20462.64,8536
Documentary,PG13,2941.09,3032.71,8537
Comedy,R,9219.71,44793.23,8538
Drama,R,39099.04,43729.21,8539
Action,PG,31181.42,2518.27,8540
Comedy,PG,21183.45,992.13,8541
Documentary,R,15330.4,21218.41,8542
Comedy,PG13,32862.38,22659.55,8543
Drama,PG13,29095.76,43627.91,8544
Comedy,PG,1824.94,2301.22,8545
Comedy,PG13,25458.29,11118.07,8546
Action,PG,10684.01,45559.6,8547
Action,PG,25948.52,25577.07,8548
Action,R,32271.85,14765.95,8549
Comedy,PG13,6216.61,4491.58,8550
Documentary,R,30085.51,42344.77,8551
Action,R,3921.32,29578.39,8552
Comedy,PG13,13601.62,41102.75,8553
Drama,R,13600.18,37428.47,8554
Drama,PG,32894.03,43100.34,8555
Comedy,R,28612.44,41108.31,8556
Documentary,R,5006.43,31588.55,8557
Comedy,PG,16725.25,41903.88,8558
Comedy,R,25368.76,43045.82,8559
Comedy,R,10099.17,30242.05,8560
Comedy,R,17611.75,31908.34,8561
Documentary,R,13584.21,46364.13,8562
Action,PG,7221.56,9265.58,8563
Comedy,PG13,31477.2,47455.26,8564
Action,R,37206.06,40735.88,8565
Documentary,PG13,24271.8,49285.33,8566
Documentary,PG,28678.51,27199.45,8567
Action,PG13,20288.56,35726.55,8568
Comedy,PG13,11183.27,17148.62,8569
Documentary,R,33591,13879.02,8570
Comedy,PG13,25630.71,9597.29,8571
Drama,PG,30569.2,30410.47,8572
Action,R,22703.8,48004.3,8573
Action,R,4617.92,16038.8,8574
Comedy,R,29523.44,49908.51,8575
Drama,R,14125.57,3679.84,8576
Action,R,30076.75,39386.81,8577
Drama,R,3112.2,17993.91,8578
Comedy,PG,38729.96,2684.49,8579
Drama,PG,25679.86,24655.24,8580
Comedy,R,21025.51,36965.86,8581
Drama,R,24214.74,48640.5,8582
Comedy,PG,25378.87,36897.71,8583
Comedy,PG13,33398.19,41933.64,8584
Comedy,R,27607.87,33775.47,8585
Drama,PG,10144.7,26034.61,8586
Action,R,36121.31,23180,8587
Action,R,495.82,46927.94,8588
Drama,PG,4581.86,5714.49,8589
Documentary,R,29182.85,34108.1,8590
Documentary,PG13,4962.24,13768.38,8591
Comedy,R,10901.84,48956.29,8592
Action,PG13,33187.31,41608.28,8593
Documentary,PG,21401.28,21621.88,8594
Comedy,R,13713.28,15600.16,8595
Comedy,R,10866.64,34774.57,8596
Comedy,PG13,6764.32,38433.37,8597
Documentary,R,29822.09,42606.67,8598
Drama,PG13,15871.17,28443.89,8599
Documentary,R,15302.37,16418.32,8600
Comedy,PG,28000.47,47471.46,8601
Documentary,PG,15918.39,35862.82,8602
Action,R,22426.72,34404.94,8603
Action,PG,29774.72,6122.08,8604
Comedy,R,2175.02,2656.78,8605
Action,PG13,684.03,33834.73,8606
Documentary,PG13,3456.07,29898.63,8607
Drama,PG,8788.66,35380.24,8608
Comedy,PG13,2235.93,285.7,8609
Action,PG,1723.56,569.14,8610
Documentary,PG13,17696.79,43831.34,8611
Documentary,PG13,11275.92,45032.86,8612
Action,PG13,11420.02,14596.95,8613
Drama,PG,20961.25,26450.03,8614
Action,PG,15178.52,29364.46,8615
Comedy,R,1050.23,36702.74,8616
Action,R,2919.09,36448.85,8617
Drama,R,21668.16,8465.92,8618
Comedy,PG13,22426.65,38304.64,8619
Comedy,R,4678.61,30153.26,8620
Documentary,PG,14903.46,9256.85,8621
Drama,PG13,14255.58,48237.08,8622
Comedy,PG,24172.39,39964.82,8623
Documentary,PG,33413.18,30928.8,8624
Drama,R,24949.68,5594.86,8625
Comedy,PG13,17711.61,43908.93,8626
Drama,PG,21661.75,8275.92,8627
Drama,PG,36743,21871.62,8628
Drama,R,33874.3,13361.22,8629
Action,PG13,23645.35,10244.98,8630
Comedy,PG,25706.87,12596.95,8631
Documentary,R,4605.2,49523.35,8632
Comedy,PG13,24556.7,5887.71,8633
Action,PG,31723.68,5591.94,8634
Comedy,PG,6038.11,31090.03,8635
Documentary,PG13,23925.52,10585.74,8636
Drama,PG13,4020.08,4249.42,8637
Drama,PG,26143.75,33860.65,8638
Documentary,PG13,25855.81,9688.27,8639
Action,PG13,17806.88,24751.54,8640
Documentary,PG,14862.51,30045.85,8641
Action,R,25310.32,25815.98,8642
Comedy,R,4294.81,31549.77,8643
Action,PG13,3014.09,12885.35,8644
Comedy,R,15243.62,40965.87,8645
Comedy,PG13,31658.85,34928.2,8646
Documentary,PG13,5342.08,29068.25,8647
Comedy,R,33528.29,10790.49,8648
Action,R,24522.41,46406.03,8649
Drama,PG13,25045.73,27366.71,8650
Action,PG13,18454.2,30023.54,8651
Action,PG13,20445.41,21550.58,8652
Comedy,PG13,11305.91,13118.98,8653
Comedy,PG,32369.08,35629.16,8654
Documentary,R,1794.82,41145.47,8655
Comedy,PG,17396.76,14201.96,8656
Action,R,26001.03,12761.35,8657
Action,PG,7661.41,25686.5,8658
Drama,PG13,30314.97,36224.08,8659
Action,R,3212.73,32122.25,8660
Documentary,PG13,26839.22,33491.91,8661
Action,R,35058.27,33468.41,8662
Documentary,PG13,12432.63,31715.62,8663
Drama,PG,31515.74,31140.34,8664
Documentary,PG,39601.67,48886.61,8665
Drama,R,11127.08,11322.96,8666
Comedy,R,35087.71,31483.52,8667
Action,PG,6972.09,4166.31,8668
Comedy,PG13,20504.71,41619.95,8669
Comedy,R,21603.23,13654.72,8670
Comedy,R,11224.5,38440.19,8671
Documentary,R,4110.29,23176.77,8672
Documentary,R,33696.62,43201.79,8673
Drama,PG,16741.43,20451.12,8674
Action,PG13,28930.75,20884.16,8675
Documentary,PG,10054.64,2620.85,8676
Documentary,PG,29724.37,28805.01,8677
Documentary,PG13,32498.93,46358.45,8678
Comedy,R,33726.62,36487.25,8679
Documentary,R,20248.31,42015.28,8680
Action,PG13,11690.86,11159.18,8681
Drama,R,34050.04,27449.09,8682
Drama,R,13669.59,28640.07,8683
Action,PG,24633.56,31322.43,8684
Drama,R,5169.32,7264.57,8685
Comedy,PG,12695.72,46448.07,8686
Comedy,R,15225.4,25625.81,8687
Comedy,PG,7287.98,41010.14,8688
Drama,PG,23869.25,3084.47,8689
Action,R,5006.77,37730.32,8690
Comedy,PG13,4829.89,48192.47,8691
Comedy,PG13,31952.59,3972.71,8692
Documentary,PG13,30483.77,28655.48,8693
Drama,R,22049.1,20078.22,8694
Comedy,R,23150.88,46806.99,8695
Action,PG13,32879.8,13305.25,8696
Drama,PG13,39655.59,2742.11,8697
Documentary,PG,32112.75,7569.77,8698
Documentary,PG,26834.55,31903.27,8699
Comedy,R,7415.66,37831.19,8700
Action,PG13,9503.18,25396.53,8701
Comedy,R,20486.11,25408.74,8702
Documentary,R,34051.65,20885.38,8703
Comedy,PG,13495.51,31283.31,8704
Comedy,PG,28668.38,12781.95,8705
Action,R,12039.07,45847.45,8706
Documentary,R,25488.88,11449.47,8707
Drama,PG13,32495.54,8369.3,8708
Action,R,21095.89,28253.58,8709
Drama,R,29252.88,15452.83,8710
Documentary,PG13,20522.21,9880.57,8711
Action,PG13,32991.05,49704.14,8712
Documentary,R,22799.89,30453.15,8713
Drama,PG,34387.34,30899.06,8714
Drama,PG13,37641,5026.23,8715
Drama,PG,28479.06,45025.58,8716
Drama,PG13,15862.97,2710.95,8717
Documentary,PG13,2942.34,3879.69,8718
Action,R,5639.57,30537.77,8719
Comedy,R,26121.39,10076.38,8720
Documentary,R,28000.2,45311.92,8721
Drama,R,35321.43,11721.4,8722
Drama,R,34248.37,26726.29,8723
Documentary,PG13,23622.32,22849.27,8724
Action,PG,35594.06,39653.61,8725
Action,R,35066.37,49844.44,8726
Action,PG13,33951.1,23540.27,8727
Comedy,PG13,29570.05,22058.71,8728
Drama,R,23074.16,12821,8729
Action,PG13,17494.94,27854.94,8730
Drama,PG,835.06,13804.96,8731
Action,PG,19570.09,45054.68,8732
Documentary,PG,5113.05,36249.23,8733
Comedy,PG13,19867.23,29376.66,8734
Action,PG13,15955.95,2229.59,8735
Documentary,R,26704.1,32433.27,8736
Action,PG13,363.08,13578.99,8737
Documentary,PG,30982.24,33651.08,8738
Comedy,R,27932.65,42156.27,8739
Action,PG13,8213.09,46627,8740
Drama,PG,26267.01,13152.43,8741
Documentary,R,240.38,46962.55,8742
Drama,PG,18996.27,34011.61,8743
Documentary,R,20281.12,35489.93,8744
Comedy,PG13,11063.88,20664.75,8745
Drama,PG13,14240.93,27098.97,8746
Documentary,PG13,36693.8,25975.06,8747
Action,PG13,34610.54,18707.71,8748
Comedy,PG13,24648.15,36990.81,8749
Drama,R,20854.58,10165.88,8750
Documentary,R,16984.6,26459.5,8751
Drama,PG13,5369.49,11660.86,8752
Documentary,PG,23561.93,20147.28,8753
Action,PG13,38394.66,9337.27,8754
Drama,PG,36838.61,15583.01,8755
Comedy,R,30178.13,4408.56,8756
Drama,PG,21018.84,5406.97,8757
Drama,PG13,36308.3,5193.34,8758
Documentary,R,6649.05,30562.62,8759
Action,PG,37714.79,18705.23,8760
Action,PG,7508.37,10424.99,8761
Documentary,PG13,27397.79,17570.39,8762
Action,PG13,33684.44,36239.86,8763
Drama,PG13,3463.76,11195.34,8764
Documentary,PG13,4201.78,10924.2,8765
Comedy,PG,14748.38,24148.28,8766
Comedy,PG13,26209.82,18677.52,8767
Comedy,PG,8456.86,34241.35,8768
Documentary,PG13,39274.74,13516.97,8769
Drama,PG13,11382.76,20001.82,8770
Comedy,PG13,33437.66,149.75,8771
Action,PG13,23502.28,307.33,8772
Comedy,PG,33877.49,27395.96,8773
Drama,PG13,7005.78,32380.82,8774
Drama,PG,5085.81,15239.79,8775
Action,R,9882.43,47976.24,8776
Action,PG,14745.01,14044.3,8777
Drama,R,9743.95,44017.66,8778
Action,PG,39819.97,4721.25,8779
Action,PG,30024.54,24875.84,8780
Action,PG,10505.39,42902.95,8781
Action,PG13,4872.74,19588.52,8782
Drama,R,22322.88,40320.29,8783
Action,PG13,34618.71,17858.31,8784
Documentary,PG,22916.74,30319.26,8785
Comedy,R,19139.66,8322.44,8786
Drama,PG13,39331.58,21926.04,8787
Action,PG,32687.6,14336.6,8788
Drama,R,25907.36,32682.39,8789
Drama,PG,12725.39,43149.27,8790
Comedy,R,35410.19,25803.38,8791
Drama,PG13,22540.32,17378.5,8792
Drama,PG13,23265.22,39216.26,8793
Drama,PG13,24496.71,17450.35,8794
Documentary,PG,30760.52,27739.16,8795
Comedy,PG13,17533.65,46260.15,8796
Action,PG13,32743.4,18555.26,8797
Action,PG,12878.94,6750.86,8798
Comedy,PG13,1744.75,23341.75,8799
Drama,R,17789.58,48180.98,8800
Action,PG,4449.41,19188.21,8801
Comedy,PG,5918.53,17238.93,8802
Action,PG13,12840.7,22181.5,8803
Documentary,PG,17028.08,35777.38,8804
Action,PG,16455.37,32202.71,8805
Comedy,PG,23260.95,35515.83,8806
Documentary,R,14110.34,34281.62,8807
Drama,R,20238.36,39153.37,8808
Documentary,R,5804.75,36339.57,8809
Action,PG,37601.87,28903.2,8810
Comedy,R,31052.07,44220.21,8811
Action,PG13,5237.32,2843.8,8812
Action,R,9239.41,11572.07,8813
Drama,R,35416.99,26183.11,8814
Comedy,PG,22722.98,7602.15,8815
Drama,PG,8844.6,41457.01,8816
Drama,PG13,12583.23,21604.26,8817
Comedy,R,21843.96,6190.28,8818
Action,PG,14815.17,33316,8819
Comedy,PG,22178.38,25342.25,8820
Documentary,PG13,14393.81,2041.27,8821
Comedy,PG,5787.54,36428.3,8822
Comedy,PG13,19761.24,13782.52,8823
Comedy,PG13,10466.72,40613.21,8824
Documentary,PG,32823.02,9491.44,8825
Documentary,PG,3447.58,44043.31,8826
Documentary,PG,19039.73,35538.06,8827
Comedy,PG13,24661.58,48281.51,8828
Action,PG13,37893.74,4288.86,8829
Comedy,PG13,14888.08,38095.92,8830
Action,R,25800.67,32889.23,8831
Action,R,5101.06,29833.03,8832
Documentary,PG,16926.17,18469.37,8833
Drama,PG13,28693.47,23828.91,8834
Action,R,35922.48,16991.24,8835
Documentary,PG,8155.26,33725.9,8836
Action,PG,8769.36,38827.44,8837
Comedy,R,18652.79,46859.6,8838
Action,PG13,37294.48,33935.51,8839
Action,PG13,9519.88,7631.3,8840
Drama,PG13,30108.33,36748.43,8841
Drama,PG13,7346.33,2873.78,8842
Action,PG13,28655.43,672.05,8843
Drama,PG13,18321.19,2211.31,8844
Drama,PG,30058.76,36606.02,8845
Comedy,PG13,4726.39,5494.77,8846
Action,PG13,33108.17,23931.51,8847
Comedy,PG13,29329.42,17552.5,8848
Drama,R,16391.53,17842.63,8849
Documentary,PG13,36279.51,2097.47,8850
Comedy,R,34392.21,41141.87,8851
Action,R,11597.27,8115.81,8852
Comedy,PG,36935.54,10936.06,8853
Comedy,R,14639.06,6571.2,8854
Comedy,PG13,28181.38,41115.08,8855
