Education,Income,Own_Home,Debt,CarValue,Loan
"College","104195.01","Yes","360140.87","37035.04","No"
"Primary","38634.35","No","403333.58","45197.19","No"
"Vocational","172980.06","Yes","198066.25","33460.38","Yes"
"Primary","39715.89","Yes","119731.77","27120.63","Yes"
"Primary","189100.48","Yes","336281.81","2782.50","Yes"
"College","108044.14","No","421051.25","35560.87","No"
"College","32656.25","No","453991.10","41973.48","Yes"
"Primary","142043.56","Yes","449869.50","11676.10","No"
"College","34786.31","Yes","395358.58","44952.22","Yes"
"Vocational","171122.93","No","189482.26","29936.33","Yes"
"College","177214.28","Yes","376408.33","38125.31","Yes"
"Primary","188950.41","Yes","498688.14","46699.36","No"
"College","120886.38","No","287999.17","35862.40","Yes"
"College","36976.76","Yes","400736.72","30858.10","No"
"Primary","133248.55","Yes","95521.29","18804.32","Yes"
"College","103673.04","No","483186.95","22276.10","No"
"College","171774.36","No","381530.84","13450.83","No"
"Vocational","128727.56","Yes","212587.61","47400.42","No"
"Vocational","79939.39","Yes","208807.05","26610.68","No"
"Primary","63733.18","No","159068.73","44424.03","No"
"Vocational","94879.98","Yes","167304.38","15248.63","Yes"
"College","185457.83","Yes","64934.46","8635.91","Yes"
"Vocational","166579.00","No","329559.21","17655.11","Yes"
"Vocational","89237.74","Yes","396002.44","32761.68","No"
"College","122244.90","No","341017.99","10811.55","No"
"College","31411.95","Yes","313384.42","32314.27","No"
"College","170136.21","No","232267.62","22853.67","No"
"Vocational","180294.68","No","147507.05","34661.48","Yes"
"Vocational","63550.18","No","17357.60","34629.05","No"
"College","87501.86","Yes","229502.12","15890.32","Yes"
"Vocational","166885.66","Yes","102724.81","26996.90","Yes"
"Vocational","182330.82","Yes","238483.26","41115.83","Yes"
"College","114987.22","No","111440.07","28467.52","No"
"Primary","192069.98","No","253626.13","33506.44","No"
"College","189136.15","No","457312.00","26775.73","No"
"Primary","48739.35","No","60309.01","41226.20","No"
"College","46759.90","Yes","145886.89","3062.88","No"
"College","75498.40","No","422332.44","29183.88","No"
"Primary","131818.26","No","324687.07","34568.49","No"
"Vocational","36752.69","No","56582.76","6845.76","Yes"
"College","71186.40","Yes","7956.02","46782.78","Yes"
"Vocational","194641.03","Yes","353961.14","38315.85","Yes"
"College","32400.02","Yes","272810.00","13927.81","No"
"Primary","149349.61","Yes","247168.63","7061.42","No"
"Primary","101668.73","Yes","172146.85","30490.13","Yes"
"Vocational","117719.32","Yes","410641.89","20151.02","Yes"
"Primary","53849.37","Yes","169147.66","34965.33","No"
"College","102152.46","No","107499.48","23468.01","Yes"
"Primary","193475.92","Yes","461612.39","354.52","Yes"
"Vocational","44228.40","Yes","188624.72","14305.36","Yes"
"Vocational","84462.12","No","266898.78","36755.64","No"
"Vocational","39566.45","No","66090.95","39409.88","No"
"Primary","185733.51","No","228156.32","22428.10","No"
"Vocational","71805.33","No","160175.04","13394.46","Yes"
"Primary","156385.77","No","429966.34","2677.10","Yes"
"Vocational","92842.17","Yes","157027.95","16700.08","No"
"College","167183.58","No","195561.82","22564.91","No"
"Vocational","44197.75","No","230307.84","34137.01","No"
"Primary","66350.02","No","333396.17","33054.04","No"
"Vocational","83719.43","Yes","254518.27","12470.58","Yes"
"Primary","132136.95","No","486225.50","9668.37","Yes"
"Primary","82035.49","No","53616.12","25581.24","No"
"Primary","137742.45","No","425128.64","240.14","Yes"
"Vocational","56443.36","Yes","151723.67","46895.98","No"
"College","48837.36","No","311068.51","25471.35","Yes"
"Primary","68016.75","Yes","334735.46","32442.99","No"
"Primary","124865.37","Yes","108043.28","25138.80","No"
"Vocational","164058.63","No","196372.44","48775.58","Yes"
"College","145723.42","Yes","56408.25","33544.29","Yes"
"Vocational","188067.60","No","144804.28","36710.29","Yes"
"College","175124.11","No","258426.37","39935.18","No"
"College","191520.00","No","294352.77","31118.55","No"
"Vocational","154073.81","No","446744.11","3216.66","Yes"
"Primary","153781.10","No","138080.04","37898.89","Yes"
"Primary","104228.69","No","58535.60","1636.46","Yes"
"College","197351.82","Yes","446457.56","8978.61","Yes"
"Primary","156761.46","No","112380.62","5606.56","No"
"College","98604.67","Yes","332149.21","22419.64","No"
"Primary","33439.71","No","213492.46","25804.45","No"
"Primary","122655.67","Yes","472464.72","31141.80","Yes"
"Vocational","69063.23","Yes","16691.73","26527.68","No"
"College","36364.66","No","394789.80","2439.16","No"
"College","160964.97","Yes","330582.67","15407.67","Yes"
"Primary","46995.69","No","305818.77","12487.45","Yes"
"Vocational","189705.01","Yes","162525.48","15857.04","Yes"
"College","119565.53","Yes","443273.89","15373.70","Yes"
"College","55638.46","Yes","71326.64","31030.30","Yes"
"College","151464.49","No","468634.81","27597.98","No"
"College","189682.00","Yes","368023.02","37191.55","Yes"
"Vocational","92874.85","No","41921.16","29247.69","No"
"College","100254.64","Yes","283020.45","1511.97","Yes"
"Primary","37795.28","No","492347.71","44554.08","Yes"
"Primary","187197.60","Yes","180833.71","7350.72","No"
"College","161378.36","No","86161.59","41302.82","Yes"
"Primary","45831.64","Yes","282175.90","18786.96","No"
"College","125771.59","No","87295.21","569.33","No"
"College","189366.77","No","124748.51","27257.22","Yes"
"Primary","141977.25","Yes","454005.95","31111.07","No"
"College","136473.52","No","489154.30","7704.44","Yes"
"Vocational","65420.21","Yes","448163.36","49601.87","Yes"
"Vocational","129010.44","No","405928.37","15758.08","No"
"Primary","69873.15","Yes","333547.72","47839.78","Yes"
"College","146389.36","No","407488.18","37749.46","Yes"
"Vocational","186601.93","No","478137.99","15123.46","No"
"Primary","55574.26","Yes","327134.79","10002.33","No"
"Primary","43184.62","Yes","150975.86","33050.63","Yes"
"Vocational","140095.85","No","485093.13","36554.96","Yes"
"College","88962.86","Yes","361694.64","22167.81","Yes"
"Primary","136313.19","Yes","308656.33","6833.39","No"
"College","66442.32","Yes","92729.31","28243.84","Yes"
"Vocational","49937.19","No","444314.99","37753.12","No"
"Vocational","179063.40","No","446080.11","46767.89","No"
"College","94888.29","No","231238.32","39229.15","Yes"
"Primary","63933.81","No","214470.27","37926.45","Yes"
"Primary","127564.92","Yes","495026.45","44640.83","Yes"
"College","62772.17","No","199858.03","45867.60","No"
"Primary","30472.47","Yes","403412.54","1398.03","Yes"
"College","95616.41","No","376388.06","15917.75","Yes"
"Primary","127861.03","Yes","1678.20","24924.92","No"
"Vocational","37001.15","Yes","387804.12","21485.04","Yes"
"Primary","68000.72","Yes","337399.99","29772.08","No"
"College","151201.90","No","65447.61","6018.39","No"
"Primary","159051.56","Yes","293712.55","37973.06","Yes"
"College","128933.83","Yes","91792.78","45003.66","Yes"
"Primary","33343.30","No","61470.76","41449.29","Yes"
"Vocational","62250.12","No","173718.64","589.06","Yes"
"Vocational","77116.26","Yes","210017.68","34186.39","No"
"College","196046.44","Yes","341232.30","48133.74","No"
"Primary","169056.33","No","407727.75","46194.67","Yes"
"Vocational","153674.37","No","55166.11","18687.85","Yes"
"College","52296.88","Yes","471957.04","34618.27","No"
"College","148440.63","No","9523.74","16951.11","Yes"
"College","125737.61","No","438856.84","36301.19","No"
"Vocational","123328.81","Yes","218049.42","12863.56","Yes"
"College","63069.41","Yes","71881.74","9939.95","Yes"
"Primary","138714.29","No","4896.02","6136.83","Yes"
"Vocational","119285.00","No","342307.47","30593.82","No"
"College","66173.13","Yes","345985.06","13754.21","No"
"Vocational","82694.56","Yes","432506.80","23684.87","Yes"
"Primary","159277.00","No","471222.78","10019.72","Yes"
"College","136366.89","No","488048.69","9870.34","Yes"
"College","134705.12","Yes","208103.56","3015.59","Yes"
"College","144948.74","Yes","174153.47","9412.99","Yes"
"College","115662.46","Yes","162038.03","29812.09","Yes"
"College","179311.58","Yes","68261.40","19576.55","No"
"College","48721.79","Yes","464503.77","16551.16","No"
"College","98614.53","No","74858.21","11295.35","No"
"Primary","198109.53","Yes","820.82","13727.11","No"
"Vocational","43098.82","Yes","14710.72","19211.10","Yes"
"College","178670.86","Yes","152092.47","21702.17","No"
"Vocational","176499.47","Yes","356252.94","41041.11","No"
"Vocational","151038.21","No","414032.18","1149.87","No"
"Primary","73858.02","No","413464.60","2050.99","Yes"
"Vocational","144916.94","No","283171.42","40646.27","No"
"College","147640.91","No","13286.51","44695.81","No"
"College","54903.22","No","84248.60","33444.58","Yes"
"College","156662.59","No","50152.11","27378.49","Yes"
"Primary","30082.55","Yes","360008.48","32706.41","No"
"Vocational","42111.91","No","408533.44","20956.50","Yes"
"College","178067.96","No","259249.66","28989.14","Yes"
"College","186732.67","No","135666.34","34769.09","No"
"College","135984.80","No","61568.19","28668.63","No"
"College","151495.28","No","403365.03","23016.94","No"
"Primary","158753.31","No","354062.39","48095.45","Yes"
"Vocational","57061.95","Yes","310771.48","47193.12","No"
"Primary","95683.07","Yes","380244.04","33083.25","Yes"
"College","47783.43","Yes","37349.93","45957.22","No"
"Vocational","133425.82","Yes","460674.64","47205.28","No"
"Vocational","53393.99","Yes","97761.01","17416.88","Yes"
"College","35704.85","Yes","65806.37","38037.87","No"
"College","171099.92","No","251990.05","48652.24","Yes"
"College","83204.46","Yes","298597.94","48589.70","Yes"
"Primary","183676.12","No","323119.53","9511.89","Yes"
"College","66747.43","No","200275.90","11965.07","No"
"Primary","54155.92","No","91761.31","18215.43","Yes"
"Primary","104274.57","Yes","445826.19","8566.96","No"
"College","159276.74","Yes","5814.46","9569.48","Yes"
"College","165028.08","Yes","412179.63","43824.71","Yes"
"College","134864.08","No","402606.15","38334.29","No"
"College","96128.73","Yes","468327.00","15336.18","No"
"College","171673.12","No","241260.76","36429.70","No"
"College","87617.54","No","312051.93","12496.91","No"
"Primary","76121.64","No","266389.17","46925.92","No"
"Vocational","53624.18","Yes","94121.33","20184.40","No"
"Vocational","122922.49","Yes","390411.84","15357.17","No"
"College","65348.83","Yes","449634.08","5900.74","No"
"College","99244.99","No","182217.79","29507.51","Yes"
"Primary","105627.76","No","274254.72","36966.36","No"
"Primary","157059.06","Yes","490601.12","33112.52","Yes"
"College","143008.31","Yes","223586.75","9900.39","No"
"Vocational","179155.12","Yes","70185.57","34359.09","Yes"
"Primary","161780.55","No","404611.42","47037.32","Yes"
"College","79660.19","Yes","7678.62","25856.26","No"
"Primary","34853.40","No","398976.02","20925.26","Yes"
"Primary","119548.58","No","111053.69","21464.24","No"
"Vocational","88320.88","No","282975.31","24320.82","No"
"College","166816.00","Yes","403400.16","28739.76","No"
"Primary","168142.23","Yes","481022.18","29207.17","Yes"
"Vocational","132298.48","Yes","65472.56","12839.32","Yes"
"Vocational","171722.26","Yes","119163.17","48205.03","Yes"
"Vocational","88308.84","No","32259.06","35093.63","No"
"Vocational","159208.07","Yes","212663.76","18123.32","Yes"
"Primary","100512.12","No","143090.80","2961.66","No"
"Vocational","55026.72","No","203052.83","1111.78","Yes"
"Primary","90732.70","No","284137.00","21228.49","No"
"College","71842.82","Yes","239685.51","22643.52","No"
"College","56390.94","No","248996.63","27247.42","Yes"
"College","156820.48","Yes","420055.24","8032.79","Yes"
"Primary","135562.77","No","49170.91","728.97","Yes"
"Vocational","131256.82","No","238832.17","18124.27","Yes"
"College","31727.67","Yes","459128.56","22533.78","Yes"
"Primary","94611.96","Yes","283119.22","20000.87","No"
"Primary","99185.58","Yes","498881.31","5562.09","Yes"
"College","149047.49","Yes","352402.48","19177.58","Yes"
"Primary","161956.64","Yes","133320.04","4291.61","No"
"Primary","189626.14","No","252661.78","31187.05","No"
"Vocational","136786.13","No","246033.13","41106.82","Yes"
"College","165731.16","Yes","9181.03","23319.33","No"
"Primary","42024.50","No","467566.46","40509.94","No"
"Primary","46064.48","No","454853.05","32264.54","Yes"
"Vocational","77619.70","Yes","347749.89","31921.46","Yes"
"College","60082.36","Yes","148230.35","31681.07","Yes"
"Vocational","185791.02","Yes","154453.41","47650.50","Yes"
"College","55680.90","No","84738.39","46914.36","Yes"
"Vocational","75761.96","No","386108.39","41715.87","No"
"Vocational","179117.95","No","220322.78","5840.16","Yes"
"College","119860.25","Yes","166076.19","4073.76","Yes"
"Vocational","82857.78","Yes","291690.38","47657.08","No"
"College","36836.78","Yes","36604.52","39060.25","Yes"
"College","38226.30","Yes","493936.02","2044.13","No"
"Vocational","151385.99","Yes","333985.33","39713.33","Yes"
"College","178623.02","No","402077.64","54.52","No"
"Primary","31780.10","No","51365.58","33680.72","No"
"Vocational","75858.32","No","403988.35","33259.93","Yes"
"Vocational","177297.50","No","14469.00","48835.04","No"
"Primary","119801.25","No","450175.23","31087.20","No"
"College","189758.11","No","54457.46","9777.10","Yes"
"Vocational","66078.88","No","103483.86","19731.09","Yes"
"College","114704.64","Yes","401540.23","1655.78","Yes"
"Primary","89275.63","No","118368.70","38802.28","No"
"College","124716.04","Yes","241914.58","17217.39","No"
"Primary","142498.98","Yes","421793.03","17222.41","No"
"College","71707.96","Yes","461089.38","47172.73","No"
"College","99608.34","Yes","476555.67","49985.16","No"
"Primary","154309.22","No","302168.97","39019.16","Yes"
"College","149097.11","Yes","332388.50","360.82","Yes"
"Primary","34867.41","Yes","294934.35","38893.09","No"
"College","136943.10","Yes","438678.91","25332.34","No"
"Primary","84658.96","Yes","41164.28","18054.76","No"
"College","72575.73","Yes","389058.41","19763.07","Yes"
"Vocational","52858.19","No","185287.37","7376.58","Yes"
"Primary","146687.62","Yes","484572.05","1949.11","No"
"College","56747.43","Yes","139896.67","14053.17","Yes"
"Vocational","88625.96","Yes","249247.95","10718.50","Yes"
"Vocational","51517.17","Yes","93839.87","6517.78","Yes"
"College","118262.00","No","123591.72","9943.42","No"
"Primary","64180.26","Yes","434410.59","49598.55","No"
"Primary","145644.66","No","476833.35","28972.10","Yes"
"Primary","77441.54","Yes","429202.65","22130.17","Yes"
"College","96497.94","No","455953.58","40964.18","No"
"Primary","130263.39","Yes","290430.06","35171.10","No"
"Primary","140408.53","Yes","45524.01","44413.98","Yes"
"Vocational","73786.19","Yes","20424.58","4518.27","No"
"College","34790.49","Yes","238401.94","12252.97","No"
"College","109627.76","Yes","157821.33","16076.42","Yes"
"Vocational","140087.37","Yes","8861.90","35603.90","No"
"College","56392.19","No","423576.76","32458.15","No"
"College","173159.78","Yes","479090.74","32277.37","No"
"Vocational","116706.13","No","445555.88","37956.91","Yes"
"Primary","76151.07","Yes","174242.97","5351.58","Yes"
"Primary","126929.65","Yes","51568.59","6274.97","No"
"College","134215.91","No","272960.69","39417.66","Yes"
"Primary","66072.96","Yes","231049.40","6238.48","Yes"
"Primary","48510.73","No","406510.70","42256.14","Yes"
"Vocational","198222.43","No","312860.20","8700.42","No"
"Primary","141377.36","No","207000.06","48211.03","Yes"
"Vocational","104265.20","Yes","163731.13","16215.86","No"
"Primary","168695.32","No","2284.56","33084.24","No"
"College","137489.04","No","835.88","1815.77","Yes"
"Vocational","62622.24","No","146864.67","18006.36","Yes"
"Vocational","91635.94","Yes","60642.24","12231.51","Yes"
"Primary","119388.02","No","212406.43","11457.06","No"
"Vocational","34946.94","Yes","332236.00","24635.06","No"
"Primary","37764.08","Yes","238601.90","810.38","No"
"Vocational","88658.20","No","42754.56","130.96","No"
"Vocational","69548.67","No","467750.54","29963.90","Yes"
"Primary","79024.55","Yes","366108.25","13202.50","No"
"College","120235.13","Yes","22892.01","5437.39","Yes"
"Vocational","139459.41","No","369513.94","35798.56","No"
"Primary","117961.29","Yes","392581.93","11833.96","Yes"
"Vocational","70949.10","No","230619.44","36356.37","No"
"Primary","195163.53","No","356075.77","11526.71","No"
"Vocational","74215.68","Yes","377478.08","28609.55","Yes"
"College","57380.67","Yes","335449.16","3966.86","Yes"
"Primary","109081.56","No","9135.92","42511.09","No"
"Vocational","172841.30","No","456303.37","31808.47","No"
"Primary","106175.98","Yes","458571.57","48104.68","No"
"College","130197.11","Yes","179379.02","273.86","No"
"Primary","150591.49","Yes","355566.32","12288.61","No"
"Primary","67266.27","No","177317.15","49588.94","No"
"College","172686.07","Yes","106105.00","21652.86","No"
"Primary","78614.72","No","409778.45","20840.69","Yes"
"College","99541.80","No","424281.72","27018.89","Yes"
"Vocational","33697.04","No","332790.00","43670.64","No"
"Vocational","73554.15","Yes","270608.09","44180.83","No"
"Vocational","111655.80","No","136254.03","3764.12","Yes"
"Vocational","48728.81","No","115421.89","10126.28","No"
"Primary","52138.42","Yes","103162.58","32223.63","Yes"
"College","196575.32","Yes","420466.04","45101.12","No"
"College","153183.67","No","229201.91","26489.95","No"
"Vocational","113521.68","No","204188.59","3474.46","Yes"
"College","153448.37","Yes","36099.99","3097.18","No"
"College","89411.22","Yes","403391.44","10924.68","No"
"Vocational","128456.88","Yes","120824.06","46314.80","Yes"
"Vocational","95573.06","Yes","33912.48","36766.58","Yes"
"College","194851.92","Yes","43471.17","22844.50","No"
"Primary","169319.17","No","2467.37","3858.72","No"
"College","189055.95","Yes","414290.40","10706.71","Yes"
"College","33487.46","No","311694.43","14092.38","No"
"College","92523.29","No","96822.10","27452.92","No"
"Primary","146149.78","No","111119.56","48556.77","No"
"Primary","144815.36","Yes","203944.17","6449.22","No"
"Primary","198876.12","No","166481.41","49682.27","No"
"Primary","150493.79","No","240522.73","21799.83","Yes"
"Vocational","137421.60","Yes","468669.64","27568.77","Yes"
"College","190483.37","No","114502.28","46337.24","Yes"
"Primary","90094.99","Yes","265084.22","25707.96","Yes"
"College","187992.51","Yes","172943.14","10395.03","No"
"Primary","172133.43","No","447335.49","14483.44","Yes"
"Vocational","137766.91","Yes","48671.13","18950.27","No"
"Vocational","98124.25","No","86191.66","41758.54","No"
"Vocational","185713.32","No","277673.37","37629.77","Yes"
"College","110694.83","Yes","406184.91","11011.21","No"
"Vocational","37505.26","No","192688.35","12714.69","No"
"Primary","61626.91","No","194395.68","25981.75","Yes"
"Vocational","177234.99","No","392646.81","46717.01","Yes"
"College","75812.42","No","174449.17","7733.39","Yes"
"College","60892.95","Yes","290675.35","20325.44","No"
"Primary","139982.40","No","409866.69","39265.86","Yes"
"Primary","100932.73","Yes","433378.18","10168.74","No"
"Primary","39577.89","Yes","62067.48","25411.64","Yes"
"College","184746.93","Yes","197408.56","25863.98","No"
"College","143791.39","No","254409.43","1713.46","Yes"
"College","65272.98","No","117849.31","22758.99","Yes"
"Vocational","35792.32","No","197957.10","5493.66","Yes"
"Vocational","75300.07","No","451085.32","16791.62","No"
"College","197973.38","Yes","415823.58","1277.91","Yes"
"Primary","192209.22","No","418057.21","11164.38","Yes"
"Primary","182044.53","Yes","347844.82","85.17","Yes"
"Primary","184910.08","Yes","357201.92","22208.01","Yes"
"College","126525.57","Yes","358588.75","16583.96","No"
"Vocational","165765.43","No","260074.09","10279.80","Yes"
"Vocational","86635.45","No","332129.87","48153.22","No"
"Primary","177558.01","No","447108.76","27082.07","No"
"Primary","145937.39","Yes","47059.01","20563.91","No"
"Primary","152893.21","Yes","290682.18","18697.85","No"
"Primary","188010.60","No","327415.84","20124.83","No"
"Vocational","164487.42","Yes","284226.99","16107.43","Yes"
"Vocational","98161.33","No","40581.84","14483.25","No"
"Primary","138575.79","Yes","492693.00","7924.75","No"
"College","54610.85","No","139516.14","38112.11","Yes"
"Vocational","195943.91","No","479409.31","24928.50","No"
"Primary","53809.48","No","204581.52","4200.22","Yes"
"Vocational","44693.46","Yes","255404.24","41943.66","Yes"
"Primary","171321.74","Yes","492270.46","35084.75","Yes"
"Vocational","72534.31","Yes","368339.31","21818.67","No"
"Vocational","182616.36","Yes","280718.14","26002.29","No"
"Vocational","158515.67","Yes","376090.39","17624.68","Yes"
"Vocational","134891.35","Yes","310330.30","33337.19","Yes"
"Primary","165418.32","Yes","292463.53","46577.01","Yes"
"College","49562.99","Yes","414241.09","48031.33","Yes"
"Primary","147336.99","Yes","217986.20","14059.02","No"
"Primary","98484.67","Yes","269162.61","1826.25","Yes"
"Vocational","160345.64","Yes","252553.58","49973.24","Yes"
"Primary","98728.10","Yes","67760.99","8672.32","No"
"College","67229.41","Yes","281802.73","8614.34","No"
"Primary","124020.47","No","299708.44","25732.53","No"
"Vocational","150493.26","Yes","492879.98","26195.33","Yes"
"Vocational","169646.45","No","371144.86","13970.25","Yes"
"Vocational","193400.35","Yes","391939.09","6850.55","No"
"Primary","102760.23","No","57880.82","8658.64","No"
"Primary","152880.89","Yes","114720.19","1783.45","No"
"Primary","38358.99","No","355787.33","12379.29","No"
"Vocational","171864.93","No","331283.99","34911.62","No"
"College","173425.78","Yes","217586.30","37207.91","Yes"
"College","73443.84","Yes","130496.07","12603.61","Yes"
"Vocational","89899.98","No","119312.18","1030.88","Yes"
"College","40806.44","No","305176.07","11814.14","Yes"
"Vocational","136971.68","No","353123.69","33480.12","No"
"College","148705.65","No","165575.13","28927.71","No"
"Primary","79665.66","Yes","262050.58","34901.59","Yes"
"Primary","155657.81","Yes","456220.18","20113.54","Yes"
"College","73409.13","No","135278.02","5562.12","Yes"
"College","58372.42","No","307571.20","5203.71","No"
"Primary","195394.21","No","272974.86","4171.96","Yes"
"Vocational","39504.02","Yes","296922.88","35602.47","Yes"
"College","148662.69","Yes","400869.24","34879.45","No"
"College","189476.18","No","63474.29","207.00","No"
"College","141164.67","Yes","320310.53","36234.67","No"
"Vocational","40351.40","No","472245.81","41667.97","No"
"Primary","58191.36","Yes","121950.44","35201.62","Yes"
"Primary","85356.88","No","20885.83","49580.77","Yes"
"College","87985.74","Yes","8196.82","44515.00","No"
"Vocational","33397.70","Yes","116747.49","32114.69","Yes"
"Primary","49788.35","Yes","234504.50","1461.44","Yes"
"Vocational","143870.22","No","147514.49","18497.29","No"
"Vocational","114910.41","No","266401.58","5600.36","No"
"Primary","36745.88","No","453763.34","33776.49","Yes"
"Primary","191979.22","No","187761.84","45105.30","No"
"Vocational","60303.81","Yes","53861.55","24526.25","Yes"
"College","70942.49","No","378077.19","14869.29","No"
"College","95927.77","Yes","205479.12","34860.39","No"
"Vocational","189466.44","Yes","118149.83","20078.99","No"
"College","139697.42","No","176598.77","42560.83","No"
"Primary","137322.46","Yes","32133.11","48474.49","Yes"
"Vocational","61595.31","Yes","157572.80","31844.53","Yes"
"Primary","146100.81","No","34921.14","10733.24","Yes"
"College","35789.59","No","313709.84","16802.33","Yes"
"Primary","85637.15","No","451102.36","44642.17","Yes"
"Primary","52599.74","No","333930.72","33334.11","No"
"Vocational","167375.89","Yes","43618.27","6920.00","No"
"College","47613.34","No","426354.02","25195.68","Yes"
"College","117828.07","Yes","277128.10","9217.16","Yes"
"College","189445.90","No","361566.80","42125.76","Yes"
"Vocational","119693.68","No","168996.51","10636.91","Yes"
"Vocational","66837.15","No","408147.78","4341.11","No"
"College","65052.33","Yes","269159.57","24374.00","Yes"
"College","166434.96","No","60847.81","3731.86","No"
"College","137107.69","No","431831.32","6961.04","No"
"Vocational","32244.89","No","281788.04","39824.04","No"
"College","40635.04","Yes","438351.00","18893.95","No"
"Vocational","186018.37","No","82391.24","20883.61","Yes"
"College","130046.61","No","422884.23","35051.52","No"
"Primary","99303.37","Yes","300170.97","43179.90","No"
"Vocational","110316.81","Yes","402608.06","25388.76","No"
"Primary","142998.67","Yes","158767.83","34917.23","Yes"
"Primary","92724.59","No","479697.10","15105.66","Yes"
"Vocational","83792.93","No","38575.30","45041.28","Yes"
"Primary","152654.08","Yes","270902.31","46487.81","No"
"College","94370.86","Yes","185468.91","8693.28","Yes"
"Primary","75899.94","No","58997.83","41942.38","Yes"
"Primary","114183.81","Yes","423041.01","18080.67","Yes"
"College","101210.91","No","225261.40","8758.38","Yes"
"College","43374.90","Yes","113040.12","4895.64","Yes"
"Primary","166226.82","Yes","276182.22","35944.29","No"
"Primary","146852.92","Yes","482946.87","35054.94","Yes"
"Primary","94750.40","No","294974.08","9876.64","No"
"College","147515.45","No","460416.15","49948.47","No"
"Primary","171071.05","Yes","258795.84","20071.66","No"
"College","73622.37","No","154820.64","25265.71","No"
"College","170617.90","Yes","460006.03","36205.56","Yes"
"Primary","52087.73","No","144308.59","41799.90","No"
"College","64062.23","No","11155.62","27518.65","No"
"College","139785.51","Yes","95902.64","9951.01","No"
"Primary","127123.95","Yes","101611.99","11031.00","Yes"
"College","120977.69","No","223734.61","36577.50","Yes"
"Primary","129712.30","No","189994.93","4063.47","No"
"Primary","66243.55","Yes","39346.68","715.37","No"
"College","42331.85","No","17622.72","2097.85","Yes"
"Vocational","174111.77","No","143718.45","26382.53","No"
"Vocational","41166.53","No","308391.20","29133.52","Yes"
"College","162653.56","No","30580.74","32878.07","Yes"
"Vocational","141316.06","No","126769.53","39523.84","Yes"
"Vocational","44933.21","Yes","248538.48","46243.14","Yes"
"Vocational","70070.19","No","126997.43","26047.52","No"
"Primary","91681.45","Yes","271586.25","37846.28","No"
"Primary","133896.06","Yes","467881.43","8455.28","No"
"Primary","77543.27","No","436467.93","47518.30","Yes"
"Vocational","53357.50","Yes","227357.27","22371.14","Yes"
"Vocational","46325.38","No","404956.38","48904.98","No"
"Vocational","152646.74","Yes","163204.03","12661.65","Yes"
"College","184604.59","Yes","174113.04","27693.78","Yes"
"Primary","102406.43","Yes","370221.46","9049.55","Yes"
"Primary","119505.33","No","264283.44","37042.09","Yes"
"Primary","187048.99","Yes","244436.11","40174.31","No"
"Primary","86368.13","Yes","380922.15","22178.78","No"
"College","129327.65","No","453749.80","12898.23","Yes"
"Vocational","48252.43","Yes","366180.00","29858.06","Yes"
"Vocational","83392.13","No","103263.02","30404.82","No"
"Vocational","97081.60","No","266665.20","16203.85","Yes"
"Primary","159188.00","No","417740.05","1071.91","No"
"Primary","172771.97","No","369384.97","38363.80","Yes"
"Vocational","156065.40","No","491006.38","26941.00","Yes"
"Primary","157346.10","No","51724.00","19390.11","Yes"
"Vocational","74309.47","Yes","178603.75","25728.74","Yes"
"Primary","88954.48","No","321589.20","22407.36","No"
"Vocational","183983.67","No","69155.68","8536.16","No"
"Primary","170657.31","Yes","114591.15","7153.40","No"
"College","113676.68","No","487156.26","41241.36","Yes"
"Primary","47753.51","No","48736.95","14365.67","No"
"Primary","190813.13","Yes","163242.82","35391.79","Yes"
"College","123478.57","No","53368.43","12944.35","No"
"Primary","197489.40","Yes","177207.19","3443.61","Yes"
"Primary","188266.89","Yes","340456.25","27804.51","No"
"Vocational","91519.13","No","280960.78","25130.79","No"
"College","42256.18","No","485212.97","7732.11","Yes"
"Primary","152371.91","Yes","465726.76","41906.54","Yes"
"Vocational","46437.41","No","377940.34","30453.74","No"
"Primary","67329.90","Yes","344357.14","48328.16","No"
"Vocational","52168.60","Yes","456116.64","42444.26","Yes"
"Vocational","189661.21","Yes","267646.12","42700.58","No"
"College","140297.82","No","11227.61","24040.91","No"
"College","82219.41","No","185784.11","41072.81","No"
"Primary","112114.02","No","444003.98","39298.56","Yes"
"Vocational","32353.33","No","293497.80","43151.84","No"
"Primary","111689.55","Yes","35063.92","745.78","No"
"College","171335.28","Yes","428116.44","34051.59","No"
"Primary","82857.10","No","200593.67","40569.56","No"
"Vocational","88888.64","Yes","360962.75","34970.31","No"
"Primary","35085.54","No","224704.41","3028.77","Yes"
"Vocational","71374.03","Yes","328438.65","46472.45","No"
"College","142372.51","No","27242.36","2002.68","No"
"Primary","122017.19","No","281004.87","3301.67","No"
"Primary","167107.51","No","94927.01","23076.57","No"
"Vocational","137238.37","No","147211.18","23098.41","Yes"
"Primary","128329.60","Yes","54697.28","28635.41","No"
"Primary","66343.78","Yes","42467.57","36712.11","No"
"College","194167.79","No","303464.66","18123.04","No"
"Vocational","107358.05","Yes","307133.98","10917.55","Yes"
"College","178102.72","No","252908.19","37257.25","No"
"Primary","57517.98","No","177633.01","40172.34","No"
"Vocational","122356.43","Yes","287761.97","985.03","Yes"
"Primary","159871.00","No","220167.32","23855.93","No"
"College","75182.54","No","419245.84","30947.86","Yes"
"Primary","152778.93","No","140612.52","11576.21","Yes"
"College","181067.42","No","195573.32","27919.86","Yes"
