LinkedIN,Major,DOB,Salary,GPA,Tuition,College_location
45,Vocational,1984,13281.46,2.81,2635,WestCoast
9,Buisness,1957,9834,1.66,9746,EastCoast
9,Humanities,1992,10264.18,2.68,12833,Central
4,Humanities,1959,10241.31,2.65,5089,EastCoast
25,Professional,1978,11776.36,2.26,4006,WestCoast
8,Vocational,1998,13269.31,2.79,5961,EastCoast
11,STEM,1965,9727.87,2.83,15276,Central
16,Humanities,1990,10216.96,2.18,3644,WestCoast
23,Humanities,1959,10240.51,2.27,3646,Central
5,Other,1987,5035.61,2.68,5853,Central
12,Buisness,1957,9749,2.51,3464,WestCoast
25,Humanities,1991,10247.19,2.66,5876,Central
39,Vocational,2002,13232.35,2.35,16769,Central
8,Other,1998,5050.67,1.29,11392,Central
22,Professional,1965,11770.89,2.23,4469,Central
16,Vocational,1977,13275.83,2.73,7819,EastCoast
84,Humanities,1975,10227.36,2.33,2202,EastCoast
4,STEM,1989,9656.72,3.34,2409,WestCoast
32,Other,1983,6031.51,2.36,101045,Central
2,Buisness,1985,9763,2.37,6134,WestCoast
55,STEM,1981,9689.6,2.99,1894,Central
26,STEM,1961,9724.83,2.64,4870,WestCoast
32,Vocational,1961,13169.15,1.64,3701,EastCoast
14,Professional,1963,11691.49,2.91,6205,WestCoast
24,Buisness,1975,9743,2.57,6855,Central
10,Professional,2001,11766.1,2.17,10314,EastCoast
8,Vocational,1981,13235.41,2.45,5109,EastCoast
9,Buisness,1980,10258,2.58,8995,Central
31,Other,1952,5962.02,2.09,4316,EastCoast
6,Humanities,1964,10196.19,2.07,5290,WestCoast
10,Humanities,1957,10294.38,2.99,4648,EastCoast
17,Other,1967,5290.67,1.87,1202,Central
13,Buisness,1993,9753,2.47,6296,Central
7,Humanities,2005,10209.77,2.02,5536,WestCoast
16,Humanities,1985,10199.21,1.97,10677,EastCoast
19,STEM,1966,9724.18,2.83,5202,WestCoast
0,STEM,1994,9723.38,2.83,5454,EastCoast
8,Humanities,1974,10220.66,2.26,4107,EastCoast
2,Humanities,1978,10224.72,2.25,8979,Central
14,Other,1999,5207.32,2.55,6353,WestCoast
2,Humanities,1961,10302.34,3.05,11463,EastCoast
1,Vocational,1961,13213.98,2.08,6576,Central
61,STEM,1991,9806.97,1.93,6794,WestCoast
16,STEM,1982,9771.67,2.25,6076,EastCoast
4,Other,2003,5018.75,1.9,6431,WestCoast
4,STEM,1966,9739.58,2.49,21371,EastCoast
10,STEM,1987,9749.04,2.44,5349,WestCoast
11,STEM,1979,9759.45,2.46,4765,Central
19,Vocational,1963,13183.83,1.76,4238,Central
12,STEM,1989,9721.61,2.78,5251,EastCoast
4,Professional,1979,11857.12,1.47,3656,EastCoast
14,Other,1999,5172.26,2.59,3888,EastCoast
3,Humanities,1984,10227.69,2.3,5419,Central
5,Professional,1970,11778.65,2.27,14826,EastCoast
1,Vocational,1972,13195.41,1.96,7469,EastCoast
103,Other,1998,15597.35,2.97,4499,WestCoast
0,Professional,2005,11755.94,2.48,2974,EastCoast
24,Vocational,1957,13240.04,2.31,7374,Central
13,Vocational,1974,13280.07,2.86,5112,WestCoast
18,Vocational,1961,13184.05,1.89,9629,WestCoast
11,Vocational,1990,13154.55,1.52,17287,WestCoast
8,Professional,1996,11649.99,3.46,7907,EastCoast
1,Humanities,1964,10222.45,2.2,7450,Central
11,Humanities,1951,10288.4,2.92,5766,Central
8,Vocational,1966,13236.03,2.33,6517,WestCoast
16,Vocational,1977,13230.28,2.48,5847,WestCoast
59,Vocational,1988,13298.95,2.99,3059,WestCoast
16,Other,1970,5252.64,1.8,1424,WestCoast
19,Humanities,1999,10241.58,2.36,3232,Central
9,STEM,1995,9782.29,2.31,8394,WestCoast
8,Vocational,1989,13284.05,2.95,2475,WestCoast
43,Vocational,1985,13259.62,2.52,4737,WestCoast
32,Other,1984,6028.53,3.51,4994,Central
6,STEM,1993,9731.88,2.53,3965,WestCoast
2,Other,1979,5000.48,2.71,5041,WestCoast
11,Vocational,1987,13270.89,2.73,7877,Central
5,Vocational,1995,13195.28,2.09,12034,WestCoast
22,Professional,1960,11761.89,2.4,5101,EastCoast
58,Humanities,1973,10234.59,2.3,5236,EastCoast
9,STEM,1966,9791.93,2.22,2606,EastCoast
8,Professional,1993,11775.23,2.24,5088,Central
8,Vocational,1975,13205.07,1.95,8192,EastCoast
46,Other,1982,7124.39,2.76,4863,WestCoast
21,STEM,2000,9820.72,1.67,8008,EastCoast
6,STEM,1975,9733.51,2.69,8870,EastCoast
16,Vocational,1987,13341.13,3.41,6291,WestCoast
9,Vocational,1999,13170.98,1.59,5087,Central
5,STEM,1972,9773.67,2.32,51833,WestCoast
12,Humanities,1970,10263.7,2.61,2020,EastCoast
7,STEM,1992,9668.94,3.27,7996,EastCoast
9,Humanities,1952,10209.35,2.24,5233,Central
20,Vocational,1969,13282.4,2.76,8902,EastCoast
6,Vocational,2000,13247.63,2.49,8344,WestCoast
32,STEM,1994,9824.74,2.03,5473,EastCoast
2,Humanities,1954,10209.01,1.96,6001,Central
2,Professional,1964,11764.14,2.38,18788,EastCoast
155,STEM,1963,9727.91,2.56,12131,WestCoast
6,Vocational,1971,13225.05,2.38,9920,WestCoast
0,Vocational,1997,13230.61,2.23,8405,Central
9,Professional,1954,11707.83,2.8,4808,Central
38,STEM,1958,9775.71,2.33,8691,Central
41,Humanities,1992,10282.6,2.81,4509,WestCoast
33,STEM,1969,9757.23,2.35,5474,Central
23,Humanities,1995,10293.55,2.96,3685,EastCoast
19,Professional,1978,11678.55,3.2,5223,Central
76,Buisness,1958,10285,2.85,5242,EastCoast
1,Humanities,1987,10305.49,3.05,5697,Central
5,STEM,1951,9800.56,2.16,3526,Central
23,Other,1969,5521.19,3.45,4594,WestCoast
76,Vocational,2005,13274.91,2.92,15647,WestCoast
6,STEM,1979,9845.36,1.73,6253,WestCoast
12,STEM,1979,9710.56,2.82,5555,WestCoast
21,Professional,1997,11770.19,2.19,7434,WestCoast
7,STEM,1980,9707.67,3,3391,WestCoast
15,Other,1989,5232.2,2.32,5655,WestCoast
11,STEM,1991,9660.27,3.56,4045,EastCoast
4,Professional,2002,11724.92,2.65,33345,Central
29,Humanities,1983,10172.71,1.9,3312,EastCoast
8,STEM,1976,9777.6,2.18,8851,Central
22,Other,1997,5503.93,3.32,6276,WestCoast
6,Professional,1977,11769.36,2.28,3532,Central
49,Professional,1987,11768.06,2.43,2117,EastCoast
15,Humanities,1957,10313.28,3.21,2090,WestCoast
75,STEM,1984,9719.58,2.73,9770,EastCoast
6,Buisness,1974,10156,1.56,4767,Central
18,Vocational,2005,13224.92,2.34,3608,WestCoast
28,Other,1951,5792.45,2.47,3666,Central
36,Professional,1965,11817.23,1.89,3793,EastCoast
13,Humanities,1962,10240.97,2.44,2165,WestCoast
44,STEM,2002,9678.47,3.21,3548,WestCoast
18,Humanities,1970,10178.61,1.86,3617,Central
82,STEM,1980,9811.05,1.98,3237,Central
14,Vocational,1974,13303.21,2.9,7471,EastCoast
12,Professional,2000,11772.51,2.26,12496,EastCoast
0,Professional,1998,11728.46,2.74,5188,EastCoast
10,Other,1983,5084.67,2.09,5372,WestCoast
50,Other,1952,7505.57,2.34,4668,Central
41,Humanities,1957,10206.15,2.01,2341,WestCoast
12,STEM,1958,9765.2,2.3,9840,WestCoast
6,Humanities,1970,10244.75,2.43,5875,Central
12,Other,1990,5139.47,3.22,104562,EastCoast
5,Vocational,1978,13192.18,1.95,4889,EastCoast
1,Humanities,1961,10379.31,3.79,5912,WestCoast
22,STEM,1970,9706.82,2.97,2481,Central
35,Other,2005,6209.11,2.98,20722,Central
17,Humanities,1984,10300.52,3.07,11183,Central
21,STEM,1984,9715.84,2.76,3927,WestCoast
35,Humanities,1990,10245.46,2.35,5694,WestCoast
6,Humanities,1974,10321.94,3.26,13979,Central
57,STEM,1997,9682.02,3.35,1342,WestCoast
1,Professional,1995,11727,2.63,5833,EastCoast
29,Vocational,1981,13265.5,2.52,3058,Central
27,Vocational,1980,13258.88,2.57,3343,EastCoast
41,STEM,1991,9814.61,1.94,1659,WestCoast
22,STEM,1986,9749.01,2.6,4641,EastCoast
32,Vocational,1997,13224.81,2.22,3633,Central
24,Humanities,1954,10240.8,2.38,35857,Central
1,Humanities,1978,10221.86,2.14,4918,EastCoast
27,Professional,1959,11740,2.6,7722,WestCoast
7,Vocational,1958,13233.33,2.28,8595,Central
3,STEM,1994,9740.69,2.66,5560,Central
30,Other,2000,5903.67,2.72,8314,WestCoast
0,Vocational,2004,13144.06,1.28,8907,EastCoast
49,Other,1966,7402.67,2.59,4334,WestCoast
43,Professional,1984,11836.42,1.7,4900,WestCoast
28,Buisness,2003,9755,2.45,4235,EastCoast
84,Vocational,1991,13341.53,3.43,1443,Central
21,Vocational,1977,13237.43,2.42,4876,WestCoast
41,Professional,1978,11658.45,3.47,5060,Central
35,Professional,1992,11784.59,2.17,26611,WestCoast
12,Buisness,1980,10317,3.17,2768,Central
20,Professional,2002,11803.05,1.92,3724,WestCoast
2,Buisness,1975,9713,2.87,4255,Central
24,Other,1960,5573.35,2.49,13106,Central
22,Humanities,1969,10200.22,2.02,2516,EastCoast
22,Buisness,1960,10210,2.1,3765,Central
2,Humanities,1967,10286.3,2.75,5467,Central
5,Humanities,1975,10253.1,2.45,50176,EastCoast
55,Buisness,1964,10263,2.63,2433,WestCoast
20,Buisness,1998,10245,2.45,4054,Central
5,STEM,1952,9758.72,2.37,5357,WestCoast
34,STEM,1969,9848.41,1.65,7914,Central
2,Other,1951,5006.07,2.82,3163,EastCoast
54,STEM,1969,9715.61,2.88,4469,WestCoast
2,Other,1980,5002.07,2.7,1579,EastCoast
8,Humanities,1956,10231.47,2.42,5629,Central
3,Humanities,1991,10228.38,2.31,2358,EastCoast
2,Humanities,1999,10260.76,2.58,6517,Central
2,STEM,1996,9741.59,2.5,2940,EastCoast
29,Humanities,1983,10186.94,2.01,2294,WestCoast
39,STEM,1982,9858.73,1.4,50541,EastCoast
1,Other,1954,5011.23,2.01,3360,Central
17,Other,1988,5288.56,1.98,1984,WestCoast
31,Humanities,1963,10177.43,1.91,6085,EastCoast
19,STEM,1989,9810.56,2.04,5311,WestCoast
17,Professional,1977,11718.02,2.86,4582,Central
59,STEM,1979,9755.05,2.49,1677,WestCoast
32,Professional,1961,11859.59,1.41,7819,WestCoast
16,Professional,1972,11733.64,2.78,7718,Central
6,STEM,1981,9705.66,2.84,9881,Central
42,Humanities,1968,10327.67,3.17,2318,WestCoast
23,Buisness,1978,10234,2.34,8530,EastCoast
2,Professional,1960,11808.63,1.95,2898,WestCoast
19,Other,2002,5364.1,1.78,17716,WestCoast
9,STEM,1980,9723.27,2.86,4467,Central
13,STEM,1996,9765.53,2.29,3196,Central
13,Professional,1999,11749.42,2.58,8693,Central
4,Humanities,1982,10209.68,2.12,3905,EastCoast
1,Humanities,1954,10269.92,2.45,18428,EastCoast
31,Other,1984,5978.22,2.99,4625,WestCoast
16,Humanities,1986,10215.52,2.1,12848,WestCoast
4,Professional,1966,11799.8,1.82,8067,WestCoast
1,Humanities,1958,10233.41,2.46,5006,EastCoast
30,Professional,2005,11775.26,2.31,52247,EastCoast
29,Humanities,1983,10277.7,2.67,6710,WestCoast
9,STEM,1980,9749.82,2.45,13674,EastCoast
27,Professional,1968,11730.96,2.65,11629,EastCoast
10,Vocational,1977,13332.46,3.12,3575,EastCoast
17,STEM,1997,9714.44,2.8,1198,WestCoast
33,Vocational,1981,13254.05,2.54,34628,WestCoast
8,Vocational,1975,13176.12,1.86,7668,Central
26,STEM,1996,9798.39,2.12,4322,EastCoast
12,Professional,1952,11739.61,2.65,2636,EastCoast
49,Buisness,1975,9737,2.63,2866,Central
1,Other,1979,4997.39,1.7,5785,Central
29,Vocational,1983,13223.55,2.19,16979,WestCoast
11,Humanities,1967,10214.23,2.26,4400,Central
32,Professional,1989,11737.73,2.68,3026,Central
10,Professional,1962,11841.22,1.76,2705,Central
15,Humanities,1958,10282.82,2.89,6403,EastCoast
8,Humanities,2001,10248.31,2.39,5537,EastCoast
16,Professional,1995,11776.5,2.27,4512,WestCoast
90,Buisness,1997,9737,2.63,5526,EastCoast
10,Buisness,1962,10281,2.81,5611,Central
19,STEM,1988,9764.86,2.19,12421,Central
52,Vocational,1961,13267.14,2.66,6092,WestCoast
15,Vocational,1991,13298.06,2.85,4635,Central
5,Humanities,1968,10245.25,2.46,5054,EastCoast
11,Vocational,1993,13230.52,2.18,1520,Central
1,STEM,1970,9748.65,2.37,5888,EastCoast
2,Buisness,1992,10273,2.73,6062,Central
7,STEM,1962,9792.17,1.97,5556,Central
104,Humanities,1999,10230.45,2.32,8011,Central
2,Buisness,1983,9714,2.86,7810,Central
6,STEM,1954,9816.89,1.97,5126,Central
14,Vocational,1978,13255.43,2.5,3822,WestCoast
13,STEM,2003,9780.75,2.28,5793,EastCoast
17,Other,1954,5275.22,2.1,3033,EastCoast
15,Humanities,1966,10334.59,3.24,5165,WestCoast
32,STEM,1979,9741.77,2.42,1130,Central
7,Buisness,1983,9827,1.73,5191,Central
73,STEM,1966,9732.34,2.67,5263,WestCoast
6,Professional,1973,11731.12,2.82,4026,WestCoast
3,Professional,1975,11809.13,2,5793,EastCoast
8,STEM,1988,9762.38,2.25,6683,EastCoast
6,STEM,1998,9776.2,2.13,5507,Central
5,Professional,1970,11814.52,1.71,5944,WestCoast
6,Professional,1975,11728.04,2.85,5359,Central
3,Professional,1967,11739.02,2.62,4267,WestCoast
38,Vocational,1981,13206.34,1.93,3433,EastCoast
22,STEM,1992,9812.01,1.93,5200,EastCoast
18,Vocational,1967,13317.5,3.06,5179,WestCoast
59,Vocational,1970,13208.45,2.05,23740,WestCoast
20,Professional,1969,11672.67,3.15,7049,Central
16,STEM,1973,9601.68,4,5427,WestCoast
3,STEM,1969,9798.52,2.03,35738,EastCoast
26,Vocational,1955,13235.27,2.37,3540,EastCoast
1,Professional,1962,11713.62,2.98,2090,EastCoast
17,Other,1962,5295.47,2.52,4383,EastCoast
12,Other,1980,5145.24,2.39,6226,EastCoast
49,Humanities,1985,10298.13,3.16,6623,EastCoast
11,Vocational,1982,13204.18,1.9,1662,Central
10,Buisness,2002,10186,1.86,4446,EastCoast
3,Humanities,1995,10224.38,2.27,6105,WestCoast
7,Buisness,1988,10228,2.28,2362,WestCoast
17,STEM,1999,9662.71,3.29,4950,EastCoast
12,Humanities,1965,10245.22,2.3,5529,Central
8,Humanities,1985,10258.72,2.48,1995,EastCoast
11,STEM,2004,9804.24,1.92,9802,WestCoast
76,Other,1979,10764.69,2.18,12597,WestCoast
16,Vocational,1951,13250.77,2.46,5818,WestCoast
8,Humanities,1984,10252.97,2.35,3181,EastCoast
2,Professional,1984,11717.16,2.85,1518,WestCoast
16,Professional,1958,11764.72,2.28,4128,WestCoast
43,Humanities,1969,10224.67,2.32,5103,WestCoast
25,Vocational,1967,13325.98,2.98,2745,Central
20,Professional,1957,11792.01,2.08,5493,Central
37,Buisness,2002,10198,1.98,16541,EastCoast
12,Other,1986,5135.44,2.35,1818,WestCoast
27,Other,1960,5729.41,3.07,5764,WestCoast
7,STEM,2000,9830.41,1.81,16559,EastCoast
20,STEM,1954,9741.92,2.5,2356,Central
17,STEM,1982,9749.96,2.57,3678,EastCoast
46,Vocational,1990,13224.34,2.15,12218,Central
20,Vocational,1981,13251.56,2.4,5748,WestCoast
31,Vocational,1999,13205.96,2.12,5489,EastCoast
24,Buisness,1980,10203,2.03,10868,Central
25,Other,1989,5622.37,2.13,4512,EastCoast
35,Humanities,1979,10234.1,2.45,5080,EastCoast
3,Humanities,1982,10264.97,2.6,5691,Central
9,Vocational,1956,13231.63,2.25,6837,WestCoast
22,Vocational,1986,13268.53,2.65,3703,EastCoast
25,Other,1989,5621.87,1.87,5601,WestCoast
17,STEM,1980,9755.15,2.51,28084,WestCoast
17,STEM,1981,9738.84,2.62,4884,EastCoast
21,Professional,2001,11792.28,2,7834,Central
1,Other,1985,5011.31,2.91,5239,WestCoast
12,Vocational,2001,13206.79,2.1,5969,Central
5,STEM,2003,9731.63,2.75,4074,Central
11,Humanities,2003,10239.36,2.6,1430,Central
19,Vocational,1992,13131.84,1.41,8816,Central
5,Humanities,1962,10248.45,2.51,2495,WestCoast
5,Vocational,1997,13195.33,1.97,2456,Central
15,Professional,1971,11666.89,3.2,3826,Central
1,Other,1972,5011.35,1.77,4596,WestCoast
35,Professional,1995,11776.88,2.32,10878,Central
14,Professional,2003,11676.61,3.09,7361,WestCoast
6,STEM,1965,9713.96,2.88,3136,WestCoast
0,Buisness,1951,9745,2.55,11772,EastCoast
1,Professional,2003,11781.44,2.2,1525,WestCoast
30,Vocational,1972,13255.74,2.53,2057,Central
5,Humanities,1964,10240.93,2.32,4986,Central
6,Vocational,1975,13231.65,2.35,4161,Central
5,STEM,1951,9695.91,2.87,7664,Central
13,Professional,1953,11772.07,2.57,3996,EastCoast
41,Professional,1986,11664.84,3.48,1363,EastCoast
23,Humanities,1971,10198.86,2.11,4764,WestCoast
11,Humanities,1999,10269.08,2.66,6125,WestCoast
2,STEM,1961,9736.75,2.52,4764,WestCoast
51,Buisness,1961,9786,2.14,5066,Central
9,Vocational,1977,13227.62,2.27,3847,EastCoast
4,Professional,1951,11756.98,2.46,22374,WestCoast
2,Vocational,1959,13279.25,2.77,13242,Central
22,Professional,1974,11733.52,2.78,10045,EastCoast
96,STEM,2003,9735.87,2.68,6126,Central
22,Buisness,1957,9756,2.44,8267,Central
10,Buisness,1994,10242,2.42,3508,Central
35,Other,1993,6223.59,2.97,5050,WestCoast
60,Vocational,1978,13111.27,1.04,4541,EastCoast
4,Humanities,1960,10228.45,2.36,11632,WestCoast
68,Humanities,1965,10210.65,2.17,5647,Central
5,Other,1958,5035.81,2.67,7989,EastCoast
3,STEM,2002,9753.48,2.5,6910,EastCoast
4,Vocational,1973,13265.75,2.5,4909,Central
16,STEM,1972,9672.25,3.32,6856,Central
11,Humanities,1999,10230.98,2.51,4659,EastCoast
6,Professional,1992,11683.83,3.2,8075,Central
3,Humanities,2001,10295.48,3.12,5808,WestCoast
2,STEM,1959,9662.19,3.39,2489,Central
105,Humanities,1987,10260.16,2.73,7407,WestCoast
1,Buisness,2002,10250,2.5,6361,EastCoast
24,Vocational,1978,13216.05,2.28,6074,Central
16,Humanities,1962,10257.98,2.54,2911,Central
2,Other,1975,4992.27,2.87,3541,EastCoast
11,Humanities,2004,10273.8,2.83,11814,WestCoast
15,STEM,1987,9697.63,3.06,6689,WestCoast
34,Vocational,1963,13204.48,1.94,4699,WestCoast
1,STEM,1988,9823.24,1.77,6748,EastCoast
86,Humanities,1980,10262.29,2.65,6495,EastCoast
68,Vocational,2001,13276.44,2.91,5331,WestCoast
35,Humanities,1986,10236.2,2.42,7180,Central
8,Professional,1985,11733.18,2.59,7301,EastCoast
17,STEM,1977,9682.78,3.21,5314,EastCoast
25,Other,1953,5632,1.91,2709,Central
16,Other,1984,5255.83,2.29,2515,WestCoast
8,Vocational,1986,13195.17,1.86,2473,WestCoast
48,STEM,2001,9782.98,2.29,4141,EastCoast
20,STEM,1962,9743.04,2.54,2886,Central
10,Professional,1954,11722.08,2.76,5604,EastCoast
11,STEM,1966,9682.37,3.11,6044,EastCoast
49,STEM,1999,9742.55,2.47,6827,EastCoast
8,Professional,1963,11695.16,3.01,102890,EastCoast
23,Vocational,1990,13203.24,2.04,7252,Central
0,Humanities,1982,10218.77,2.35,6094,WestCoast
36,Vocational,1961,13197.41,2.21,7663,WestCoast
62,Vocational,1978,13161.45,1.41,19282,WestCoast
3,STEM,1999,9698.79,2.91,6768,Central
16,Professional,1980,11772.12,2.29,1951,EastCoast
16,Humanities,1994,10255.59,2.67,6337,WestCoast
55,Humanities,2005,10274.5,2.77,4351,WestCoast
5,Professional,1985,11750.49,2.43,2803,WestCoast
10,Other,1971,5092.54,3.35,7629,EastCoast
29,Other,1999,5848.74,2.77,8763,WestCoast
13,Humanities,1989,10203.29,2.13,2434,WestCoast
8,Humanities,1967,10284.88,2.73,5006,WestCoast
14,Vocational,1981,13186.14,1.91,10555,WestCoast
64,Vocational,1956,13198.34,1.81,6266,Central
16,Vocational,1960,13165.53,1.66,4353,Central
44,Buisness,2002,10298,2.98,13582,WestCoast
46,Professional,1954,11752.16,2.36,2278,EastCoast
64,Vocational,1989,13240.2,2.42,6182,EastCoast
14,STEM,1983,9706.84,2.94,5678,EastCoast
10,Buisness,1977,9732,2.68,5769,Central
16,Vocational,1953,13258.4,2.61,4162,Central
5,Humanities,1971,10190.8,1.79,7453,Central
9,Vocational,1974,13232.08,2.35,6359,Central
30,Vocational,1979,13291.44,2.67,1920,WestCoast
19,Humanities,1964,10255.37,2.69,10792,EastCoast
16,Humanities,1957,10298.41,2.94,11110,Central
8,Buisness,1990,10289,2.89,7916,Central
31,Buisness,1953,9793,2.07,2726,Central
29,Buisness,1955,9725,2.75,4040,WestCoast
2,Humanities,1964,10194.58,1.79,3320,EastCoast
19,Vocational,1956,13220.29,2.32,4128,Central
9,Humanities,1963,10213.27,2.13,3452,EastCoast
19,Other,1965,5346.32,2.42,3823,Central
119,STEM,1985,9724.04,2.7,3050,EastCoast
16,Buisness,1980,10235,2.35,6323,Central
13,Professional,1972,11671.97,3.23,4895,WestCoast
10,STEM,1997,9770.86,2.29,11648,WestCoast
3,STEM,1982,9751.18,2.45,1746,EastCoast
2,Other,1997,4998.62,2.23,1514,Central
1,Vocational,2001,13195.97,1.96,2290,WestCoast
6,Other,1986,5020.06,1.8,2534,WestCoast
13,Vocational,2003,13310.6,2.97,3741,EastCoast
7,STEM,1953,9756.22,2.42,4404,Central
21,Other,1967,5442.44,2.32,14199,WestCoast
14,Professional,1991,11648.49,3.44,17253,EastCoast
6,Other,2002,5042.41,2.59,4387,EastCoast
38,Professional,1980,11805.92,2.01,4487,WestCoast
3,Professional,1976,11776.16,2.11,4693,WestCoast
3,Professional,1976,11681.65,3.18,4557,EastCoast
20,STEM,1959,9682.49,3.1,4938,EastCoast
23,Buisness,1970,10266,2.66,1713,EastCoast
9,STEM,1992,9653.08,3.48,6420,Central
8,STEM,1976,9771.06,2.46,4221,Central
24,Humanities,1996,10286.34,2.87,13186,WestCoast
9,Professional,1988,11720.29,2.76,4103,WestCoast
93,Vocational,1994,13278.55,2.74,6997,EastCoast
30,Professional,1992,11793.21,1.96,2108,WestCoast
8,Professional,2004,11751.19,2.42,4968,WestCoast
14,Other,1960,5204.6,2.58,8081,WestCoast
22,Vocational,2001,13265.22,2.58,4964,WestCoast
33,Other,2004,6096.13,2.71,5710,WestCoast
33,Other,1973,6070.46,2.81,4670,Central
10,Buisness,1962,10277,2.77,33517,WestCoast
11,Buisness,1956,10282,2.82,6616,EastCoast
4,Professional,1980,11710.34,2.72,6273,Central
24,Other,1954,5579.73,2.81,2112,Central
9,Vocational,1964,13285.92,2.91,6378,WestCoast
3,Buisness,1951,9759,2.41,1757,Central
2,Professional,1954,11717.8,2.76,6464,WestCoast
3,Humanities,1971,10279.17,2.87,2684,Central
22,Other,1974,5492.55,2.27,9179,Central
7,STEM,1961,9807,1.9,2718,EastCoast
1,Other,1991,4998.7,2.34,7562,EastCoast
13,STEM,1983,9811.01,1.95,4134,Central
17,STEM,1963,9769.14,2.33,2090,WestCoast
3,Vocational,1988,13292.21,2.82,1116,EastCoast
3,Professional,1954,11780.52,2.23,5892,WestCoast
26,Humanities,2000,10208.62,1.92,4033,WestCoast
0,Other,1981,5006.83,2.75,5743,WestCoast
38,STEM,1973,9726.51,2.74,5055,EastCoast
8,Vocational,1974,13208.03,2.22,3534,WestCoast
8,Professional,1974,11709.3,2.97,1433,EastCoast
9,Buisness,1993,9732,2.68,4122,Central
21,Buisness,1971,9742,2.58,3114,Central
10,Humanities,1988,10250.18,2.79,2690,Central
9,STEM,1995,9682.88,3.2,4046,WestCoast
28,Professional,1953,11731.31,2.8,6740,WestCoast
6,STEM,1982,9692.24,3.18,2081,EastCoast
44,Vocational,1984,13273.34,2.89,4007,WestCoast
64,Professional,1964,11782.47,2.12,5549,WestCoast
8,Humanities,1951,10354.04,3.47,5753,Central
94,Buisness,1956,10230,2.3,5802,EastCoast
12,Humanities,1985,10290.79,2.85,6611,WestCoast
32,Buisness,1967,9736,2.64,13105,WestCoast
40,Professional,1975,11769.87,2.19,1861,WestCoast
4,Humanities,1960,10147.64,1.54,52095,Central
60,Buisness,1977,9773,2.27,6069,Central
0,Other,1989,5003.65,2.69,6455,EastCoast
4,Vocational,1960,13244.35,2.43,5118,EastCoast
12,Vocational,1983,13294.32,2.85,5887,EastCoast
27,STEM,1975,9721.83,2.75,2711,Central
41,STEM,1993,9791.01,2.19,5762,EastCoast
33,Vocational,1969,13267.37,2.67,25049,WestCoast
25,STEM,1970,9715.02,2.8,3883,EastCoast
23,Vocational,1955,13192.78,1.9,4531,Central
43,Professional,1957,11768.24,2.25,6412,EastCoast
40,Vocational,1999,13224.98,2.23,8162,Central
32,Humanities,1991,10252.98,2.49,1918,WestCoast
24,Vocational,2005,13234.14,2.36,3716,Central
17,Humanities,1954,10228.53,2.44,4555,WestCoast
28,Humanities,2002,10209.81,2.02,7555,WestCoast
46,Professional,1975,11678.95,3.09,1453,WestCoast
33,STEM,2001,9776.92,2.15,2281,Central
24,Humanities,2002,10185.57,1.71,6676,EastCoast
14,Professional,2003,11833.15,1.64,14786,Central
50,Buisness,1958,10134,1.34,6446,EastCoast
71,Vocational,1988,13281.92,2.92,6007,Central
7,Professional,1972,11747.87,2.63,8750,Central
21,Vocational,1958,13284.13,2.79,6417,Central
10,STEM,1988,9774.8,2.15,5839,EastCoast
12,Professional,1979,11703.71,3,3113,WestCoast
17,STEM,2003,9777.35,2.3,4050,EastCoast
12,Vocational,1976,13232.44,2.44,3149,WestCoast
66,Professional,1975,11772.39,2.16,36604,EastCoast
24,STEM,1993,9809.7,2.07,5570,Central
78,STEM,1998,9828.57,1.71,3431,EastCoast
4,STEM,1961,9755.5,2.5,3852,Central
6,STEM,1990,9788.29,2.09,2498,WestCoast
7,Other,1972,5048.38,1.99,16597,EastCoast
31,Humanities,1978,10258.06,2.68,5048,WestCoast
5,STEM,1966,9679.77,3.15,2297,EastCoast
20,Other,2000,5409.28,2.1,5283,Central
14,Professional,1989,11830.56,1.69,4568,WestCoast
99,Humanities,1997,10246.73,2.4,4095,EastCoast
14,Buisness,1983,9711,2.89,3101,WestCoast
7,Professional,1987,11721.54,2.87,5125,WestCoast
16,Other,1962,5258.9,1.63,2822,EastCoast
39,STEM,1951,9765.96,2.38,7444,EastCoast
24,Vocational,1991,13272.24,2.55,3787,WestCoast
35,Humanities,1966,10289.81,2.83,3089,Central
10,STEM,1972,9704.21,2.85,11638,Central
22,Buisness,1965,9715,2.85,4414,EastCoast
7,Vocational,1956,13253.21,2.61,3804,EastCoast
17,Humanities,1991,10360.41,3.6,2989,WestCoast
4,STEM,1951,9775.05,2.11,3620,EastCoast
18,Professional,1983,11742.83,2.75,6117,EastCoast
8,Other,1969,5062.6,2.17,1443,Central
17,Vocational,1983,13319.73,3.22,5078,EastCoast
17,Professional,1968,11779.09,2.31,5010,EastCoast
31,Professional,1990,11724.76,2.71,1620,WestCoast
12,Other,1987,5142.29,2.79,5234,WestCoast
47,Vocational,1976,13363.39,3.6,7464,WestCoast
55,Other,1989,8035.37,2.76,6052,EastCoast
12,STEM,1982,9818.18,1.87,4475,EastCoast
15,Humanities,1955,10273.9,2.7,3260,EastCoast
4,Vocational,1990,13277.3,2.82,50284,EastCoast
83,Vocational,1991,13232.02,2.16,5776,WestCoast
15,Professional,1964,11841.58,1.55,5282,WestCoast
6,STEM,1995,9808.43,2.04,5490,WestCoast
17,STEM,1997,9720.43,2.66,7132,WestCoast
