Piv,Zyrc,Xelco,Yulos,Pilms,WAC,ID,ZIQ
23,Brillante,1967,52,6240.571429,ET,8670,2.75
7,Vibranto,1967,92,1496.588235,ET,5468,2.79
5,Solario,1966,89,3597.822785,EM,3779,1.88
3,Solario,1981,75,5813.222222,FC,3545,2.48
3,Brillante,2011,1,5313,ET,8720,2.4
21,Vibranto,2002,24,3909.952381,ET,5242,2.06
32,Vibranto,1975,45,4628.333333,ET,4830,2.6
2,Esplen,1986,42,3053.727273,EM,6544,3.1
12,Quilante,2003,61,4483.790698,FC,86,2.26
19,Vibranto,1990,80,3268.102564,ET,4339,1.88
41,Esplen,2000,28,3028.385965,EM,6757,2.04
52,Quilante,2014,51,7962.428571,FC,928,2.06
63,Esplen,1999,6,2479.816327,EM,7649,2.05
14,Vibranto,1980,10,2798.789474,ET,4976,2.81
3,Esplen,1991,63,24651,EM,7505,2.54
2,Quilante,2000,10,3288.714286,ET,1256,3.26
53,Solario,1974,65,1103.631579,ET,2395,2.7
31,Vibranto,1994,56,14837.71429,FB,5207,1.91
15,Vibranto,1965,34,5795.915254,EM,4359,1.97
10,Solario,2010,31,3624.10101,EM,2099,2.86
4,Esplen,2011,79,6168.915254,FB,7959,2.9
0,Quilante,1997,34,5298.927835,FC,1397,2.05
1,Quilante,1971,61,6281,ET,825,2.37
3,Vibranto,1990,66,4609.181818,FB,4655,2.32
16,Esplen,1997,25,17391.66667,ET,7806,1.93
27,Solario,2006,11,5935.151515,FC,2466,3.3
3,Vibranto,2015,7,3211.578947,FC,4338,2.7
6,Quilante,1966,25,6467.157895,FB,1519,2.21
32,Quilante,2012,2,3102.714286,FC,456,2.42
40,Brillante,1974,96,7179.555556,FC,8118,2.4
18,Brillante,2003,74,7442,ET,8716,3.11
20,Ardent,1973,2,3673.102564,FC,9139,2.94
3,Esplen,2012,41,6374.666667,FB,6760,2.47
32,Esplen,1979,35,15657.71429,EM,7207,3.02
20,Quilante,1994,21,3414.777778,FC,1036,3.65
16,Solario,2009,43,3514.275862,EM,2029,2.74
36,Vibranto,1978,7,2192.450704,ET,5371,2.85
21,Quilante,1992,24,4385.571429,EM,470,2.73
15,Vibranto,1972,10,5967.153846,EM,4926,2.85
11,Brillante,1988,6,5594.792453,FB,8153,2.46
34,Ardent,1994,97,4233.450704,FB,9871,2.82
36,Vibranto,2014,40,5997,FB,4532,2.39
17,Solario,1995,2,5548.819277,FB,2283,2.84
43,Quilante,1981,87,28048,FC,604,2.98
23,Solario,2006,87,3080,EM,3700,2.94
2,Esplen,1989,10,7063.142857,ET,6135,2.51
48,Solario,1969,70,2998.142857,FC,2735,2.39
0,Quilante,2005,46,2299.666667,FB,796,2.4
18,Solario,2001,92,2528.666667,EM,3860,2.23
13,Quilante,1966,56,5254.666667,FB,296,2.53
61,Quilante,1991,6,4430.512195,FB,1982,2.84
2,Esplen,1991,84,4654.701299,ET,7877,1.83
5,Vibranto,1996,4,4232.076923,EM,5652,2.36
60,Esplen,2016,36,5672.829787,FC,6394,2.53
35,Vibranto,1982,94,4985.792453,FC,5753,2.75
9,Quilante,1998,41,7151.904762,FC,1521,2.52
2,Quilante,1973,4,2820.333333,FC,275,2.58
23,Ardent,1985,82,4648.47619,ET,9984,2.41
36,Ardent,2003,3,4979.666667,FC,9296,2.52
8,Vibranto,2010,12,5844.181818,FB,4855,2.14
12,Vibranto,2017,44,3808.888889,EM,4372,3.18
24,Brillante,2003,5,4290.727273,FC,8744,2.78
8,Quilante,2016,2,33577.33333,FC,203,2.51
23,Vibranto,1970,63,2409,FB,4800,2.67
6,Solario,1984,33,103046,FB,3001,2.73
7,Esplen,1982,28,2992.222222,ET,6545,2.68
21,Esplen,2006,58,3207.470588,FB,7785,2.09
8,Brillante,1981,26,5620.222222,FB,8845,2.7
13,Vibranto,1983,90,6207.952381,EM,5042,1.72
5,Brillante,1995,20,2502.888889,EM,8572,2.05
12,Vibranto,1966,92,7647.666667,FB,4015,2.95
3,Quilante,2000,71,28611,FB,1404,2.78
6,Solario,1971,52,5737.863014,EM,2173,2.23
14,Quilante,1969,11,5407.30303,EM,433,2.88
110,Solario,1988,67,3153.727273,FB,2244,2.17
30,Esplen,2007,55,2024.588235,EM,7868,2.23
10,Ardent,1989,33,3424,FB,9240,2.65
12,Quilante,1977,86,5919.581395,EM,843,2.63
21,Quilante,1994,9,6306.428571,FC,428,3.39
8,Solario,2008,60,5616.816327,EM,3249,2.04
14,Ardent,1971,81,4212.176471,FB,9234,2.16
29,Solario,1997,96,5321.952381,FB,3742,2.76
41,Ardent,1980,73,4299.153846,EM,9426,2.63
1,Vibranto,1983,7,5964.181818,FB,4755,2.19
9,Esplen,1972,7,3436.727273,EM,6144,2.3
11,Esplen,1967,82,5236.901099,ET,7491,1.92
23,Ardent,2007,38,5858.157895,EM,9419,1.79
31,Solario,1982,84,6158.102564,EM,2439,3.07
22,Solario,2015,18,27444,ET,3604,2.82
44,Brillante,1996,31,7359.02439,FC,8241,2.76
12,Brillante,1967,50,3313.578947,FB,8838,2.15
7,Solario,2001,91,5149.806452,EM,2331,2.54
12,Brillante,1999,43,6135.137931,ET,8658,1.85
10,Vibranto,1981,36,4502.784314,ET,5851,2.94
11,Esplen,1991,92,10392.55556,EM,6218,2.96
2,Solario,1994,64,6210.275862,FC,3429,2.79
23,Vibranto,1969,84,5388.816327,ET,5449,2.76
1,Quilante,1999,16,4082.666667,EM,1796,1.75
15,Vibranto,1983,30,5914.051282,FB,5778,2.23
53,Vibranto,2018,61,3767.915254,EM,5159,2.44
7,Brillante,2010,52,3653.956522,ET,8192,2.82
19,Brillante,1990,54,6278.051282,ET,8378,1.62
0,Solario,1972,84,7297.806452,FC,3231,1.98
29,Quilante,1992,24,2020.111111,EM,1490,2.31
14,Esplen,2002,84,2753.901099,EM,7391,2.06
24,Solario,2003,97,6757.904762,FB,3021,2.54
11,Vibranto,1969,63,9306.666667,ET,4615,2.12
4,Ardent,2007,87,3191.588235,EM,9268,2.97
15,Esplen,1999,72,5032.703704,FB,7927,1.98
7,Esplen,2011,47,34891.33333,FC,6103,2.54
3,Solario,1974,50,5687.703704,EM,3627,3
3,Quilante,2009,57,2791.903226,FB,1662,2.12
19,Vibranto,1989,3,4849.344262,FC,5761,2.36
8,Quilante,1986,39,3912.806452,EM,731,2.13
8,Solario,1965,29,5088.790698,EM,3986,2.65
0,Vibranto,1986,38,6074.952381,ET,4442,2.71
2,Vibranto,1981,67,5305.826087,FB,4223,2.11
52,Vibranto,2018,22,2850.701299,ET,4177,2.95
8,Brillante,1969,78,10342.90909,ET,8811,2.3
16,Quilante,2019,69,2561.344262,FC,861,3.17
7,Brillante,1988,12,4250.30303,FC,8433,2.38
5,Solario,1981,7,4554.151515,ET,2266,2.43
36,Quilante,1983,19,37115.33333,FB,1703,2.62
31,Quilante,1965,89,3830.727273,FC,844,2.74
28,Vibranto,1990,26,7584.275862,FB,4329,2.05
57,Vibranto,1985,18,3766.275862,ET,5829,2.59
9,Vibranto,1981,25,1484.822785,ET,5779,1.59
7,Esplen,1969,66,4518.666667,FC,7524,2.85
13,Quilante,1975,85,6708.428571,EM,828,3.05
17,Brillante,1998,11,3282.408163,ET,8298,2.72
33,Esplen,1987,100,5465.222222,FC,7145,2.87
52,Esplen,1967,27,3758.789474,ET,6876,2.71
32,Brillante,1969,16,3218.450704,EM,8671,2.57
12,Esplen,1991,96,1480.956522,FC,7392,2.14
47,Quilante,2008,11,53413,FB,1302,1.93
9,Brillante,1979,75,6629.714286,EM,8956,1.44
40,Quilante,1979,100,4800.659574,FB,1447,2.85
84,Solario,1968,82,3365.915254,EM,2959,2.85
6,Esplen,2016,39,1824,FC,6080,3.35
32,Quilante,1988,70,4398.363636,FB,1588,2.25
58,Solario,1988,66,6879,ET,3625,2.12
35,Vibranto,1983,83,10365,FB,4510,2.64
19,Quilante,1994,80,5651.222222,FC,945,2.02
17,Solario,1980,28,1479.333333,ET,2575,3.11
15,Quilante,2002,59,52255,FB,1002,2.42
6,Vibranto,1999,27,3484.076923,FB,5352,3.14
3,Ardent,1997,35,4779.777778,EM,9936,2.97
6,Quilante,1993,25,5729.176471,FB,34,2.02
10,Vibranto,2007,93,15788.11111,EM,4509,3.43
12,Quilante,1991,59,4524.102564,FB,1839,2.62
3,Solario,1995,29,2644.151515,FC,2566,2.13
9,Esplen,1965,85,11023.85714,FC,7814,3.17
8,Esplen,1982,50,6965.275862,EM,7829,2.62
29,Brillante,1968,20,6099.425287,FC,8087,2.92
25,Vibranto,1967,5,1677.470588,EM,5385,2.84
30,Brillante,2016,43,4430.142857,FB,8335,2.37
14,Vibranto,1982,55,4828.461538,FC,4165,2.35
11,Quilante,1984,92,6237.222222,ET,1745,2.77
1,Ardent,1992,35,3503.851852,ET,9054,2.48
11,Solario,1966,89,5153,FB,3532,2.13
30,Quilante,2006,84,1631.956522,EM,1192,2.56
13,Quilante,1991,78,13010,FB,108,2.43
25,Vibranto,1998,71,5118.333333,FC,5475,3.53
14,Vibranto,1997,30,5404.903226,FB,5662,1.72
12,Quilante,1986,88,3190,FB,1440,2.76
25,Quilante,1992,62,2936.5,FC,464,2.21
7,Quilante,1975,50,5596.819277,ET,683,3.06
0,Ardent,2010,88,4893.578947,ET,9538,2.67
13,Solario,1989,16,5407.702703,FC,2937,2.33
6,Ardent,2007,51,5814.275362,ET,9069,2.51
1,Esplen,1997,53,2325.450704,ET,6971,2.57
2,Ardent,1965,55,4357.816327,EM,9649,2.51
31,Solario,1973,58,4725.30303,EM,2433,1.49
7,Quilante,1975,84,3052.631579,FB,1595,0.65
2,Quilante,1994,32,4595.829787,ET,1794,2.75
2,Quilante,1970,74,50618,EM,1902,2.87
1,Solario,1972,44,2807.595506,ET,2889,3.46
94,Solario,1966,97,9597.909091,FC,3211,2.41
26,Vibranto,2015,73,2219.822785,ET,5479,2.53
21,Quilante,1993,13,3690.142857,EM,1935,3.03
15,Esplen,1989,81,4156.10101,EM,7699,2.21
12,Esplen,1973,51,21841,FB,6505,2.35
20,Esplen,1965,43,2324,FC,7180,3.05
62,Ardent,2004,6,5543.727273,EM,9744,2.49
15,Solario,2016,1,7817,EM,2832,2.01
79,Esplen,2017,19,7763,FC,6425,2.61
3,Quilante,1990,86,4248.181818,ET,1755,3.19
75,Solario,2002,86,2560.151515,FC,3666,3.57
7,Vibranto,1972,27,5296,FC,4680,1.54
51,Esplen,1987,36,1838,EM,7300,2.57
49,Solario,1975,61,4363.777778,EM,2436,2.27
7,Quilante,2000,30,4012.275362,ET,869,2.92
68,Solario,1971,87,3959.275862,FB,2829,2.74
4,Esplen,1985,3,4289.666667,FB,6896,2.72
0,Esplen,1980,94,1793.903226,EM,7462,3.1
15,Quilante,1981,15,28154,EM,1704,3.84
4,Quilante,2002,96,3335.5,FB,64,2.29
4,Solario,1972,86,5485.10101,EM,3199,3.14
10,Quilante,2011,88,5593.822785,FC,779,2.68
10,Esplen,1994,35,3839.408163,ET,6098,3.42
11,Esplen,1996,42,3258.571429,ET,6370,2.14
2,Ardent,1971,36,11306.33333,EM,9712,2.63
29,Esplen,2016,79,3381.588235,ET,7268,3.15
12,Solario,1969,35,5679.111111,FC,2290,3.77
12,Quilante,1978,13,5665.904762,ET,1121,2.59
10,Ardent,1993,92,3835.176471,FB,9534,1.82
4,Esplen,1973,91,5095.822785,EM,6979,1.94
4,Ardent,2010,45,4507.102564,FC,9639,2.92
0,Brillante,1965,16,5675.792453,ET,8753,2.06
1,Ardent,1981,36,7247,ET,9716,1.46
15,Quilante,1968,80,3833.02439,FC,741,2.78
24,Esplen,1981,69,3182.851852,ET,7154,2.93
0,Brillante,1983,98,6079.111111,EM,8790,2.33
2,Vibranto,1981,80,3225.344262,EM,4161,2.82
22,Esplen,2002,80,10866.66667,ET,7315,2.96
4,Vibranto,2013,97,2519.051282,FC,4178,2.18
6,Solario,1973,22,7621.806452,EM,3031,2.97
14,Brillante,1997,27,7005.02439,ET,8741,2.01
1,Brillante,1989,68,2252.595506,ET,8989,2.53
17,Brillante,1984,1,2965.102564,FC,8039,3.13
11,Ardent,2014,89,4329.790698,ET,9786,2.74
14,Quilante,1976,79,5872.702703,EM,137,2.52
1,Quilante,1977,76,4483.913043,ET,446,2.42
13,Ardent,2009,87,4973.470588,FB,9885,2.66
8,Vibranto,1990,4,3710.333333,FC,4948,2.13
54,Solario,1971,19,10293.66667,FC,2215,2.71
4,Quilante,1983,20,3521.571429,ET,1570,2.32
9,Solario,1972,13,4192.153846,ET,3526,2.58
11,Esplen,2019,71,19072.66667,FC,6006,2.53
84,Solario,1973,79,1992.915254,ET,2559,2.51
8,Solario,1994,49,4185,FB,3350,3.02
4,Brillante,1996,11,8329,ET,8325,2.73
11,Esplen,2006,14,33437.33333,FB,7103,1.99
32,Solario,1983,40,2344.792453,FC,3653,2.92
15,Esplen,1977,13,3137.789474,FB,6576,2.66
22,Solario,2008,93,2758.076923,EM,3152,2.05
45,Quilante,1979,5,3785.567901,FC,1881,3.15
30,Vibranto,2009,53,4774,EM,4350,1.76
137,Solario,2017,29,3064.659574,ET,2847,1.9
21,Solario,2016,42,53204,EM,2202,2.04
5,Solario,1998,96,10948.90909,FC,2211,2.19
3,Vibranto,2009,29,4314,FC,4100,2.56
5,Esplen,1994,89,5421.151515,EM,7566,3.15
127,Quilante,1990,53,5828.727273,FB,1744,2.99
27,Quilante,1987,50,2874.333333,ET,348,3.13
18,Brillante,2007,8,7622.454545,FB,8522,2.21
14,Quilante,2018,100,3987.333333,EM,230,2.95
2,Vibranto,2017,40,5080.915254,ET,5859,3.06
26,Quilante,1965,73,6861.952381,EM,1542,2.67
33,Quilante,2001,22,4384.714286,FC,856,3.1
8,Brillante,2005,80,2401.222222,FB,8745,2.48
73,Vibranto,2007,25,1705.819277,ET,5283,2.71
4,Vibranto,1995,58,5590.816327,EM,5549,2.96
84,Esplen,1965,20,5438.537313,EM,6567,2.85
23,Solario,2010,71,3072.578947,FC,2138,1.98
4,Esplen,2017,100,3379.863014,FB,7773,2.49
20,Solario,1981,60,3926.10101,FC,3899,2.61
7,Vibranto,1975,93,11885.11111,FC,5109,2.54
12,Solario,1999,12,5842.051282,FC,3878,2.55
30,Quilante,1972,54,7370.777778,FC,336,2.4
7,Brillante,1973,18,8133.275862,ET,8729,2.77
18,Vibranto,2003,47,3178.822785,EM,4779,2.96
3,Esplen,1997,38,4778.301587,EM,6463,2.26
95,Solario,1986,40,3441.888889,EM,2872,1.7
7,Esplen,1970,84,5183.829787,FB,6094,2.81
45,Esplen,2015,40,2687.714286,FC,6456,2.77
5,Quilante,1978,45,4336.956522,EM,92,3.07
52,Brillante,1985,61,3079.901099,EM,8791,2.27
20,Esplen,1996,71,3617,FC,6500,1.79
5,Brillante,1997,37,2918.470588,ET,8685,2.77
3,Brillante,2012,39,3364.567901,EM,8081,1.8
0,Ardent,1967,52,3842.10101,EM,9999,2.93
29,Solario,1975,68,3027.819277,FB,3283,2.5
13,Brillante,2012,85,5862.816327,ET,8249,2.08
12,Esplen,2005,71,5007.461538,FC,6365,1.97
33,Solario,2017,24,3909.915254,FB,2759,2.72
9,Quilante,2001,48,6013.537313,EM,167,3.02
36,Esplen,2007,11,10148.66667,FC,6615,2.86
19,Vibranto,2006,97,4068.789474,FC,5676,2.54
1,Brillante,2006,10,3873.176471,ET,8134,2.44
33,Vibranto,1981,39,5413.408163,FC,4098,2.87
16,Solario,1971,15,2860.425287,EM,2487,2.16
10,Brillante,2015,26,4899.829787,FC,8694,3.35
4,Solario,1994,60,9445.307692,FB,3413,2.11
0,Vibranto,2009,24,2528.915254,FC,5959,2.46
28,Solario,2008,38,6236.792453,EM,3453,2.96
3,Esplen,1997,82,2506.301587,EM,7463,2.48
101,Brillante,1993,81,2319.901099,FC,8991,2.13
13,Quilante,1998,21,3222.425287,FC,1287,1.82
19,Solario,2019,74,4110.301587,FB,2663,2.31
13,Vibranto,2007,62,7557.102564,FC,4439,2.42
0,Brillante,1964,61,4287,FB,8225,2.56
29,Vibranto,1969,63,10285.30769,ET,4613,2.74
3,Esplen,2007,74,2671.952381,FB,6742,2.56
51,Vibranto,1997,66,3316.789474,FB,5376,2.87
6,Solario,2017,35,53385,FB,3002,1.95
86,Esplen,2008,2,5701,ET,6800,1.7
29,Vibranto,2003,71,4320,FC,4440,2.16
41,Quilante,2015,23,3380.10101,EM,799,2.3
2,Solario,2004,52,10086.85714,EM,2814,2.52
3,Brillante,1992,38,1838.10101,FC,8099,2.08
32,Vibranto,1983,20,3092.581395,FB,5743,3.29
32,Quilante,2001,79,2871.952381,EM,1842,2.69
6,Esplen,1976,51,8898.555556,FC,7418,2.4
8,Quilante,1975,98,4695.142857,EM,935,1.88
5,Vibranto,1989,95,3953.102564,EM,4839,2.86
23,Esplen,1967,20,6573.102564,ET,7739,2.23
21,Vibranto,2005,29,3198.863014,ET,5673,2.73
4,Quilante,2010,71,3741.952381,FB,1442,1.38
8,Esplen,1976,54,4564.47619,ET,7284,2.15
38,Solario,1984,54,7284.333333,FC,3030,3.11
2,Quilante,2015,30,16180.71429,ET,1607,2.06
23,Solario,1993,35,5203,ET,2240,2.33
14,Solario,2019,22,4316.351351,FC,2274,2.29
99,Vibranto,2010,35,3596,FC,4400,1.58
10,Brillante,1981,1,5279.385965,EM,8957,2.02
53,Esplen,1990,21,5500.595506,FC,7889,2.69
106,Solario,1972,47,5091.450704,FB,3071,3.44
16,Esplen,1992,68,2834.631579,EM,6095,2.77
1,Solario,1978,20,5608.428571,EM,3328,2.45
55,Quilante,1997,5,100297,FC,801,2.89
3,Brillante,1987,6,6165,FC,8932,2.5
20,Solario,2006,9,4069.470588,EM,2385,2.51
28,Solario,1980,35,4500.581395,FB,2143,1.96
18,Quilante,1973,32,1587.595506,ET,289,2.36
0,Solario,1981,42,3663.952381,FB,3442,2.71
27,Vibranto,1999,37,7854.30303,FC,4433,3.38
13,Quilante,1999,34,4922,FB,1080,2.91
3,Esplen,2005,57,5765.816327,EM,6249,3.18
29,Esplen,1980,91,2365.051282,FC,6878,1.95
16,Vibranto,1994,94,2502,FC,4650,2.33
1,Esplen,2003,36,3032.927835,EM,7897,3.29
6,Brillante,1996,95,1139.268817,FC,8493,2.15
1,Esplen,1990,3,4657.344262,ET,6461,3.09
7,Vibranto,2009,61,5673.714286,ET,4056,3.1
14,Vibranto,2003,100,3832.595506,FB,4589,2.26
33,Ardent,1997,35,8462.153846,ET,9526,2.49
25,Solario,1989,57,3637.581395,ET,3743,2.75
4,Solario,1980,53,4465.275862,FC,3229,2.46
10,Brillante,2013,45,2787.701299,FC,8777,3.06
17,Esplen,1995,53,7359.578947,ET,7738,2.35
21,Ardent,2007,63,3549.863014,ET,9273,1.93
3,Quilante,2001,34,6621.913043,FC,1946,1.23
16,Brillante,1980,72,3343.461538,ET,8065,2.7
8,Vibranto,2008,91,10995.30769,FB,4013,2.17
10,Esplen,1997,6,3411.512195,EM,7482,2.13
12,Solario,1984,20,2690.571429,FB,3070,2.67
88,Quilante,1981,60,6497.461538,FC,1665,1.91
18,Vibranto,2001,16,2944.714286,FC,4956,2.88
25,Esplen,1970,19,50403,EM,6202,2.11
10,Vibranto,1979,92,2693,FC,5550,2.86
1,Vibranto,1972,29,10256.85714,EM,4914,2.65
21,Esplen,2003,86,5654,EM,7100,2.27
17,Quilante,1995,28,5192.470588,FC,685,3.47
9,Esplen,2006,47,4896.956522,EM,7992,2.67
2,Quilante,2004,44,4385.903226,ET,1762,2.17
41,Quilante,2016,4,4195.789474,FB,176,1.97
71,Ardent,2017,79,12093.11111,EM,9509,2.89
4,Ardent,2005,45,4959.351351,ET,9974,2.15
5,Esplen,1965,92,6097.363636,ET,7688,2.22
17,Vibranto,2008,12,5182.784314,FB,5451,2.15
18,Quilante,1986,86,51341,FC,1702,2.23
43,Esplen,1974,91,14719,FB,7108,2.76
7,Solario,1993,8,1448.701299,FC,3677,2.02
11,Vibranto,1995,26,16109,ET,5608,2.18
33,Esplen,2019,84,18433.71429,ET,7907,3.19
115,Quilante,1993,10,4205.111111,EM,1990,2.04
24,Esplen,1990,88,4318.275362,EM,7669,2.63
0,Vibranto,1989,66,4977.151515,ET,5066,1.94
47,Vibranto,1968,65,3852.888889,ET,4472,2.17
20,Brillante,1974,49,3659.952381,FC,8342,2.52
15,Vibranto,2001,11,1829.790698,FB,4586,2.04
16,Solario,2010,28,6792.581395,ET,2043,1.94
16,Esplen,2011,44,4628.727273,ET,6044,2.57
14,Solario,1967,76,5946.102564,FC,3939,2.74
47,Brillante,1964,59,2346.701299,FB,8477,2.22
3,Esplen,2013,67,8202.153846,FB,7226,2.39
25,Ardent,1997,79,9182,FB,9216,2.41
10,Esplen,1991,7,5824.102564,ET,6739,2.81
1,Ardent,2009,20,6291.537313,EM,9467,3.28
14,Quilante,1996,57,5685.927835,EM,1897,3.46
7,Solario,2003,67,11840.33333,EM,2012,2.71
12,Vibranto,2001,95,20086.66667,FC,5906,2.15
7,Quilante,1987,73,7858.666667,FC,415,2.31
25,Ardent,2000,39,3343.915254,EM,9059,1.62
14,Brillante,1980,94,4752.863014,FC,8373,3.06
35,Vibranto,1971,78,4411.5,EM,5164,2.37
3,Solario,2014,72,2286.567901,EM,3681,2.05
35,Esplen,1966,16,5179.595506,FB,7489,2.33
32,Vibranto,2005,70,5378.659574,FC,5847,2.32
50,Ardent,2013,9,20681.66667,EM,9406,2.88
13,Vibranto,1971,72,5281.666667,ET,4324,2.07
1,Quilante,1979,57,6383.537313,ET,1867,2.84
3,Esplen,1997,53,3447.470588,ET,6285,3.16
32,Brillante,1974,36,4743.153846,FB,8426,2.02
49,Esplen,1996,17,3089.47619,ET,7684,1.86
2,Quilante,2016,76,3894.631579,EM,1295,1.94
9,Solario,1965,23,5946.915254,FB,2859,2.85
2,Vibranto,2000,6,3548.581395,EM,5343,2.17
18,Quilante,2011,6,3102.275362,FB,169,2.48
7,Solario,1977,76,3316.714286,FB,2156,3.58
23,Brillante,1983,78,4172.137931,EM,8958,1.98
41,Ardent,2003,88,3614.888889,EM,9472,2.14
46,Quilante,1971,22,23037,FC,105,2.27
11,Ardent,1979,85,5256.789474,FB,9876,2.29
26,Vibranto,1977,75,3113.363636,FB,4588,3.23
18,Solario,1967,3,6779.913043,EM,3546,2.17
24,Vibranto,2004,33,10035.30769,FC,4513,2.55
2,Quilante,1988,37,4241,FC,725,1.93
12,Esplen,1973,72,4876.904762,EM,6121,2.07
5,Vibranto,1983,73,5488.784314,EM,5951,3.02
8,Esplen,2018,50,4295.301587,FB,7663,2.54
32,Esplen,1996,45,2929,EM,7140,2.74
4,Esplen,1967,7,2218.47619,FB,6584,2.8
0,Solario,1999,40,3895.913043,FC,3746,1.74
4,Esplen,2014,54,2042.784314,FC,7751,2.14
1,Esplen,2000,32,2837.450704,FB,7171,2.64
10,Ardent,1999,100,5536,FB,9600,3.08
15,Vibranto,1985,65,7580,FB,5916,2.29
5,Quilante,1991,67,2875.792453,FB,253,1.78
5,Brillante,2015,47,7196.454545,EM,8722,3.55
34,Esplen,1997,33,7409.666667,ET,6024,2.34
18,Esplen,2018,86,4017.268817,EM,7293,2.08
38,Esplen,1997,24,5260,FC,7132,1.96
8,Quilante,1998,52,14562.71429,FB,1807,2.38
20,Vibranto,2011,72,2353.137931,FB,4358,2.14
34,Esplen,2011,68,5092,ET,7120,2.63
14,Esplen,2018,29,4313.816327,FB,7149,3.37
0,Esplen,1965,65,54677,ET,7802,3.13
34,Quilante,1992,52,2974.595506,FB,1989,2.94
12,Brillante,1968,32,7738.703704,ET,8227,2.88
8,Solario,2011,90,4943,FC,3800,2.56
25,Vibranto,1965,45,6263,FB,4740,2.58
15,Vibranto,2018,12,1808.666667,EM,4360,2.51
6,Brillante,1991,65,3114.176471,EM,8934,3.82
0,Esplen,1971,73,6849.952381,ET,6242,2.16
37,Solario,2006,62,4917.076923,FB,2052,1.95
35,Ardent,2005,23,14264,ET,9808,2.25
20,Brillante,2010,36,2609.789474,FC,8276,2.87
2,Solario,1991,7,4242.425287,ET,2087,1.57
5,Ardent,2017,90,4746.363636,ET,9888,3.17
8,Quilante,1980,23,7477.352941,FC,117,2.93
49,Vibranto,1993,17,1848.701299,EM,4077,2.11
89,Vibranto,1988,28,10681.66667,FC,4715,2.79
5,Quilante,2015,75,8677.454545,FB,122,1.94
46,Esplen,2016,73,3470.789474,ET,6176,2.13
40,Esplen,1983,54,2427.5,FC,7264,2.24
14,Solario,2003,24,2327,ET,3100,2.08
1,Brillante,2002,21,3163.727273,FC,8244,2.4
82,Quilante,1967,95,102574,FB,701,3.04
8,Brillante,1972,95,7015.222222,EM,8145,2.57
6,Quilante,1982,76,12215.11111,EM,1509,1.61
0,Brillante,1978,96,4872,EM,8232,2.43
18,Esplen,1996,89,6413.102564,FC,7339,2.62
5,Quilante,1986,76,4463.051282,EM,1078,2.45
6,Solario,1967,60,3919.425287,EM,2387,2.57
1,Solario,1976,93,4150.956522,FB,3692,2.79
18,Vibranto,1986,75,1824.275362,FC,4169,2.36
19,Brillante,1985,69,5674.915254,FB,8959,2.52
12,Ardent,2003,31,16018,ET,9408,1.71
66,Vibranto,1971,59,5720.351351,FC,4774,2.49
11,Ardent,1992,67,3700.901099,FB,9491,2.35
5,Solario,1994,64,4897.176471,EM,2934,2.41
2,Brillante,2018,21,4763.789474,FC,8476,1.74
12,Quilante,2007,16,7623.666667,FB,1524,1.89
30,Solario,1971,100,3821.10101,FB,2699,2.72
17,Vibranto,2003,11,3547.47619,FB,5984,2.6
26,Quilante,2018,21,4477.819277,FC,183,2.26
11,Esplen,1992,12,5019.806452,FB,6631,3.44
30,Esplen,1982,34,5486.956522,FB,6992,2.61
9,Ardent,2014,66,11949.90909,FC,9911,2.07
62,Quilante,1980,2,8249.857143,ET,1314,2.94
13,Solario,2019,47,5644.470588,EM,3685,3.02
2,Solario,1982,12,3737.333333,ET,3230,2.81
25,Ardent,2010,72,3812.537313,FB,9767,2.56
19,Quilante,1994,83,6147.02439,EM,41,2.3
83,Esplen,2018,34,9367.307692,FC,7013,2.73
21,Ardent,1973,15,6157.714286,FB,9856,2.15
18,Vibranto,1967,11,1939.301587,FB,4663,2.45
24,Quilante,1981,85,4821.333333,FC,1975,2.4
16,Brillante,2004,45,20253,FC,8105,2.32
10,Esplen,1982,37,6637.703704,FB,6027,2.2
110,Solario,1998,10,3814.512195,EM,3182,2.52
29,Quilante,2007,59,3138.275362,FB,1769,1.93
93,Esplen,2016,46,5159.111111,FC,6390,2.03
18,Esplen,2015,51,4095.789474,FC,7076,2.75
3,Ardent,1970,20,3296,ET,9340,2.75
14,Brillante,2000,39,2912.581395,EM,8243,2.92
2,Vibranto,1982,37,8547.857143,EM,4414,1.92
3,Solario,1970,31,5803.888889,EM,3172,2.55
9,Quilante,2008,2,7191,ET,1832,2.49
0,Vibranto,1993,54,5013.588235,FB,4968,3.18
34,Ardent,2009,84,8900.555556,ET,9518,2.27
1,Vibranto,1987,88,2451.351351,ET,5574,3.15
4,Ardent,2000,88,7967.30303,ET,9333,2.76
59,Vibranto,2011,41,101951,EM,4401,1.88
51,Ardent,1976,68,9242.352941,EM,9517,1.8
20,Solario,1967,66,5343.47619,FC,2084,1.96
43,Vibranto,1990,67,5777.10101,FC,5999,1.93
21,Brillante,2000,89,1586.10101,ET,8299,2.24
14,Quilante,1966,88,7226.857143,FB,1114,2.2
2,Quilante,1968,93,3127.863014,FB,1473,2.61
17,Quilante,1974,89,6950.555556,FC,1518,2.57
16,Solario,2015,4,27740,EM,2304,2.63
22,Ardent,2017,21,11564.90909,EM,9211,2.52
41,Quilante,2016,6,4825,FB,1632,1.49
10,Ardent,1997,46,7002.666667,ET,9824,2.38
50,Quilante,1973,42,3263.822785,FB,1379,2.24
