LinkedIN,Major,DOB,Tuition,College_location,ID,GPA
3,Vocational,1977,3439,EastCoast,5667,2.75
15,STEM,1996,5609,Central,5668,2.18
29,Professional,1971,4247,EastCoast,5669,2.28
25,Buisness,1968,4658,Central,5670,2.98
3,Professional,1988,6371,Central,5671,2.18
6,Humanities,1961,5629,WestCoast,5672,2.84
47,STEM,1993,104193,EastCoast,5673,3.31
18,Humanities,1959,3557,Central,5674,2.38
46,Professional,1995,8621,Central,5675,2.78
58,Humanities,1993,6421,EastCoast,5676,2.87
4,Other,1961,1122,WestCoast,5677,1.93
39,Buisness,1959,4867,EastCoast,5678,2.03
33,Professional,1978,16050,WestCoast,5679,2.34
22,Vocational,1988,6227,Central,5680,1.72
22,Vocational,2003,5738,EastCoast,5681,2.7
22,STEM,1951,6729,EastCoast,5682,2.5
3,Buisness,1996,3162,EastCoast,5683,1.8
17,Vocational,1972,4062,WestCoast,5684,2.59
6,STEM,1976,4881,WestCoast,5685,2.5
18,Humanities,1956,13507,Central,5686,2.08
4,Humanities,2003,16950,WestCoast,5687,2.38
40,Vocational,1953,2892,WestCoast,5688,2.82
31,Other,1974,5523,EastCoast,5689,3.12
33,Professional,1970,2664,Central,5690,3.11
17,STEM,1963,1306,EastCoast,5691,2.54
2,Professional,1960,5207,WestCoast,5692,2.07
7,STEM,1955,5281,Central,5693,2.29
22,Humanities,1969,14370,WestCoast,5694,1.8
20,Vocational,1969,13490,Central,5695,2.89
24,Vocational,1962,1413,WestCoast,5696,2.28
20,Professional,1976,6903,WestCoast,5697,2.68
20,Humanities,1973,1800,Central,5698,2.31
44,Professional,1970,7444,EastCoast,5699,2.14
2,Vocational,1977,4206,Central,5700,2.7
14,Buisness,1984,2388,EastCoast,5701,2.92
48,Humanities,1991,6196,EastCoast,5702,1.98
14,Vocational,1999,7445,Central,5703,3.07
8,Vocational,1997,6960,WestCoast,5704,2.23
7,Humanities,1982,5688,EastCoast,5705,2.74
29,Buisness,1962,7433,Central,5706,2.51
42,Professional,1979,5178,WestCoast,5707,2.8
24,Vocational,1995,7966,WestCoast,5708,2.78
2,Professional,1985,3668,EastCoast,5709,2.99
16,Humanities,1950,5232,WestCoast,5710,2.85
16,Buisness,1992,4362,EastCoast,5711,2.02
9,Professional,1966,2832,EastCoast,5712,2.92
7,STEM,1996,104086,EastCoast,5713,2.63
0,Professional,1981,4297,EastCoast,5714,2.52
15,Buisness,1961,3288,Central,5715,2.7
34,Humanities,1979,5232,EastCoast,5716,1.92
4,Vocational,1951,12907,WestCoast,5717,2.06
10,Vocational,1999,5608,EastCoast,5718,1.75
4,Professional,1949,13336,EastCoast,5719,1.38
7,Humanities,1980,2121,WestCoast,5720,2.35
11,Vocational,1949,6786,Central,5721,2.78
33,Professional,1975,2267,Central,5722,1.85
2,STEM,1953,5700,Central,5723,2.34
4,Vocational,1963,104198,EastCoast,5724,1.85
6,Vocational,1995,5086,Central,5725,1.89
7,Professional,1960,6316,Central,5726,1.46
22,STEM,1981,2007,EastCoast,5727,2.17
4,Professional,2001,11476,WestCoast,5728,2.27
51,Vocational,1998,5478,Central,5729,2.05
47,Buisness,1968,35642,EastCoast,5730,2.96
27,Vocational,1994,6481,Central,5731,1.78
94,Vocational,2003,1845,Central,5732,2.82
32,Humanities,1990,8827,EastCoast,5733,2.09
21,Professional,1954,5959,EastCoast,5734,2.74
9,STEM,1972,5610,EastCoast,5735,3.1
14,Buisness,1958,7134,Central,5736,2.37
4,Humanities,1959,4476,WestCoast,5737,2.76
125,Buisness,1998,5314,Central,5738,3.21
19,STEM,1987,2960,WestCoast,5739,2.34
0,Other,1971,5938,WestCoast,5740,3.98
20,Humanities,2000,6201,WestCoast,5741,1.87
21,Vocational,1989,4988,WestCoast,5742,2.73
28,Vocational,1952,1728,EastCoast,5743,2.39
28,Vocational,1977,6784,EastCoast,5744,2.51
2,Buisness,1987,7254,Central,5745,2.14
9,Buisness,1981,3085,EastCoast,5746,2.62
20,Humanities,1992,2545,WestCoast,5747,2.68
22,Professional,1996,13209,Central,5748,2.92
8,STEM,1975,4921,EastCoast,5749,2.52
8,Humanities,1951,6491,EastCoast,5750,2.4
25,Vocational,1977,17054,WestCoast,5751,3.19
22,Professional,1971,2878,WestCoast,5752,3.66
1,STEM,1986,4686,WestCoast,5753,3.31
34,Buisness,1950,2312,WestCoast,5754,2.09
27,Professional,1974,8695,EastCoast,5755,3.01
117,Humanities,1993,9999,EastCoast,5756,2.16
28,STEM,1960,104231,WestCoast,5757,2.02
4,Other,1962,6477,EastCoast,5758,2.48
3,Professional,1986,6272,EastCoast,5759,2.34
10,Professional,1999,4662,EastCoast,5760,2.59
26,STEM,1985,5363,EastCoast,5761,2.31
26,Professional,1997,17940,EastCoast,5762,2.61
7,Professional,1983,2762,WestCoast,5763,2.43
26,Humanities,1970,2602,Central,5764,2.89
40,STEM,1963,6511,EastCoast,5765,2.85
6,Professional,1966,3643,WestCoast,5766,2.08
3,Other,1954,3405,Central,5767,2.75
19,Vocational,1996,6300,Central,5768,2.25
39,Vocational,1955,11228,EastCoast,5769,3.32
4,STEM,1955,4484,Central,5770,2.93
4,STEM,2003,6414,EastCoast,5771,2.55
12,Vocational,1980,10277,EastCoast,5772,2.19
23,STEM,1970,2177,EastCoast,5773,1.8
13,Other,1951,3029,WestCoast,5774,2.02
2,Vocational,1954,10998,Central,5775,2.23
28,Professional,1989,10800,Central,5776,2.64
12,Humanities,1949,9192,Central,5777,2.49
13,Humanities,1973,6399,EastCoast,5778,2.33
18,Professional,1969,4768,EastCoast,5779,2.97
1,Professional,1986,6055,EastCoast,5780,2.89
0,Other,1961,4282,WestCoast,5781,2.78
1,STEM,1962,6391,Central,5782,2.31
7,Vocational,1955,6274,WestCoast,5783,3.14
6,Humanities,1958,2089,EastCoast,5784,2.12
8,Vocational,1958,5562,EastCoast,5785,2.16
32,Other,1976,51692,Central,5786,3.51
6,Humanities,1973,2694,Central,5787,1.99
73,STEM,1988,6076,WestCoast,5788,3.04
209,Professional,1981,6236,EastCoast,5789,2.7
5,STEM,1962,3467,WestCoast,5790,2.56
6,Professional,1990,3476,Central,5791,2.4
6,Buisness,1951,4960,WestCoast,5792,2.69
20,Professional,1993,7134,EastCoast,5793,1.66
4,Humanities,1986,104492,Central,5794,2.52
21,Vocational,1994,9903,EastCoast,5795,2.5
3,Other,1963,4244,EastCoast,5796,2.44
90,STEM,1960,104206,WestCoast,5797,2.69
19,STEM,1978,4609,Central,5798,2.02
0,Professional,1966,2980,EastCoast,5799,2.76
8,STEM,1983,4585,Central,5800,2.13
27,Other,1964,3807,Central,5801,2.1
37,STEM,1955,1714,EastCoast,5802,1.58
3,Humanities,2002,4701,EastCoast,5803,2.39
25,Humanities,1995,7169,WestCoast,5804,2.45
3,Buisness,1995,7441,EastCoast,5805,2.4
11,Vocational,1988,7827,EastCoast,5806,2.87
6,Professional,1982,4106,EastCoast,5807,2.87
15,STEM,1990,5296,Central,5808,3.59
7,Vocational,1952,4893,Central,5809,2.33
22,Humanities,2001,2179,WestCoast,5810,2.42
2,Buisness,1997,6635,EastCoast,5811,2.34
62,Vocational,1989,6194,EastCoast,5812,2.29
20,Professional,1990,10070,EastCoast,5813,2.61
3,Buisness,1992,5894,EastCoast,5814,2.38
3,STEM,1968,2540,WestCoast,5815,2.44
1,Vocational,1995,2157,EastCoast,5816,1.98
14,Other,1981,5171,EastCoast,5817,2.68
24,Vocational,1961,6406,Central,5818,3.59
9,Other,1982,7077,Central,5819,2.59
77,Professional,1979,5588,EastCoast,5820,2.68
33,Humanities,1993,7696,EastCoast,5821,3.64
2,Humanities,1966,2615,Central,5822,2
23,Vocational,1979,4639,WestCoast,5823,1.56
20,Other,1982,2908,WestCoast,5824,2.55
13,Professional,1974,2325,WestCoast,5825,1.98
2,Vocational,1962,3592,WestCoast,5826,2.06
9,Professional,1989,5842,EastCoast,5827,2.57
14,Professional,1958,2289,EastCoast,5828,2.82
1,Other,1996,5966,Central,5829,2.71
28,STEM,1993,5587,Central,5830,2.88
32,Professional,1995,3045,EastCoast,5831,2.52
8,Professional,1949,3459,EastCoast,5832,3.18
102,Vocational,1980,6554,WestCoast,5833,2.43
1,Vocational,1971,1965,EastCoast,5834,2.12
6,STEM,1978,3970,Central,5835,2.91
6,STEM,1950,6518,Central,5836,2.99
5,STEM,1972,6153,WestCoast,5837,2.18
10,Buisness,2003,2391,WestCoast,5838,3.22
22,Buisness,1967,20538,WestCoast,5839,2.57
15,STEM,1972,2458,WestCoast,5840,3.3
0,Vocational,1993,5156,EastCoast,5841,3.57
10,STEM,1993,8386,Central,5842,2.51
6,Other,1958,8375,Central,5843,3.02
4,Humanities,1983,27050,Central,5844,2.65
21,Other,1975,5322,WestCoast,5845,3.11
15,Professional,1968,5703,Central,5846,2.34
9,Professional,1993,2127,EastCoast,5847,2.19
1,STEM,1958,7565,Central,5848,2.07
45,STEM,1967,4930,WestCoast,5849,3.11
4,Other,1965,14023,WestCoast,5850,2.5
31,Professional,1950,5780,EastCoast,5851,2
12,Vocational,1981,3696,WestCoast,5852,3.24
3,Professional,1996,7587,WestCoast,5853,3
53,Professional,1991,4287,Central,5854,2.78
6,Other,1989,2807,EastCoast,5855,2.37
20,Other,1974,3638,EastCoast,5856,2.62
11,Professional,1985,4092,Central,5857,2.96
24,Vocational,1983,6601,WestCoast,5858,1.56
4,Humanities,1980,7959,EastCoast,5859,2.36
3,Vocational,1972,1795,Central,5860,2.93
10,Professional,1957,5858,WestCoast,5861,3.02
3,STEM,1980,13980,WestCoast,5862,2.54
1,Professional,1971,16506,Central,5863,2.7
3,Vocational,1953,2395,EastCoast,5864,1.72
9,Buisness,1995,7981,Central,5865,2.5
50,STEM,1981,3347,EastCoast,5866,1.64
6,Buisness,1992,1817,Central,5867,2.88
17,Vocational,2000,52476,EastCoast,5868,2.25
0,Vocational,1970,4078,WestCoast,5869,2.71
27,Humanities,1984,4462,Central,5870,1.58
3,Other,1954,6856,Central,5871,2.86
7,Vocational,1956,6465,WestCoast,5872,2.22
36,Buisness,1982,4518,EastCoast,5873,2.26
8,Buisness,1954,1235,EastCoast,5874,2.94
21,Humanities,1983,5387,Central,5875,2.68
21,Vocational,1971,4851,Central,5876,2.51
48,Professional,1998,4808,WestCoast,5877,2.62
2,Vocational,1965,3934,WestCoast,5878,2.82
3,STEM,1984,27521,EastCoast,5879,2.78
12,STEM,1995,7984,Central,5880,2.12
20,Other,2003,52711,EastCoast,5881,1.81
28,Other,1989,4126,Central,5882,2.72
42,Professional,1982,2475,WestCoast,5883,3.19
28,Professional,1994,10352,Central,5884,2.51
3,Humanities,1998,12853,WestCoast,5885,2
10,Vocational,1964,51345,WestCoast,5886,2.44
16,STEM,1984,2345,EastCoast,5887,3.41
32,Humanities,1973,3355,EastCoast,5888,2.35
1,Other,1974,2825,Central,5889,2.52
13,Humanities,1982,4234,EastCoast,5890,2.57
30,Vocational,2001,2229,EastCoast,5891,2.84
13,Buisness,1997,6132,EastCoast,5892,2.68
18,Vocational,1952,5117,WestCoast,5893,2.16
39,Other,1982,5942,EastCoast,5894,3.09
27,Humanities,1983,4780,EastCoast,5895,2.72
9,Vocational,2000,20084,Central,5896,3.15
16,Vocational,1986,5247,WestCoast,5897,2.95
50,Professional,1986,10866,Central,5898,2.27
31,Vocational,1959,2445,WestCoast,5899,2.34
5,Vocational,2001,4624,WestCoast,5900,2.53
12,STEM,1988,1834,Central,5901,2.35
7,Professional,1964,10286,EastCoast,5902,2.15
7,Vocational,1951,3848,Central,5903,2.79
34,STEM,1987,4764,EastCoast,5904,2.61
8,Buisness,1966,10575,Central,5905,2.54
20,Humanities,1969,3471,WestCoast,5906,2.86
13,Other,1979,7773,EastCoast,5907,2.47
11,Vocational,2000,6141,EastCoast,5908,2.87
18,Humanities,1958,2273,Central,5909,2.84
6,Vocational,1949,6015,EastCoast,5910,2.63
18,Professional,1962,6045,Central,5911,1.38
6,Humanities,1963,4081,WestCoast,5912,1.64
17,Buisness,1959,6782,Central,5913,2.31
14,STEM,2003,20330,WestCoast,5914,2.3
6,Other,1974,3038,EastCoast,5915,1.74
21,Humanities,1987,18469,Central,5916,1.72
18,Buisness,1965,3508,WestCoast,5917,2.26
65,Professional,1955,5555,WestCoast,5918,2.94
31,Humanities,1957,4448,EastCoast,5919,1.49
4,STEM,1953,2446,WestCoast,5920,3.03
73,STEM,1990,1808,WestCoast,5921,2.38
70,Humanities,1987,5266,WestCoast,5922,2.89
43,STEM,1974,4102,EastCoast,5923,2.5
1,Humanities,1977,2552,Central,5924,2.91
62,Professional,1976,3297,EastCoast,5925,2.21
69,Vocational,1982,4701,Central,5926,2.47
3,Professional,1994,1377,Central,5927,2.24
6,Professional,1961,100683,Central,5928,3.24
2,Other,1991,5453,WestCoast,5929,2.57
20,Vocational,1976,11272,EastCoast,5930,2.5
28,Other,2003,2541,Central,5931,2.01
5,STEM,1997,4324,EastCoast,5932,2.38
108,STEM,1954,4036,WestCoast,5933,1.56
2,STEM,1963,5315,WestCoast,5934,1.93
2,Humanities,1968,2771,Central,5935,2.79
7,Vocational,1992,1839,WestCoast,5936,2.48
5,Professional,1985,3500,WestCoast,5937,3.13
8,Vocational,1984,6247,Central,5938,2.83
1,Vocational,1965,9667,EastCoast,5939,2.73
32,Professional,1954,1745,WestCoast,5940,3.28
0,Other,2001,2565,WestCoast,5941,1.97
11,Buisness,2003,4180,EastCoast,5942,2.1
49,Vocational,1980,51152,EastCoast,5943,2.34
22,Professional,1989,6586,WestCoast,5944,1.62
7,Other,1986,1634,Central,5945,2.61
5,STEM,1964,6033,EastCoast,5946,2.55
3,STEM,1992,3193,Central,5947,2.58
52,STEM,1981,10619,WestCoast,5948,2.08
2,Vocational,1985,4668,WestCoast,5949,2.15
45,STEM,1994,5086,Central,5950,2.72
7,Professional,1957,16490,EastCoast,5951,2.84
11,Professional,1965,17131,Central,5952,2.62
17,STEM,2000,33802,WestCoast,5953,2.47
17,Vocational,1957,8534,Central,5954,2.42
4,Other,1992,8042,Central,5955,2.27
64,STEM,1955,4930,EastCoast,5956,2.11
50,Vocational,1974,5998,WestCoast,5957,1.72
0,STEM,1969,3386,Central,5958,2.26
0,Professional,1978,9585,WestCoast,5959,3.49
55,Humanities,1962,4226,EastCoast,5960,2.17
37,Professional,2001,2841,EastCoast,5961,2.43
3,Humanities,1998,4753,WestCoast,5962,2.05
15,Professional,1962,4765,Central,5963,2.54
19,Vocational,2002,5011,WestCoast,5964,2.67
42,Vocational,1958,53354,WestCoast,5965,3.46
2,Other,1984,4242,WestCoast,5966,2.46
1,Buisness,1958,3774,WestCoast,5967,1.44
29,Other,1997,2937,WestCoast,5968,1.96
23,Vocational,1972,5976,Central,5969,2.12
36,Professional,1953,2233,Central,5970,2.33
9,Buisness,1951,54531,Central,5971,2.74
30,Humanities,1956,5906,EastCoast,5972,2.11
61,Humanities,1982,2626,Central,5973,2.21
6,STEM,1969,2639,Central,5974,2.37
6,Buisness,1956,5433,WestCoast,5975,2.22
6,Humanities,2001,51442,Central,5976,1.95
59,Vocational,1979,6323,EastCoast,5977,2.44
13,Vocational,1955,8951,EastCoast,5978,2.07
11,Humanities,1952,23946,EastCoast,5979,3.55
10,Other,1977,5709,WestCoast,5980,1.82
45,Professional,1961,3330,EastCoast,5981,3.27
46,Vocational,1954,3322,WestCoast,5982,3.29
4,Vocational,1965,8642,Central,5983,2.56
32,Professional,1992,3982,EastCoast,5984,2.44
43,STEM,1966,5589,WestCoast,5985,1.82
13,Humanities,1958,7450,WestCoast,5986,2.09
83,Humanities,2000,5571,WestCoast,5987,2.97
29,Humanities,1955,3109,WestCoast,5988,3.17
5,Humanities,1967,3271,WestCoast,5989,2.97
19,STEM,1970,19022,EastCoast,5990,2.61
3,Vocational,2003,4940,Central,5991,2.09
5,STEM,1979,3694,EastCoast,5992,2.73
2,Professional,1997,7798,EastCoast,5993,2.13
3,Buisness,1999,6281,Central,5994,3.12
8,Buisness,1983,10495,EastCoast,5995,3.13
21,Buisness,1997,5302,EastCoast,5996,3.15
13,Professional,1981,6017,Central,5997,3.06
40,Buisness,1958,7274,Central,5998,2.4
9,STEM,1973,6800,EastCoast,5999,2.55
6,Humanities,1949,4770,Central,6000,2.67
84,Humanities,1957,6242,Central,6001,2.51
30,STEM,1959,5032,Central,6002,2.11
11,STEM,1990,5820,Central,6003,1.68
27,STEM,1973,6417,Central,6004,2.65
18,Buisness,1995,2237,WestCoast,6005,2.75
6,Humanities,1955,2649,WestCoast,6006,2.23
8,Professional,1984,2161,EastCoast,6007,2.05
2,Vocational,1976,17618,EastCoast,6008,2.69
4,STEM,1989,9273,WestCoast,6009,1.86
1,Professional,1974,4575,EastCoast,6010,3.09
30,STEM,1965,6205,WestCoast,6011,2.18
22,Professional,1994,101879,Central,6012,3
20,Professional,1980,1655,Central,6013,1.79
28,STEM,2000,2894,EastCoast,6014,2.39
10,Professional,1971,3467,Central,6015,2.24
3,Vocational,1974,4061,WestCoast,6016,2.48
16,Buisness,1970,5613,Central,6017,1.77
8,Humanities,1972,5804,Central,6018,2.62
14,Professional,2000,3000,WestCoast,6019,2.72
5,Vocational,1984,4160,Central,6020,3.45
15,Vocational,1973,2015,EastCoast,6021,2.65
42,Other,1958,8430,EastCoast,6022,2.81
23,Professional,1956,8360,EastCoast,6023,2.18
32,Professional,1962,9825,WestCoast,6024,2.33
2,Humanities,1998,10755,EastCoast,6025,2.63
20,Humanities,1980,5687,WestCoast,6026,2.17
14,Professional,1991,8312,Central,6027,2.14
2,Professional,1968,6897,Central,6028,2.23
34,STEM,1982,1385,EastCoast,6029,2.8
15,STEM,1963,4058,EastCoast,6030,2.27
9,Humanities,1956,4821,WestCoast,6031,2.58
12,Humanities,1979,3697,Central,6032,2.84
3,Professional,1985,11240,Central,6033,2.08
1,Humanities,1958,4020,WestCoast,6034,2.63
4,Professional,1979,2459,WestCoast,6035,2.51
0,Professional,1950,3274,Central,6036,1.9
15,Vocational,2002,36369,EastCoast,6037,1.89
110,Vocational,1953,2781,EastCoast,6038,2.68
7,STEM,1960,13623,EastCoast,6039,3.51
16,Humanities,1956,14077,EastCoast,6040,2.57
10,STEM,1980,5464,EastCoast,6041,2.39
30,Vocational,1957,4517,EastCoast,6042,2.02
4,Buisness,1968,10298,Central,6043,2.13
7,Vocational,2002,5668,WestCoast,6044,2.92
12,STEM,1967,4448,Central,6045,2.46
2,Vocational,1958,4183,WestCoast,6046,2.86
12,Professional,1954,2908,WestCoast,6047,2.13
0,Humanities,1967,3041,EastCoast,6048,2.41
31,Professional,1967,2454,Central,6049,2.09
2,STEM,1987,2117,EastCoast,6050,2.87
6,Humanities,1972,5976,WestCoast,6051,2.74
11,Vocational,1995,5456,EastCoast,6052,2.96
4,STEM,1972,4654,Central,6053,2.52
6,Vocational,1980,7641,WestCoast,6054,2.13
42,Vocational,1995,4509,WestCoast,6055,2.37
26,Professional,1969,4056,EastCoast,6056,2.11
5,STEM,1996,4598,WestCoast,6057,2.36
28,Humanities,1983,6316,Central,6058,2.07
6,Buisness,1990,3106,WestCoast,6059,2.99
9,Humanities,1982,4956,Central,6060,3.3
4,Vocational,1950,5973,WestCoast,6061,2.08
7,Humanities,1987,11410,Central,6062,2.71
11,Professional,1975,8897,WestCoast,6063,2.96
43,Vocational,1949,5659,Central,6064,2.22
22,Vocational,2002,3113,Central,6065,2.24
3,Humanities,1964,14880,Central,6066,2.72
38,Professional,1982,5975,Central,6067,1.79
8,Buisness,1990,53712,EastCoast,6068,2.45
24,Humanities,1949,3903,EastCoast,6069,2.82
4,STEM,1991,6172,WestCoast,6070,2.07
32,STEM,1996,7825,Central,6071,2.73
16,Professional,1961,1976,EastCoast,6072,3.45
1,STEM,1959,5796,Central,6073,1.56
19,Professional,1963,6271,EastCoast,6074,2.29
11,Professional,1990,33999,WestCoast,6075,1.99
19,Buisness,1962,3497,Central,6076,2.73
75,Vocational,1962,5985,EastCoast,6077,3.09
64,Buisness,1978,11184,Central,6078,1.97
35,Other,1978,4356,Central,6079,2.37
26,STEM,1962,1144,EastCoast,6080,1.84
12,Humanities,1997,5042,EastCoast,6081,2.64
4,Vocational,1979,3898,WestCoast,6082,2.39
23,Professional,1976,6737,Central,6083,1.94
22,Buisness,1988,8807,EastCoast,6084,2.84
9,Buisness,1971,3144,Central,6085,1.89
2,Professional,1980,3608,Central,6086,2.49
22,Professional,1969,10364,Central,6087,1.69
14,Buisness,1978,4140,EastCoast,6088,1.39
45,Humanities,1973,4122,WestCoast,6089,2.16
2,Other,1953,2610,EastCoast,6090,2.09
50,Professional,1974,12687,Central,6091,1.86
15,Vocational,1986,4825,WestCoast,6092,2.01
8,Humanities,1956,3009,WestCoast,6093,2.42
9,Professional,1977,7574,Central,6094,2.99
11,Professional,1998,3100,WestCoast,6095,2.64
5,Vocational,1977,5701,EastCoast,6096,1.93
12,Vocational,1974,5568,EastCoast,6097,2.85
5,Humanities,1953,37214,WestCoast,6098,2.16
30,STEM,1976,3953,EastCoast,6099,3.15
6,Humanities,1949,8630,WestCoast,6100,2.91
96,Professional,1996,12922,EastCoast,6101,2.48
56,STEM,2003,11634,EastCoast,6102,2.99
7,Professional,1984,5234,EastCoast,6103,2.52
4,Humanities,1957,2966,EastCoast,6104,2.62
35,Vocational,2001,7597,EastCoast,6105,2.29
9,Professional,1980,6082,WestCoast,6106,2.88
105,STEM,1963,5555,Central,6107,2
2,Vocational,2003,22629,Central,6108,2.68
26,Buisness,1983,4837,Central,6109,2.8
7,Vocational,1998,4010,WestCoast,6110,2.69
11,Vocational,1963,12659,EastCoast,6111,2.19
8,STEM,1960,1681,EastCoast,6112,2.02
9,Buisness,1959,6126,Central,6113,2.88
5,Vocational,1998,3543,WestCoast,6114,2.04
2,Professional,1994,51084,Central,6115,2.13
9,Other,1958,9980,WestCoast,6116,2.68
9,Humanities,1989,4825,EastCoast,6117,2.99
9,Other,1976,4644,Central,6118,2.01
105,Humanities,1998,1296,Central,6119,2.86
39,STEM,1982,23383,EastCoast,6120,2.48
65,Humanities,1964,1796,WestCoast,6121,2.3
9,Buisness,1975,6745,Central,6122,2.38
14,Humanities,1978,1485,Central,6123,2.4
20,Professional,1973,11650,Central,6124,1.85
36,STEM,1973,3846,EastCoast,6125,2.25
2,Vocational,1976,12232,WestCoast,6126,2.91
13,STEM,1952,6299,WestCoast,6127,3
2,Vocational,1981,2391,EastCoast,6128,1.57
3,Humanities,1959,5256,Central,6129,2.31
17,STEM,1950,3252,EastCoast,6130,2.3
37,Humanities,1964,4195,EastCoast,6131,3.01
57,Humanities,2001,2832,Central,6132,2.41
0,Professional,2002,9716,WestCoast,6133,2.35
30,Professional,2002,5466,Central,6134,2.33
9,Humanities,2003,5950,EastCoast,6135,2.13
22,Vocational,1951,3193,Central,6136,2.54
36,Humanities,1970,13246,EastCoast,6137,1.86
19,Vocational,1976,1656,Central,6138,3.03
15,Vocational,1985,6102,Central,6139,2.04
48,Professional,1977,3303,WestCoast,6140,3.06
2,Humanities,1967,10089,WestCoast,6141,2.23
11,Other,2003,14602,WestCoast,6142,2.23
20,Humanities,1999,3578,Central,6143,2.6
26,Vocational,1988,6114,EastCoast,6144,3.2
7,Humanities,1980,5477,WestCoast,6145,2.38
9,Humanities,1958,8436,WestCoast,6146,2.86
23,Other,1969,5585,WestCoast,6147,2.41
12,STEM,1963,10985,EastCoast,6148,2.79
15,STEM,1994,2661,EastCoast,6149,2.51
17,STEM,1974,5198,WestCoast,6150,2.26
16,Humanities,1960,15908,EastCoast,6151,2.64
6,Other,1984,6185,WestCoast,6152,3.44
5,Vocational,1974,2322,WestCoast,6153,1.83
15,Humanities,1986,4907,WestCoast,6154,2.64
4,STEM,1973,6543,Central,6155,2.68
25,Vocational,2000,3525,EastCoast,6156,2.34
56,Humanities,1978,2807,EastCoast,6157,2.06
6,Professional,1990,4443,EastCoast,6158,2.17
52,Buisness,1991,5252,EastCoast,6159,2.63
17,Vocational,1986,5130,EastCoast,6160,2.17
0,STEM,2001,5481,WestCoast,6161,2.3
9,Humanities,1990,5577,EastCoast,6162,2.96
4,Other,1973,2101,WestCoast,6163,3.54
21,Other,1969,5141,WestCoast,6164,2.32
8,Humanities,2000,2305,Central,6165,1.91
5,Other,1968,3805,EastCoast,6166,3.18
95,Vocational,1958,6008,WestCoast,6167,3.08
8,Professional,1962,2230,EastCoast,6168,1.97
0,Other,2000,4488,WestCoast,6169,2.17
8,Buisness,1967,6340,WestCoast,6170,3.01
6,Vocational,1998,5846,WestCoast,6171,2.45
27,Humanities,1990,3042,Central,6172,3.3
36,Vocational,1964,3384,WestCoast,6173,2.84
1,Professional,1978,4623,WestCoast,6174,2.63
9,Humanities,1994,2560,Central,6175,2.97
13,Humanities,1990,2055,Central,6176,2.82
45,Professional,1963,4517,EastCoast,6177,3.69
3,STEM,1997,5790,Central,6178,3.1
34,Vocational,1998,2341,EastCoast,6179,2.19
5,Professional,1966,3544,EastCoast,6180,2.52
10,Professional,1990,10207,EastCoast,6181,2.52
8,Humanities,1978,3879,Central,6182,3.02
0,Other,1987,5119,WestCoast,6183,2.58
45,Professional,1972,6435,WestCoast,6184,2.59
51,Humanities,1972,9682,EastCoast,6185,2.36
10,Vocational,1965,2029,EastCoast,6186,2.19
65,Humanities,1955,6500,Central,6187,2.46
4,Buisness,1989,2140,WestCoast,6188,1.85
59,STEM,1989,5930,WestCoast,6189,2.26
4,Vocational,1976,2449,EastCoast,6190,2.05
25,Other,2002,2015,EastCoast,6191,1.53
41,STEM,1967,5984,Central,6192,2.2
23,Professional,1963,26138,EastCoast,6193,1.49
11,Vocational,1954,2994,Central,6194,2.44
8,Buisness,1953,34271,Central,6195,2.29
20,Professional,1961,103159,WestCoast,6196,2.26
102,Vocational,1955,3739,WestCoast,6197,2.48
45,STEM,1989,7251,WestCoast,6198,2.33
4,STEM,1992,4681,EastCoast,6199,2.61
2,Humanities,1962,2425,EastCoast,6200,2.95
110,Humanities,1982,2130,WestCoast,6201,2.52
2,Vocational,1991,2135,Central,6202,2.67
31,Buisness,1980,1962,EastCoast,6203,1.93
4,STEM,1961,2898,WestCoast,6204,2.67
3,STEM,1966,5294,WestCoast,6205,2.54
35,Other,1957,20369,Central,6206,3.66
0,Buisness,1968,3890,Central,6207,2.34
23,STEM,1957,18296,EastCoast,6208,1.58
66,Humanities,1996,5288,EastCoast,6209,2.14
0,Buisness,1964,4020,Central,6210,2.28
39,Other,1998,5672,WestCoast,6211,2.62
2,STEM,1968,3842,WestCoast,6212,2.32
17,Other,1976,2980,Central,6213,2.88
5,Vocational,1972,6456,WestCoast,6214,2.54
23,Humanities,1993,104450,EastCoast,6215,2.78
34,STEM,1964,13305,Central,6216,2.83
27,Other,1976,1178,Central,6217,2.85
37,Vocational,2001,5388,WestCoast,6218,2.48
30,STEM,1974,1682,EastCoast,6219,2.21
51,Professional,1950,6448,Central,6220,2.65
5,Humanities,1979,2024,EastCoast,6221,2.21
11,Vocational,1961,3788,EastCoast,6222,2.39
5,Vocational,1987,3770,WestCoast,6223,2.34
29,Vocational,2003,14719,WestCoast,6224,1.64
22,Vocational,1988,19361,EastCoast,6225,2.85
5,Buisness,1975,19432,EastCoast,6226,2.14
4,STEM,1975,11128,WestCoast,6227,2.82
9,Other,1951,2131,EastCoast,6228,3.05
10,STEM,1965,4918,Central,6229,3.08
3,Humanities,1958,2298,Central,6230,2.13
2,Vocational,1976,12876,EastCoast,6231,2.1
15,STEM,1979,10044,Central,6232,3.48
38,Professional,1979,9511,Central,6233,2.74
6,Professional,2003,3764,EastCoast,6234,1.94
25,Professional,2003,3385,EastCoast,6235,1.94
7,Humanities,1976,13267,EastCoast,6236,2.49
59,Vocational,1988,103768,EastCoast,6237,2.91
